identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0005516255;VALCOR;25290187100019;rue Gasnier de Fresne;29300;QUIMPERLE;FINISTERE;BRETAGNE;208578.000000;6771880.000000;2154;3811Z;Collecte des déchets non dangereux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0010004916;ANETT DEUX;37975385800016;Rue Emile Roux, ZI des Gailletrous;41260;LA CHAUSSEE-SAINT-VICTOR;LOIR-ET-CHER;CENTRE;576632.000000;6725200.000000;4326;9601A;Blanchisserie-teinturerie de gros;;
0005503552;SARP OSIS OUEST (Ex SUEZ RV OSIS Ouest);46420001300587;RUE MONTJARET DE KERJEGU, ZIP;29200;BREST;FINISTERE;BRETAGNE;149415.000000;6836042.000000;2154;3700Z;Collecte et traitement des eaux usées;;
0055301256;VOLAILLES REMI RAMON (LES);73725012600015;38 rue du Docteur Cumin;53250;JAVRON-LES-CHAPELLES;MAYENNE;PAYS-DE-LA-LOIRE;452965.000000;6817890.000000;4326;1012Z;Transformation et conservation de la viande de volaille;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0006104943;DUFOUR SARL;34391750600010;Les Plants, 1781 Route de Cuinzier;42190;CHANDON;LOIRE;AUVERGNE-RHONE-ALPES;793231.000000;6562425.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0005501955;BRETAGNE CHROME SA;86950068600017;30 Route de Sainte Anne;56330;PLUVIGNER;MORBIHAN;BRETAGNE;250660.000000;6758195.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0010500174;SEF (SOCIETE DES ENROBES DU FOREZ);34897670500023;Lieu-dit Ruffy;42210;BELLEGARDE-EN-FOREZ;LOIRE;AUVERGNE-RHONE-ALPES;802228.000000;6506587.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006803634;RAYNAL ET ROQUELAURE;42608008100018;Avenue Raynal et Roquelaure, ZI des Taillades;12700;CAPDENAC-GARE;AVEYRON;OCCITANIE;627410.000000;6387367.000000;2154;1085Z;Fabrication de plats préparés;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0005500398;LE JOINT FRANCAIS;54203575300020;5 rue Ampère;22000;SAINT-BRIEUC;COTES-D'ARMOR;BRETAGNE;276607.000000;6838224.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0016400072;GIE LES ENROBES DU BOURBONNAIS;30580124300018;Pont de Chazeuil;03500;SAINT-POURCAIN-SUR-SIOULE;ALLIER;AUVERGNE-RHONE-ALPES;727388.000000;6581115.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0005519671;SCEA DES MENHIRS;34852580900045;LES BRUYERES;22630;LES CHAMPS-GERAUX;COTES-D'ARMOR;BRETAGNE;329851.000000;6827184.000000;2154;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0054901937;PASSERELLE (GAEC DE LA);78620178000024;La Grande Guibardière, ST LÉZIN;49120;CHEMILLE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;415642.000000;6691719.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005401258;CHEZE SAS;96620083400051;ROUTE DE HOLLARD;89260;LA CHAPELLE-SUR-OREUSE;YONNE;BOURGOGNE-FRANCHE-COMTE;722556.000000;6800311.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0010003836;KNAUF INDUSTRIES;34891430000143;15 rue Chambord;41230;VERNOU-EN-SOLOGNE;LOIR-ET-CHER;CENTRE;600153.000000;6712429.000000;27572;2222Z;Fabrication d'emballages en matières plastiques;;
0005101910;VALEO EMBRAYAGES;43883418600027;81  AV.ROGER DUMOULIN, CS 70929;80000;AMIENS;SOMME;HAUTS-DE-FRANCE;648204.000000;6982070.000000;2154;2932Z;Fabrication d'autres équipements automobiles;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0007408386;SNCF DEPOT MONTROUGE;55204944780776;103 AV MARX DORMOY;92220;BAGNEUX;HAUTS-DE-SEINE;ILE-DE-FRANCE;648890.000000;6856853.000000;4326;3317Z;Réparation et maintenance d'autres équipements de transport;;
0007000215;STINKAL (SAS);40203629700016;Le Banc Noir - Le Griset;62250;FERQUES;PAS-DE-CALAIS;HAUTS-DE-FRANCE;614652.000000;7082422.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0010005283;COOPER CAPRI SAS;58201234000029;36, rue des Fontenils;41600;NOUAN-LE-FUZELIER;LOIR-ET-CHER;CENTRE;627530.000000;6714048.000000;2154;2562A;Décolletage;;
0007004128;SMAV Compostage Tilloy;25620407400056;11 Rue Volta;62217;TILLOY-LES-MOFFLAINES;PAS-DE-CALAIS;HAUTS-DE-FRANCE;686967.000000;7021719.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006606537;GC CONSEIL (1 parcelle);48241299600019;lieu-dit Pouillan et Gaujac, parcelle AL 233;30140;ANDUZE;GARD;OCCITANIE;780113.000000;6327474.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0007004033;AUTO 2000;34246349400027;Lieudit La Couture Maille;59168;BOUSSOIS;NORD;HAUTS-DE-FRANCE;776221.000000;7022119.000000;2154;4520A;Entretien et réparation de véhicules automobiles légers;;
0006700696;GUNTHER TOOLS;63850104900016;1 Rue Max Christen, CS 80015;67250;SOULTZ-SOUS-FORETS;BAS-RHIN;GRAND-EST;1057931.000000;6882510.000000;2154;2573B;Fabrication d'autres outillages;;
0009000283;Etablissement Central des Matériels du Service de Santé des Armées (ECMSSA);15100002301241;ECMSSA-TSA 50006;45400;FLEURY-LES-AUBRAIS;LOIRET;CENTRE;1.939276;47.958037;4326;5210B;Entreposage et stockage non frigorifique;;
0005101189;BIGARD SA;77622146780001;Route de Gaillefontaine;60220;FORMERIE;OISE;HAUTS-DE-FRANCE;607387.000000;6951122.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0006700427;EJL Alsace;47940072300025;ZI RIED, BP 307;67590;SCHWEIGHOUSE-SUR-MODER;BAS-RHIN;GRAND-EST;1048377.000000;6868821.000000;2154;4211Z;Construction de routes et autoroutes;;
0005304936;STS COMPOSITES FRANCE SAS;30634863200044;Rue de l'Europe, Parc industriel Caen Canal;14550;BLAINVILLE-SUR-ORNE;CALVADOS;NORMANDIE;459805.000000;6906989.000000;2154;3311Z;Réparation d'ouvrages en métaux;;
0005106108;FM FRANCE S.A.S.;36780140400040;ZID de l'Omois-BP 30, 3 Rue du Marchis;02400;EPAUX-BEZU;AISNE;HAUTS-DE-FRANCE;728125.000000;6886955.000000;2154;4941A;Transports routiers de fret interurbains;;
0007202566;S.E.C.O.;30329150400023;Société Electrolyse du Centre Ouest (SECO), Rue Saint Claire Deville;79000;NIORT;DEUX-SEVRES;NOUVELLE-AQUITAINE;430919.000000;6585347.000000;2154;2561Z;Traitement et revêtement des métaux;;
0055601331;CITE MARINE;35378684100042;CARREFOUR INDUSTRIEL DU PORZO, ZA DU PORZO;56700;KERVIGNAC;MORBIHAN;BRETAGNE;233262.000000;6761605.000000;27572;1085Z;Fabrication de plats préparés;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0005503558;SYSEM (CET2 SARZEAU)en post exploitation;25561337400065;La Lande du Matz, Village de Boderin;56370;SARZEAU;MORBIHAN;BRETAGNE;271496.000000;6729465.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0006510557;RN12 AUTO;43218306900033;27, Impasse du Boeuf Couronné;78550;BAZAINVILLE;YVELINES;ILE-DE-FRANCE;602627.000000;6856068.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0005703582;SARL La Compostière de l'Aube;45103171000010;Lieu dit Les Guermoises;10320;BOUILLY;AUBE;GRAND-EST;775681.000000;6788259.000000;2154;3832Z;Récupération de déchets triés;;
0006600688;DUMAS RECUPERATION SARL;49786953700017;384 chemin de la Coste, Colombier;30200;SABRAN;GARD;OCCITANIE;826126.000000;6340885.000000;2154;3831Z;Démantèlement d'épaves;;
0010001229;ISOSSOL;44442221600010;ZI de l'Embarcadère;45480;BAZOCHES-LES-GALLERANDES;LOIRET;CENTRE;629535.000000;6785766.000000;2154;2223Z;Fabrication d'éléments en matières plastiques pour la construction;;
0007001916;LENGLET Caudry;41129914200025;ZI  rue de l'europe;59540;CAUDRY;NORD;HAUTS-DE-FRANCE;730627.000000;7001645.000000;2154;1812Z;Autre imprimerie (labeur);;
0010000768;HAUCK HEAT TREATMENT SAS (ex METATHERM);31651476900025;ZI de la Boistardière, BP 228;37400;AMBOISE;INDRE-ET-LOIRE;CENTRE;550186.000000;6703418.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006601498;LINARES SOEURS SARL;32693101100026;57 Avenue du Languedoc - RN 116 km10;66170;SAINT-FELIU-D'AVALL;PYRENEES-ORIENTALES;OCCITANIE;680793.000000;6175600.000000;2154;3832Z;Récupération de déchets triés;;
0007000744;DANONE PRODUITS FRAIS FRANCE;67203997101753;300 Allée de l'Europe, Zone Industrielle;59270;BAILLEUL;NORD;HAUTS-DE-FRANCE;680833.000000;7070058.000000;2154;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0006300977;GALVANOPLASTIE;34340328300017;ZI La Chambrouillère;53960;BONCHAMP-LES-LAVAL;MAYENNE;PAYS-DE-LA-LOIRE;423335.000000;6781493.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0010000316;EXPANSCIENCE;33193008100038;Rue des Quatre Filles, BP 50034;28230;EPERNON;EURE-ET-LOIR;CENTRE;602884.000000;6834159.000000;4326;2120Z;Fabrication de préparations pharmaceutiques;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0005426335;SYNDICAT MIXTE DE PUISAYE;25890179200030;lieud-dit Le Fourneau, parcelles ZP 19 et 71;89560;LAIN;YONNE;BOURGOGNE-FRANCHE-COMTE;726240.000000;6724166.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0010600070;DELABRE NOEL;35301693400013;28 route Nationale 86;69700;LOIRE-SUR-RHONE;RHONE;AUVERGNE-RHONE-ALPES;840488.000000;6497916.000000;2154;3832Z;Récupération de déchets triés;;
0007403865;SUEZ RR IWS CHEMICALS FRANCE;44454844000148;18 ROUTE DU BASSIN N°6;92230;GENNEVILLIERS;HAUTS-DE-SEINE;ILE-DE-FRANCE;648425.000000;6872240.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006303419;SOCIETE DES ATELIERS LOUIS VUITTON SF1;72206399700182;parc d'activité La Mongie, STE FLORENCE;85140;LES ESSARTS;VENDEE;PAYS-DE-LA-LOIRE;380532.000000;6639641.000000;2154;1512Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie;;
0005200352;SIAP;34829735900013;Boulevard de l'Industrie, Zone Industrielle;33530;BASSENS;GIRONDE;NOUVELLE-AQUITAINE;421439.000000;6429229.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006811309;SAS BENEZECH TP;30547578200044;Lieu-dit Le Puech, route vieille de Graulhet (RD84), Parcelles AL 0002 et 0003;81990;LE SEQUESTRE;TARN;OCCITANIE;629878.000000;6312183.000000;2154;4221Z;Construction de réseaux pour fluides;;
0007403786;R.A.T.P. - LIGNE 4;77566343800056;117 AVENUE MICHELET;93400;SAINT-OUEN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;651939.000000;6867237.000000;4326;4931Z;Transports urbains et suburbains de voyageurs;;
0006201196;SUEZ RV Nord Est;30536288100297;Route de Bettelainville;57365;FLEVY;MOSELLE;GRAND-EST;938936.000000;6907266.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0010300063;NEGOMETAL;31348433900038;ZI rue Réaumur, Rue des Frères Lumière, BP 241;26100;ROMANS-SUR-ISERE;DROME;AUVERGNE-RHONE-ALPES;865048.000000;6440903.000000;2154;3832Z;Récupération de déchets triés;;
0005701153;ACTEGA-RHENACOAT;38936465400027;1 avenue François Sommer, ZI de Glaire;08200;GLAIRE;ARDENNES;GRAND-EST;837858.000000;6958160.000000;2154;2030Z;Fabrication de peintures, vernis, encres et mastics;;
0052901489;EARL DARE;38822958500012;Rascol;29870;LANNILIS;FINISTERE;BRETAGNE;147884.000000;6856317.000000;2154;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0022200214;IDEX Environnement;33133017500026;lieu dit LESTRADE, Pointe Jean-Claude;97231;Le Robert;MARTINIQUE;MARTINIQUE;721578.000000;1626963.000000;4559;3821Z;Traitement et élimination des déchets non dangereux;;
0007100718;CUB AC CASSE;34754358900027;68 route de Cambaie, ZA Cambaie;97460;Saint-Paul;REUNION;REUNION;325600.000000;7671900.000000;;3832Z;Récupération de déchets triés;;
0054401755;LES VOLAILLES DE ST MARS;32794418700019;Rue des Riantières;44540;SAINT-MARS-LA-JAILLE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;385985.000000;6721730.000000;4326;1012Z;Transformation et conservation de la viande de volaille;;
0052904512;FARMOR Etablissement de Quimper;43312264500024;450 ROUTE DE ROSPORDEN;29000;QUIMPER;FINISTERE;BRETAGNE;171377.000000;6790194.000000;2154;1012Z;Transformation et conservation de la viande de volaille;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0005101171;LE PLOMB FRANCAIS;39290706900018;ZI Le bois Chevalier;60190;ESTREES-SAINT-DENIS;OISE;HAUTS-DE-FRANCE;674944.000000;6925674.000000;2154;2443Z;Métallurgie du plomb, du zinc ou de l'étain;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0007211753;CdC du Pays Loudunais;24860044700275;Le moulin à vent;86120;SAINT-LEGER-DE-MONTBRILLAIS;VIENNE;NOUVELLE-AQUITAINE;468084.000000;6669606.000000;2154;8411Z;Administration publique générale;;
0005301825;COOPERATIVE  ISIGNY STE MERE;31775081800021;Rue de la Coopérative, CHEF DU PONT;50480;SAINTE-MERE-EGLISE;MANCHE;NORMANDIE;383789.000000;6928802.000000;2154;1051D;Fabrication d'autres produits laitiers;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0007200962;IRIBARREN CARRIERES SA;42287256400014;"Lieu-dit ""Le bois de la Roderie""";86430;MOUTERRE-SUR-BLOURDE;VIENNE;NOUVELLE-AQUITAINE;526336.000000;6572844.000000;2154;7010Z;Activités des sièges sociaux;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0005503937;GUYOT Environnement (ex CALVEZ);49328696700036;ZA des Châtelets, Rue du Boisillon;22440;PLOUFRAGAN;COTES-D'ARMOR;BRETAGNE;271699.000000;6833783.000000;2154;3832Z;Récupération de déchets triés;;
0053501717;SAS LES LANDES;84052936600014;ROUTE DE BOVEL, ROUTE DE BOVEL;35380;MAXENT;ILLE-ET-VILAINE;BRETAGNE;327788.000000;6774284.000000;4326;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006400572;COCA COLA ENTREPRISE;34368801600173;Route Nationale 568, La Gavotte;13170;LES PENNES-MIRABEAU;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;888301.000000;6259295.000000;2154;1107B;Production de boissons rafraîchissantes;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0009000080;DE/P de DONGES;15100003100139;Lieu dit La Chabodières  CD 617;44220;COUERON;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;324220.850000;6706715.250000;2154;8422Z;Défense;;
0009000136;DEAN LANN BIHOUE;15100003100667;Lorient Defense  BP 92222;56998;LORIENT;MORBIHAN;BRETAGNE;217664.310000;6759946.580000;2154;8422Z;Défense;;
0005102027;SECODE;72172014200018;Route de Sains (RD 167);80440;BOVES;SOMME;HAUTS-DE-FRANCE;653776.000000;6969959.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0006114912;GRANULATS VICAT SAS;76820025500091;Lieu-dit «Les Blachères »;73460;MONTAILLEUR;SAVOIE;AUVERGNE-RHONE-ALPES;955758.000000;6506098.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0005502023;SILGOM;26561339800014;22 rue de l'Hôpital;56890;SAINT-AVE;MORBIHAN;BRETAGNE;268749.000000;6748698.000000;2154;8411Z;Administration publique générale;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0005502924;CARRIERES DES LACS;33535376900011;LA RIPENNELAIS;35500;SAINT-AUBIN-DES-LANDES;ILLE-ET-VILAINE;BRETAGNE;379335.000000;6786386.000000;4326;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0006804634;MSP SA;41297901500028;parc d'activités Activestre, 9 allée des Vignes;31390;CARBONNE;HAUTE-GARONNE;OCCITANIE;554371.000000;6247942.000000;2154;3832Z;Récupération de déchets triés;;
0007404550;SCAFA 93;32611964100016;25 AVENUE JEAN MERMOZ;93120;LA COURNEUVE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;656126.000000;6870440.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0006300283;CHARIER CM - CARRIERES ET MATERIAUX;34767015000015;Le Fourneau, LIRE;49270;CHAMPTOCEAUX;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;385605.000000;6703600.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0006503465;ALPA ACIERIES LAMINOIRS PARIS;77734509100022;ZI DE LIMAY PORCHEVILLE;78440;GARGENVILLE;YVELINES;ILE-DE-FRANCE;609326.000000;6876664.000000;2154;2410Z;Sidérurgie;2.(b);Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure
0006511837;PARC LOGISTIQUE MAISONNEUVE 3;44056891300030;avenue de la Commune de Paris, ZAC Maison Neuve bât C;91220;BRETIGNY-SUR-ORGE;ESSONNE;ILE-DE-FRANCE;648092.000000;6831567.000000;2154;6820B;Location de terrains et d'autres biens immobiliers;;
0007000918;TOTAL Raffinage France SA;54203492116871;Etablissement des Flandres - Port 4780 - Route du Fortelet, BP 79 - MARDYCK;59279;DUNKERQUE;NORD;HAUTS-DE-FRANCE;647913.000000;7103167.000000;2154;7010Z;Activités des sièges sociaux;1.(a);Raffineries de pétrole et de gaz
0005800621;FEDERAL MOGULGARENNES SAS;80865485900020;Route d'Anet, BP 5;27780;GARENNES-SUR-EURE;EURE;NORMANDIE;586323.000000;6870047.000000;2154;2932Z;Fabrication d'autres équipements automobiles;;
0005901416;BEAUSEIGNEUR SAS;53572034600027;6 rue André Viellard;90140;FROIDEFONTAINE;TERRITOIRE-DE-BELFORT;BOURGOGNE-FRANCHE-COMTE;996290.000000;6725105.000000;2154;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;;
0005401112;SUEZ RR IWS MINERALS FRANCE (ISDND);43331348300151;Ecopôle des grands moulins;21270;DRAMBON;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;880298.000000;6694429.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0007000887;SOCIETE DE TRANSMISSIONS AUTOMATIQUES;37020053700014;ZI DE RUITZ, SECTEUR LE MOULIN - ROUTE D'HOUCHIN - CS90002;62620;RUITZ;PAS-DE-CALAIS;HAUTS-DE-FRANCE;672081.000000;7041922.000000;2154;2932Z;Fabrication d'autres équipements automobiles;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0007006662;ESTERRA;45550145200102;Rue de la Sucrerie;59113;SECLIN;NORD;HAUTS-DE-FRANCE;703698.000000;7049531.000000;2154;3811Z;Collecte des déchets non dangereux;;
0054200013;JACOBS DOUWE EGBERTS FR;38388574600057;3 Bd Pierre Desgranges;42160;ANDREZIEUX-BOUTHEON;LOIRE;AUVERGNE-RHONE-ALPES;799630.000000;6493083.000000;2154;1083Z;Transformation du thé et du café;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0007207394;SITA SUD OUEST;34300451100386;Le Bois Panier;79350;AMAILLOUX;DEUX-SEVRES;NOUVELLE-AQUITAINE;444543.000000;6634115.000000;2154;3811Z;Collecte des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0055500458;SCEA de la Warinaux;38949520100011;ferme Woécourt;55230;NOUILLONPONT;MEUSE;GRAND-EST;893425.000000;6920870.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006700763;CORPLEX France Kaysersberg;35225519400016;75 route de Lapoutroie, CS 20027;68240;KAYSERSBERG;HAUT-RHIN;GRAND-EST;1014937.000000;6791949.000000;2154;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;;
0006303220;HOWMET CIRAL ARCONIC;30661725900024;Zone de la Présaie, BP 0230;53600;EVRON;MAYENNE;PAYS-DE-LA-LOIRE;446757.000000;6789874.000000;2154;2453Z;Fonderie de métaux légers;;
0006103657;SNCF - TECHNICENTRE INDUSTRIEL D'OULLINS;55204944784422;25 ter quai Pierre Sémard;69350;LA MULATIERE;RHONE;AUVERGNE-RHONE-ALPES;841395.000000;6515006.000000;2154;4910Z;Transport ferroviaire interurbain de voyageurs;;
0010000683;DPSPC;86980167000017;150 avenue Yves Farge, ZI des Yvaudières;37700;SAINT-PIERRE-DES-CORPS;INDRE-ET-LOIRE;CENTRE;530278.000000;6700911.000000;2154;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;;
0009000236;Base aérienne 942 Lyon mont-Verdun;13001411100012;BP 19;69579;LIMONEST;RHONE;AUVERGNE-RHONE-ALPES;790304.456000;2098006.118000;27572;8422Z;Défense;;
0053600436;LAITERIE DE VARENNES (SA);31945020100029;6, Rue de la Borde;36210;VARENNES-SUR-FOUZON;INDRE;CENTRE;594646.000000;6681007.000000;2154;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0005401102;RAFFINERIE DU MIDI;54208453800165;10 rue des verriers;21000;DIJON;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;853919.000000;6690747.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0006000188;CARRIERES D'AMBAZAC S.A.;33215004400029;LES POINTYS, Route de Saint-Priest-Taurion;87240;AMBAZAC;HAUTE-VIENNE;NOUVELLE-AQUITAINE;575516.000000;6539015.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0005101006;VICTOR MARTINET;54207327500050;Hameau de la croix Madelon;60530;LE MESNIL-EN-THELLE;OISE;HAUTS-DE-FRANCE;646185.000000;6895753.000000;2154;5224B;Manutention non portuaire;;
0005101403;AXIMUM PRODUITS DE SECURITE;73192021100034;6 Rue du Marais Sec, ZI;60180;NOGENT-SUR-OISE;OISE;HAUTS-DE-FRANCE;662903.000000;6908734.000000;2154;2561Z;Traitement et revêtement des métaux;2.(c).(iii);par application de couches protectrices de métal en fusion avec une capacité de traitement de 2 tonnes d'acier brut par heure
0007002319;DELIFRANCE SA;31316717300118;1657 rue Jules Guesde;62122;LABEUVRIERE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;667683.000000;7046434.000000;2154;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0009000323;ERSA Marolles / Vitry;15100002300524;route d'Alsace Lorraine;51300;MAROLLES;MARNE;GRAND-EST;4.610848;48.610848;4326;8422Z;Défense;;
0006701469;WURTH;66850296600041;Rue Georges Besse - ZI Ouest, BP 40013;67150;ERSTEIN;BAS-RHIN;GRAND-EST;1042798.000000;6823327.000000;2154;4674A;Commerce de gros (commerce interentreprises) de quincaillerie;;
