identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0007001787;LESIEUR GENERALE CONDIMENTAIRE SAS;2021;47502;
0022200084;Carrières GOUYER;2021;0;0
0053501216;GATINE VIANDES;2021;293375;
0005800377;SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES;2021;;5396
0058700447;SAS MADRANGE;2021;102315;
0006802159;BROWN  EUROPE  Sas;2021;0;0
0005302036;SOCOPA VIANDES;2021;;93295
0005201479;SOLEAL SAS;2021;;179194
0006806172;Denjean Ariège Granulats;2021;;0
0006103461;PROTEC METAUX;2021;5279;
0054901484;SAVEURS DES MAUGES;2021;20321;
0052215672;CITE MARINE SITE 2;2021;;21737
0006000427;SYTTOM-UIOM BRIVE;2021;4768;
0010000641;FORBO Château-Renault SAS;2021;17979;
0005515356;KERMENE - TRELIVAN;2021;94445;
0053502069;TRIBALLAT NOYAL;2021;283859;
0006300949;AIRBUS OPERATIONS SAS;2021;29474;3027
0006305489;BLANCHISSERIE DU MAINE;2021;13004;
0005600068;ALL CHEM;2021;12195;
0006506939;SIAAP;2021;0;0
0006702100;SOGEFI (SYSTEMES MOTEURS SAS);2021;1565;329103
0010800414;KANIGEN FRANCE;2021;2778;
0005701087;A SCHULMAN PLASTICS;2021;;2225
0052903464;SAUPIQUET;2021;136129;
0006603594;Sictom Pezenas-Agde;2021;;0
0006802459;PECHDO SA TANNERIES NOUVELLES;2021;37875;
0005401359;SALZGITTER Mannesmann Stainless Tubes;2021;1379;70873
0007001123;DISTRIPLAST SAS;2021;530;0
0006301149;SMURFIT KAPPA FRANCE;2021;2115;
0005800295;HOWA TRAMICO;2021;2880;14667
0005207291;CEMEX GRANULATS Sud-Ouest SAS;2021;;0
0007201312;SIMAFEX;2021;;50886
0006206174;SAS GRANULATS VICAT;2021;;0
0006102211;DANFOSS MANEUROP SA;2021;493;
0005100688;4 REV ex-BIM;2021;;25740
0006108642;GAUTHIER;2021;5280;
0006105223;ADISSEO FRANCE SAS;2021;;2643622
0006303168;PIGEON GRANULATS LOIRE ANJOU;2021;;0
0006401321;CONSERVES FRANCE;2021;;150083
0009000289;Base navale de Brest;2021;;748
0006301139;BSN medical SAS;2021;1341;59727
0009072901;STEP - Zone Portuaire;2021;;13505557
0005305768;NAVAL GROUP (ex DCNS);2021;47129;
0007002301;Eaux minérales de St Amand - Sc Thermal;2021;7538;
0006700643;TEREOS STARCH & SWEETENERS EUROPE;2021;3575375;
0006306373;SYVALORM LOIR ET SARTHE (ex-SMIRGEOMES);2021;;3590
0006517025;MAJ;2021;58074;
0006302023;CHAUCER FOODS SA;2021;134814;
0005507274;MAKFROID 2 (Terre plein Sud);2021;6114;0
0005601338;GERENTES SAS;2021;0;151603
0007300006;DPLC;2021;;4825
0005800345;TOYO INK EUROPE SPECIALTY CHEMICALS S.A;2021;;698029
0006108774;CERDIA FRANCE SAS;2021;99017;1166042
0006102435;LAFARGE CIMENTS;2021;;68488
0052904352;EUROSERUM;2021;1238851;
0055602485;BCF LIFE SCIENCES;2021;229038;
0006102767;POLYTECHNYL (ex RHODIA);2021;77598;
0005402493;MISTRAS (ex ASCOT);2021;935;
0009075101;STEP REIMS;2021;;23468719
0006000527;SUEZ RV SO (ex-SITA SO);2021;;7684
0006102837;TECUMSEH CESSIEU SAS;2021;0;12082
0006104102;SOCIETE DU DEPOT DE SAINT-PRIEST;2021;28252;
0007000661;MC CAIN ALIMENTAIRE;2021;;860394
0005800540;DA ALIZAY;2021;;4390128
0007404055;CLIMESPACE;2021;35802;
0057900108;ELIVIA BRESSUIRE VIANDES (Abattoir);2021;63719;
0006900300;AIR LIQUIDE SPATIAL GUYANE TS;2021;;58
0006103852;ORAPI CHIMIOTECHNIC VENISSIEUX SAS;2021;500;0
0006400874;FIBRE EXCELLENCE PROVENCE;2021;;9665618
0007001762;FRANCE MANCHE S.A.(Entretien navettes);2021;;370583
0006304830;ELIS MAINE;2021;40952;
0005901000;COMTOISE TRAITEMENT DE SURFACE;2021;0;22247
0006700044;BALLASTIERES HELMBACHER SAS;2021;;707392
0005800679;GIE DU COURS INFERIEUR DU CAILLY;2021;;414282
0025200045;FRAMATOME SAS;2021;17871;
0010001735;ORLEANAISE DES EAUX (Usine du Val);2021;4495;
0005900124;FCI (Besançon);2021;11373;
0007001189;OVO SERVICE;2021;2836;
0010006622;NOVANDIE;2021;0;324624
0010000685;HUTCHINSON;2021;10157;
0010000692;KNAUF INDUSTRIES;2021;4953;
0006300713;CARRIERES TAVANO SA;2021;156;599040
0005500169;BROCELIANDE ALH;2021;188742;
0006103282;STEPAN EUROPE SA;2021;46740;12267
0005200110;CORENSO France SA;2021;;605110
0005515506;RENNES METROPOLE;2021;3563;
0007000058;BRIQUETERIES DU NORD SA.;2021;;10000
0052300038;SAS LES MONTAGNES D'AUZANCES;2021;62133;
0006400353;LA MESTA SAS;2021;;19410
0005804127;BIO COGELYO NORMANDIE;2021;;24838
0005600023;ERASTEEL SAS;2021;;119383
0005100257;VERALLIA FRANCE (ex St Gobain Emballage);2021;8109;45943
0006110007;COSMOPAR SA;2021;169775;
0005901052;BECK TECHNOLOGIES;2021;;270143
0005101253;AUTONEUM;2021;0;0
0053501402;SVELTIC;2021;0;98200
0006803974;SMDT 65;2021;;7170
0006101563;GRANULATS VICAT;2021;0;0
0006103470;CHROMAGE INDUSTRIEL DU CENTRE;2021;132;
0054400707;AGIS Etablissement d'Herbignac;2021;;84840
0006103731;RHODIA OPERATIONS;2021;612081;15674093
0006202172;MARCILLAT CORCIEUX;2021;;345615
0006401040;IMERYS Aluminates SA;2021;;21794
0007002861;FLAMME ASSAINISSEMENT;2021;1501;
0005401034;METAL PROTECTION;2021;;6021
0016400362;SUEZ RV Centre Est;2021;106517;
0005901333;SODEX HUMBERT;2021;;7857
0053501362;SAVIEL FRANCE;2021;13319;
0006400504;FLORETTE France GMS;2021;7278;285327
0006102965;CEA GRENOBLE;2021;649062;4607756
0022100003;Distillerie Rhumeries Agri de M- Galante;2021;;11814
0007203525;SVDM;2021;;19088
0006301096;TDV INDUSTRIES;2021;117909;
0005500400;SAINT-BRIEUC FONDERIE;2021;;906900
0006405120;OBIOSEED;2021;560;
0005520084;SEM LORIENT KEROMAN;2021;;83
0005801056;BODYCOTE;2021;592;
0006702408;SMICTOM d'Alsace Centrale;2021;12431;
0006700455;TANNERIES HAAS;2021;11246;
0005401040;BAUDOIN THILLIEN;2021;100;20910
0010000712;OUDIN Cartonnerie;2021;;98977
0005501327;GLATFELTER SCAER SAS;2021;;673375
0006200158;SOLVAY OPERATIONS FRANCE;2021;;39755361
0006503421;GUERLAIN;2021;4046;
0007001044;LACTALIS NESTLE ULTRA-FRAIS MARQUES;2021;276150;
0006302827;TRIVALIS;2021;;5262
0007001138;Compagnie Boulonnaise de Marée;2021;4473;
0009069903;EDF - CNPE de Flamanville;2021;;2360144800
0006103287;C TEC CONSTELLIUM TECHNOLOGY CENTER;2021;;92345
0005800783;SOCIETE NOUVELLE YABON VERNEUIL;2021;34993;
0007000819;CMD;2021;1640;
0055601198;VOLAILLES DE KERANNA;2021;;291877
0010000547;GMC - Galvanoplastie Moderne du Centre;2021;;28499
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2021;;248033
0005804316;BONG SAS;2021;1696;
0006802521;NEXTER MUNITIONS SA;2021;;2
0007002497;NEXANS France - atelier Tréfilerie;2021;;22650
0006301447;CHRISTEYNS FRANCE;2021;30;
0006102464;EURECAT FRANCE;2021;;77586
0005201789;SIVOM des cantons du pays de Born;2021;;3242
0009073101;Usine de dépollution des eaux Ginestous-Garonne (ASTEO);2021;;41937655
0006207759;SAS GRANULATS VICAT;2021;;0
0006502662;COSMEVA;2021;9101;
0005501569;COOPER STANDARD FRANCE;2021;14164;
0009071102;STATION DE TRAITEMENT DES EAUX USEES - NARBONNE VILLE;2021;3206219;
0005502023;SILGOM;2021;17328;
0005501486;CARGILL FRANCE SAS;2021;;355446
0007000054;BRIQUETERIES DU NORD SA.;2021;;10000
0006301150;SIDES;2021;192;
0005202193;SAS LES JUS DU SOLEIL;2021;61337;
0052900300;SOCIETE BRIECOISE D'ABATTAGE;2021;105993;
0005202306;RIGHINI SAS;2021;8891;
0054201345;EAUX MINERALES DE SAINT ALBAN LES EAUX;2021;216586;
0009075902;STEP - Douai;2021;;10086022
0007000918;TOTAL Raffinage France SA;2021;0;356982
0006500230;SURYS (ex HOLOGRAM INDUSTRIES);2021;150;
0005801105;ORIL INDUSTRIE;2021;;71290
0005802394;NORMANDY COATING;2021;61;77840
0006103192;AIR LIQUIDE ADVANCED TECHNOLOGIES;2021;1726;43714
0005103859;GALLOO FRANCE SA AMIENS (EX NORMAND);2021;;21020
0006301337;COINTREAU SAS;2021;11530;
0005201973;ENNOLYS (ex SAF-ISIS);2021;66078;
0005701400;IPC Petroleum France;2021;;512
0006301155;SERTA SAS;2021;489;
0005701467;CHARBONNEAUX BRABANT SA;2021;18958;
0009074902;STEU - Les Cinq Ponts;2021;0;4884067
0005601473;COVIAL SA;2021;57536;
0005202283;CONSERVES FRANCE SA;2021;;224590
0006113275;POURQUERY DMP;2021;175;
0005204961;ARKEMA - Site de Mourenx;2021;4728;39663
0007001157;NESTLE PURINA PETCARE;2021;0;128738
0006102943;SATMA PPC;2021;;197592
0006301094;TEM;2021;;2264
0006003459;LA BOITE A PAPIERS (ZIN 3);2021;209;0
0005502142;MICHELIN  Vannes;2021;1225;125669
0006404675;Microchip Technology Rousset S.A.S.;2021;;6
0006900030;CNES CSG - EPCU S5(prépa charges utiles);2021;;57
0005207266;TEREGA - Centre de stockage;2021;;5824
0005100907;BEREZECKI;2021;;22454
0005801578;NIPRO PHARMAPACKAGING FRANCE;2021;;14980
0056100667;CHARAL;2021;84040;
0006104664;PAPETERIES DU LEMAN S.A.;2021;;2535308
0010700539;CEMOI CONFISEUR;2021;12276;
0006410001;AP HM - PLATE FORME LOGISTIQUE;2021;98815;
0006301359;SOCIÉTÉ INDUSTRIELLE DE SAINT FLORENT;2021;;206264
0006104241;STOCKAGES PETROLIERS DU RHONE;2021;;6600
0040000207;EVOLLYS;2021;223711;
0005801573;MALTERIES SOUFFLET;2021;328329;
0009069927;Etablissement de LA HAGUE;2021;0;594044
0006204579;SOLEVAL FRANCE;2021;;50302
0005701236;LAFIS BOLOGNE;2021;;89007
0025100044;AUBERT et DUVAL;2021;;13528
0006900568;EDF PEI Bf2;2021;;129802
0028300009;WIZPAPER CHAUFFERIE (ex Arjowiggins);2021;;1556234
0010009402;APPLICATIONS ELECTROLYSE (nouveau site);2021;1263;
0009073305;STEP de la TESTE DE BUCH;2021;;7376400
0010000496;BALSAN SA;2021;;64616
0006110636;ANNEMASSE LES VOIRONS AGGLOMERATION;2021;;7881090
0009073402;STEP - BEZIERS;2021;;6290798
0028300059;SAS NORD ESTER;2021;;76109
0006506525;AIR FRANCE INDUSTRIES;2021;9915;
0010001558;SDH FER;2021;1154;
0010000119;CLIP (Cie Labo Indust du Perche);2021;0;6632
0006302949;KALHYGE 4;2021;35352;
0005200086;CONDAT SAS;2021;;3423402
0005600289;AUBERT & DUVAL ALLIAGES;2021;;912121
0018300005;TIRU-Groupe EDF- UTVE ARC IRIS;2021;0;0
0006802139;SAS CEMEX GRANULATS SUD OUEST;2021;;0
0006103523;OI FRANCE SAS;2021;5769;15995
0006803675;ABATTOIR DU SAINT AFFRICAIN;2021;26820;
0005500191;DUJARDIN BRETAGNE (SAS);2021;15711;
0007001555;CRUSTA C (SA);2021;68585;
0005100404;S.A. LA VIANDE CHAUNOISE;2021;1312;
0006301184;Auto Châssis International;2021;;1856099
0022200040;SAEM LE GALION;2021;;32837
0006504504;ARQUUS;2021;4233;
0005300644;DRESSER PRODUITS INDUSTRIELS SAS;2021;343;0
0005301364;CARRIERE BAUDOUIN SNC;2021;;197000
0005701398;IPC Petroleum France;2021;;520
0007206418;IFF;2021;624130;
0006400243;HYDRO EXTRUSION PUGET;2021;;16350
0005701293;FONDERIES GHM - WASSY;2021;1077;7669
0007002113;PPG France Business Support Marly;2021;2496;
0006103725;Polytechnyl;2021;150805;11824540
0010007575;VILLE de VENDOME (décharge);2021;5921;
0006802881;SNCF Reseau  EIE Quercy/Corrèze;2021;;35200
0006201804;CRISTALLERIES DE SAINT-LOUIS;2021;1124;8370
0053503227;SOCIETE LAITIERE DE VITRE;2021;;627300
0006300890;LTR INDUSTRIES;2021;;2246920
0010001078;DIOR (Parfums Christian);2021;93139;
0007000673;ASCOMETAL LES DUNES (ex ASCO Industries);2021;;469003
0005301497;ELECTROPOLI FRANCE;2021;;39530
0005502037;ALTHO SAS;2021;;34851
0006700800;BRASSERIE METEOR;2021;;144956
0006501812;AGRANA FRUITS FRANCE (ex ATYS);2021;110570;0
0005701096;LA FONTE ARDENNAISE FA4;2021;;10027
0052500675;FROMAGERIE MULIN SAS;2021;;134918
0007001045;CARGILL HAUBOURDIN SAS;2021;562574;10187132
0005104765;BIGARD FLIXECOURT;2021;34167;
0007101554;RECYCLAGE DE L'OUEST;2021;339;
0007202994;IPC - Industrie Papetières Charentaise;2021;732;
0007000745;AHLSTROM Specialities;2021;;1966630
0006410871;Lyondell Basell Services France SAS;2021;;5353202
0005701331;SULO FRANCE SAS;2021;5272;287
0006803878;SAS Ets Henri PLO;2021;0;83634
0005519494;SOTRAVAL-SEML (Biomasse);2021;4;
0005702197;SAVIEL France;2021;22059;
0028400102;NORD PAL PLAST;2021;40078;
0009069904;EDF - CNPE de Paluel;2021;0;4799547000
0005401241;YOPLAIT PRODUCTION FRANCE - NOBLEVAL;2021;;664438
0010000689;INDENA;2021;77863;
0006104731;HACER TRAITEMENTS THERMIQUES;2021;874;0
0006700428;CENPA SAS;2021;;605969
0053503229;KERVALIS;2021;;88045
0010001762;CEO Compagnie des Eaux et de l'Ozone;2021;204640;
0007001070;NORDTOLE Conteneurs et Systèmes;2021;1663;
0006503224;INITIAL BTB (ex GALLIA);2021;30800;
0006506277;SAFRAN AIRCRAFT ENGINES;2021;37089;
0006700404;ROQUETTE FRERES;2021;;2457738
0006202170;NESTLE WATERS SUPPLY EST Contrexéville;2021;257157;49297
0006104447;RDM LA ROCHETTE  SAS;2021;;2837712
0006201702;FERCO INTERNATIONAL;2021;;37725
0005202608;LACQ'AS EURL;2021;;0
0010600041;DM SAS;2021;1074;
0009077804;STEP - SEINE GRESILLONS;2021;;78578960
0006104682;CEREAL PARTNERS FRANCE;2021;78921;
0054200012;LACTALIS NESTLE ULTRA FRAIS MARQUES;2021;;170085
0005202713;SOBEGI SAS;2021;;390582
0007000855;BELL (BONDUELLE EUROPE LONG LIFE ex BCI);2021;;267155
0005703285;MHCS - Mailly;2021;;2760
0005900985;PROVALT JURA SNC;2021;;180532
0006304998;THERMOLAQUAGE DE VENDEE SAS;2021;;25100
0005400425;GRANULATS BOURGOGNE AUVERGNE;2021;0;0
0059700425;SICA D'ABATTAGE;2021;73033;
0006103294;TECHNIQUES SURFACES ANDREZIEUX;2021;5000;13500
0005509696;SAFRAN LANDING SYSTEMS SERVICES DINARD;2021;;635
0005501941;Com Com Auray Quiberon Terre Atlantique;2021;1219188;
0006701060;BIO SPRINGER;2021;515426;
0006000382;JELD WEN;2021;2136;0
0005901516;MARGUET PAUL SA;2021;;0
0007001242;Malteurop;2021;90768;0
0058501660;INCINERIS;2021;;10
0006102813;TRIVIUM ALUMINIUM PACKAGING France;2021;19432;23070
0006703945;MHI EQUIPMENT ALSACE;2021;39;
0006502612;SIETREM (exploitation Novergie IdF);2021;;2903
0006802267;PIERRE FABRE MEDICAMENT;2021;28692;
0052602848;BERNARD ROYAL DAUPHINE;2021;3658;
0006502558;SOPRONEM;2021;6298;
0006600526;GRAP'SUD;2021;;80256
0005902583;FACEL;2021;;9461
0005800053;LAFARGEHOLCIM GRANULATS;2021;0;0
0005503641;STATION D'EPURATION DE CARHAIX;2021;;1707270
0005702371;MHCS - COMMERCE;2021;16730;
0006104705;SKIS DYNASTAR;2021;;261
0006401003;GCA LOGISTICS MARSEILLE;2021;2260;
0052501122;LES ELEVEURS DE LA CHEVILLOTTE;2021;46861;
0006802161;PIVAUDRAN Sas;2021;29143;
0005102438;BP FRANCE;2021;6027;14217
0007408386;SNCF DEPOT MONTROUGE;2021;20517;
0005302824;CEMEX GRANULATS;2021;150;0
0005800496;EXXONMOBIL CHEMICAL FRANCE;2021;;553520
0006401988;APTUNION;2021;;42748
0005100909;VISKASE;2021;67564;
0005101403;AXIMUM PRODUITS DE SECURITE;2021;;23498
0006507586;CEMEX GRANULATS;2021;;5103
0006108532;SIGVARIS;2021;50882;
0053800011;AOSTE SNC;2021;253402;
0005601769;DIEHL POWER ELECTRONIC;2021;;31495
0005500382;CENTRE HOSPITALIER Yves le Foll;2021;92356;
0005901306;PSA AUTOMOBILES SA (Peugeot);2021;7942;
0005701661;MHCS - Vve CLIQUOT PONSARDIN;2021;21284;
0005501682;GROUPE ROCHER OPERATIONS;2021;64773;
0006802298;SAS TARNAISE DES PANNEAUX;2021;178248;
0005200560;TECHNICENTRE NOUVELLE AQUITAINE;2021;;324945
0006103824;SNCF Mobilités TECHNICENTRE DE LYON;2021;48574;
0006300752;TRAINEAU ENTREPRISE;2021;0;0
0016400018;KALHYGE 1;2021;36523;
0006702743;GPV FRANCE;2021;1750;
0005200081;MUNKSJÖ ROTTERSAC SAS;2021;;3737799
0006802435;ROZIERE S.A.;2021;137;
0018200064;KALHYGE (Ex Ininital BTB);2021;30791;
0006400997;LYONDELL CHIMIE SAS;2021;;1305888
0006104748;THALES AVS FRANCE SAS;2021;;654
0052900635;BIOCEVAL;2021;66661;0
0005515287;ENTREMONT ALLIANCE;2021;6223;
0006107855;GENZYME POLYCLONALS;2021;59945;
0006000366;VALADE;2021;106036;
0005800576;LINCOLN ELECTRIC FRANCE;2021;;67021
0005300078;CARRIERE BAUDOUIN;2021;;30000
0006100812;GRANULATS VICAT;2021;0;0
0007204242;ANETT UN;2021;;64536
0005501795;UFM - UNION FERMIERE MORBIHANNAISE SAS;2021;285585;
0005102399;LEFRANT RUBCO;2021;;9421
0007100099;Sucrerie de Bois Rouge;2021;;767480
0006104459;TECHCI RHONE ALPES;2021;;28477
0006301138;ORTEC SERVICES ENVIRONNEMENT;2021;20691;2650
0005901331;CEB - Usine des Prés;2021;2115;
0006104158;HCL - GROUPEMENT HOSPITALIER EST;2021;123286;
0010005710;FRANCOS SAS;2021;22308;
0005703131;FM France SAS;2021;;877
0007004766;Communauté d'Agglomération Hénin-Carvin;2021;;5037377
0006001460;SAFRAN FILTRATION SYSTEMS (ex-SOFRANCE);2021;1101;
0006102323;LABORATOIRE BAUSCH ET LOMB;2021;21990;
0022200108;DENEL (ROYAL);2021;;20457
0005201132;AUTO PIECES SARL;2021;;100
0005104688;EURIAL ULTRA FRAIS (SENAGRAL / SENOBLE);2021;;173806
0005204836;CEREXAGRI S.A.S;2021;0;
0007000461;SUEZ RV NORD EST;2021;;7059
0007000727;RENAULT DOUAI SNC;2021;;809761
0006303268;VIENNOISERIE LIGERIENNE;2021;2836;
0006103685;ARKEMA FRANCE;2021;0;19682448
0051600206;AUCHAN HYPERMARCHE;2021;4297;
0005800585;KIMBERLY CLARK SNC;2021;3001;199130
0053201088;FERMIERS DU GERS;2021;;62793
0006205245;ArcelorMittal France - GALSA;2021;;34875
0007000706;SCORA;2021;;120052
0006002904;DECHETTERIE (Limoges-Landouge);2021;3006;
0009071702;STEP - ST PALAIS SUR MER;2021;;5294912
0006404835;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);2021;8492;
0006109920;BRIOCHE PASQUIER ETOILE;2021;25382;
0005401144;Aperam Stainless France;2021;0;624650
0009073802;STEP - GRENOBLE / AQUAPOLE;2021;84618440;84618440
0007201771;CMF Products SAS;2021;;1
0003301816;SOCIETE GENERALE DES TECHNIQUES;2021;1210;
0006802719;SOCIETE LAITIERE DE MONTAUBAN;2021;;309315
0007001188;LUTTI SAS;2021;127516;
