identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0005201349;VERMILION REP S.A.S.;2021;;3152
0006802633;VEOLIA PRORETE MIDI-PYRENEES;2021;162;
0005500035;KERMENE;2021;;577650
0009000294;CENTAC - 1 BCP;2021;165201;
0005106026;SUEZ Eau Industrielle (ex ONDEO IS);2021;;260477
0006202551;BONGRAIN GERARD;2021;;333161
0006802754;LIEBHERR AEROSPACE SAS;2021;12640;329165
0055301450;HOLVIA PORC;2021;113860;
0009073002;STEU Nîmes (ouest);2021;9006620;155207
0054000813;SOLEVAL FRANCE;2021;;28654
0006301295;CONSTELLIUM MONTREUIL JUIGNE SAS;2021;;841
0006400790;CARLO ERBA  REAGENTS;2021;0;0
0006700094;SABLIERES OESCH;2021;;186178
0005500976;UCLAB INDUSTRIE;2021;;907130
0006102443;FABRICATION CHIMIQUE ARDECHOISE;2021;;239518
0007000619;AGRATI;2021;;19009
0007003033;SATEL SAS;2021;20186;
0006600812;O-I FRANCE SAS;2021;;62671
0006301479;SAINT JEAN INIDUSTRIES;2021;;86
0007000483;ARKEMA FRANCE;2021;0;2476870
0007000766;POLYCHIM Industrie SAS;2021;6370;
0005701195;WALOR;2021;2700;4000
0005600197;TANNERIES DU PUY SAS;2021;150965;
0010000509;ARKEMA (ex : CECA);2021;2589;
0005402210;SUEZ RR IWS MINERALS FRANCE (ISDD);2021;;11640
0005702394;PLASTIC OMNIUM Auto Exterieur;2021;727;
0005702524;IMERYS CERAMICS FRANCE;2021;;4149132
0006302062;CENTRE HOSPITALIER LE MANS;2021;41742;0
0006202229;PAPETERIES DE CLAIREFONTAINE;2021;;1414810
0006206156;Syndicat de Communes Pays de Bitche;2021;4887;
0006803107;Boehringer Ingelheim (ex MERIAL);2021;14203;
0006506903;GSM Ouest (criblerie Carrières\Poissy);2021;0;0
0058502756;ARRIVE S A S -ST FULGENT;2021;;315687
0006206474;CERELIA VITTEL (ex EUROVITA);2021;758;
0005301512;ELVIR S.A.S.;2021;;725841
0005502269;ARMORICAINE DE GRANITE;2021;;365
0007408023;INITIAL;2021;21467;
0005102505;SAINT LOUIS SUCRE SNC;2021;0;0
0005901430;LISI AUTOMOTIVE FORMER Prépa Matière;2021;;9649
0006301430;UNITED BISCUITS- BISCUITERIE NANTAISE;2021;23074;
0007001872;KNAUF Industries Nord (SAS)-(ex SOFPACK);2021;4331;
0006704003;KALHYGE 2 (ex RLD2 ex Ets Schneider);2021;21673;
0005900470;BOURBON AUTOMOTIVE PLASTICS EX FABI;2021;11248;
0007001322;AUCHAN (SA);2021;10000;
0010004204;PROVA;2021;;16330
0006506520;BIO SPRINGER;2021;2559593;991920
0005800320;HYPERTAC SA;2021;106;
0054902094;ELIVIA SAS;2021;62343;0
0006102523;SPIT;2021;25478;13440
0052900420;SOCIETE LAITIERE DE PONTIVY;2021;31869;
0009075906;STEP - Lille-C.U.-Wattrelos;2021;;37909566
0007201384;MARIE SURGELES;2021;;178100
0010008829;LAVOX BLN SAS;2021;28409;
0016300107;O-I MANUFACTURING FRANCE;2021;;76544
0005300552;L.N.U.F. BAYEUX;2021;;201173
0006803384;SAICA PACK FRANCE SAS (exCAPITOLE CARTON;2021;3157;
0006301396;LAFARGEHOLCIM GRANULATS;2021;0;0
0007000582;BRASSERIE DE SAINT-OMER;2021;233934;
0005401115;Corden Pharma (ex. SYNKEM);2021;21263;
0006700612;LILLY FRANCE;2021;188565;
0006807835;SMDVDMAT TRIFYL;2021;6224;
0005600155;CHEMVIRON FRANCE;2021;0;10530
0006701320;FLENDER GRAFFENSTADEN;2021;1947;90011
0006306040;BRIO'GEL;2021;4463;
0005302750;SOCIETE EXPLOITATION DES SOURCES ROXANE;2021;;154792
0005901243;EUROSERUM SA (usine);2021;;1426654
0005202615;Pyrenefrom;2021;146936;
0006700717;FONDERIE DE LA BRUCHE - COLIBRU;2021;;134647
0006503481;GPSO - VEOLIA EAU - Cie Générale des Eau;2021;;6651519
0005701475;O-I FRANCE SAS;2021;;39266
0006103703;FRESENIUS MEDICAL CARE SMAD;2021;116589;163462
0005206758;LDC AQUITAINE (SA);2021;104972;
0009078001;STEP - AMIENS;2021;;9649434
0054401754;AUBRET;2021;149133;
0005501776;GUERBET;2021;30995;20349
0005501485;AFC;2021;;24728
0006310458;SAS POULTRY FEED COMPANY (PFC);2021;;0
0009073701;Station d'épuration de La Grange David;2021;;16810170
0005900586;ANODEST;2021;2114;
0054901090;ELIVIA SAS;2021;;203541
0006700463;PUNCH POWERGLIDE (Ex GM);2021;29117;4236216
0006802285;SAS GELATINES WEISHARDT;2021;100728;945602
0005702086;ASSA ABLOY SAS;2021;0;0
0006700450;SOCIETE EUROPEENNE DE STOCKAGE D2;2021;;17255
0007403895;SEMMARIS;2021;11713;
0006400245;SOMECA;2021;0;
0058503526;SOCIETE BRETONNE DE VOLAILLES (grp LDC);2021;;32956
0005101952;NESTLE production PURINA PETCARE;2021;0;205627
0005208195;AUCHAN FRANCE - Bordeaux Lac;2021;11706;
0005500149;LOUDEAC VIANDES;2021;154058;
0007405671;CHIMICMETAL;2021;56;
0005502372;SOKA (STE KAOLINIERE ARMORICAINE);2021;;1331
0005802648;BASF Agri-Production SAS;2021;274884;4998503
0006207102;TPF;2021;;1543523
0006000336;PHOTONIS FRANCE SAS;2021;52600;
0005425537;DUC;2021;;339937
0006103750;BENTA LYON;2021;23445;
0005501874;LE COMTE;2021;;82
0005200264;Société Pétrolière du Bec d'Ambès (SPBA);2021;;248593
0006802516;IMERYS;2021;;1047309
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2021;149538;
0006303135;SYNDICAT MIXTE CENTRE NORD ATLANTIQUE;2021;;5595
0006700653;TRONOX FRANCE SAS;2021;;1903027
0005401208;PRYSMIAN;2021;5242;92686
0006301181;SCA CULTURE FRANCE CHAMPIGNON;2021;;252899
0006102410;STS COMPOSITES FRANCE;2021;11751;467749
0006700299;GRAVIERE DES ELBEN;2021;;0
0006511139;DEFI Group;2021;;115
0006201795;ALTUGLAS INTERNATIONAL;2021;394;
0005601500;JACQUET PANIFICATION;2021;34907;
0053502544;ARMOR PROTEINES;2021;0;634602
0005202758;AIR LIQUIDE FRANCE INDUSTRIES;2021;;28698
0058600811;SAMO OVOPRODUITS;2021;27318;
0006001679;SAICA PACK;2021;1343;0
0005701521;SMURFIT KAPPA FRANCE;2021;3961;
0006500231;SMAB DECHETS;2021;18161;
0006700817;LES JUS DE FRUITS D'ALSACE;2021;;197406
0007001689;RLST ELIS;2021;67907;
0006102995;FRAMATOME;2021;;1401946
0006806581;KNAUF INSULATION LANNEMEZAN SAS;2021;0;142263
0053800065;SAS ELIVIA;2021;17818;
0018300011;CARRIERE VAILLS SAS LES SABLONS - ISDI;2021;0;0
0007001124;COCA-COLA PRODUCTION SAS;2021;305887;
0006003118;LEGRAND FRANCE;2021;10887;
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;2021;;38191
0006205051;WELLMAN NEUFCHATEAU RECYCLAGE;2021;104340;
0010100164;FERMOB;2021;430;
0006102272;TREDI;2021;;1364531
0007000985;CRODA CHOCQUES SAS;2021;;189835
0005206314;COLAS FRANCE - Etablissement SARRAZY - Gravière de NAUJAC-SUR-MER;2021;;84000
0005701339;FORGES DE COURCELLES;2021;3835;6010
0006102660;LABORATOIRE OXENA;2021;171;
0006700585;PLASTIC OMNIUM AUTO INERGY FRANCE;2021;72;
0005202718;FINORGA SAS;2021;18818;0
0005400486;IMERYS CERAMICS FRANCE;2021;0;152000
0006201233;EUROLOCKS;2021;2350;
0053502429;SOCIETE BEURRIERE DE RETIERS;2021;;164049
0006505306;LFB Biomédicaments;2021;134207;
0005601340;EUROSERUM;2021;;208579
0006102859;SIRA;2021;;110639
0005402093;GSM BOURGOGNE;2021;;348517
0005601452;SOURCES du MONT DORE en AUVERGNE;2021;;26497
0006201759;ARKEMA FRANCE;2021;1660953;
0005202016;Usine DRT Vielle-Saint-Girons;2021;;797104
0006702247;DAIICHI SANKYO ALTKIRCH SARL;2021;;66430
0056900266;AUCHAN HYPERMARCHE;2021;3163;
0010002969;GSM;2021;0;0
0006401008;Basell Polyoléfines France SAS;2021;;1222624
0006300931;CARGILL FRANCE SAS;2021;;76957
0006300337;PIGEON GRANULATS LOIRE ANJOU - Nyoiseau;2021;;0
0006506313;SHELL(ExSOCIETE DES LUBRIFIANTS DE NANT);2021;8609;46691
0005501218;PDM INDUSTRIES;2021;;3889769
0005301111;AXE METAL;2021;2214;0
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2021;0;435952
0010100040;NATUREX SA;2021;27108;
0006300114;CARRIERE BNZ;2021;2;2
0053800603;CANDIA/YOPLAIT;2021;1002024;0
0006400432;CCAOP  (STEP Camaret sur Aygues);2021;;1029170
0006002045;PONTHIER  S.A.;2021;;32196
0005205960;GACHES CHIMIE;2021;;1028
0059700566;SALAISONS MAK-YUEN SARL;2021;14355;
0006702704;STRASBOURG CENTRE ENERGIES;2021;300;
0005101758;EUROSERUM;2021;170721;52614
0005803901;PATISSERIE PASQUIER SAINT VALERY;2021;58065;
0006803824;EUROSERUM;2021;136514;
0006804009;UNITHER LIQUID MANUFACTURING;2021;46291;
0006103988;TDS 73;2021;59228;
0006103851;TOKAI COBEX SAVOIE;2021;86371;
0006103181;RUBIS TERMINAL;2021;;14975
0005101668;ARKEMA;2021;12719;
0005101506;BOSTIK;2021;;126513
0007203106;TRANSPORTS CHAVENEAU BERNIS;2021;0;0
0005800313;SONOLUB;2021;48397;
0053501906;COOPERL ARC ATLANTIQUE;2021;;343199
0006304271;TRIVALIS;2021;;13790
0005601405;BONILAIT PROTEINES SA;2021;;36930
0006104660;BAIKOWSKI;2021;;53972
0005204774;SUEZ RV Plastiques Atlantique (exRegene);2021;21832;
0006103721;Polytechnyl;2021;72210;1493247
0005100096;MATERNE;2021;;237824
0050100110;ABATTOIRS  DES  CRETS;2021;88520;
0005500166;GELAGRI BRETAGNE (LOUDEAC);2021;721630;
0010004799;FAMAR L'Aigle;2021;39702;
0005501076;R.M.B.-  RECUPERATION METALLURGIE BRE...;2021;0;21289
0006102781;SFS INTEC;2021;;20328
0006600448;CIMENTS CALCIA;2021;0;0
0006200139;CROWN BEVCAN;2021;;137871
0006700640;TREFIMETAUX SAS;2021;1137;67879
0009069914;EDF - CNPE de Cruas;2021;;406524000
0007000553;VERHAEGHE INDUSTRIES;2021;15362;
0006206645;REGIE MUNICIPALE D'ELECTRICITE;2021;0;0
0010001408;ORVADE SAS;2021;12981;0
0009069909;EDF - CNPE de Chooz;2021;;112158411
0052100276;Société ROUX et Cie;2021;7200;
0010003805;BOIRON;2021;4200;
0005502171;IMERYS REFACTORY MINERALS;2021;;1476168
0006103617;SUEZ RR IWS CHEMICALS FRANCE;2021;4043;
0005303622;YSCO FRANCE;2021;119531;
0006503461;SEQENS Porcheville (ex PCAS);2021;12772;0
0006503543;ERAMET RESEARCH;2021;1620;
0024600028;INDUSTEEL FRANCE site du Creusot (Secteur Creusot);2021;;153166
0006103509;SFTS;2021;;13307
0007002578;PROGROUP BOARD (ex PROWELL);2021;7533;22000
0056900076;AUCHAN HYPERMARCHE;2021;6092;
0006803890;Biomérieux (ex Argene Biosoft);2021;520;
0006300905;SABOURIN SAS;2021;0;164885
0007407695;L'IMPRIMERIE;2021;2861;0
0006300989;FLEURY MICHON LS;2021;65214;
0006504341;RENAULT;2021;56599;8482
0005901195;CF2P SAS (ex IKEA INDUSTRY FRANCE);2021;400;
0005202199;CREUZET AERONAUTIQUE SA;2021;10920;
0006601317;KNAUF INDUSTRIES EST (ex Isobox);2021;2900;
0005100562;MBK INDUSTRIE;2021;13925;
0005701747;RVA;2021;0;
0007001128;CEMOI CHOCOLATIER Ets de Bourbourg;2021;;9838
0010300042;PATISSERIE PASQUIER ETOILE;2021;17269;
0007001297;Eaux Minérales de St Amand - Sc Clos;2021;0;
0006503449;PEUGEOT CITROEN POISSY SNC;2021;163544;267363
0006600827;CSP PARIS FASHION GROUP;2021;26149;
0005301340;CARRIERE BAUDOUIN;2021;;156921
0005301581;EURIAL (ex Délicelait);2021;;10384
0059500048;COMPAGNIE PAUL PREDAULT SA;2021;55925;
0005702795;MHCS Moët Hennessy Champagne et Services;2021;27278;
0005702108;LACOSTE OPERATIONS;2021;170218;
0005102899;FULCHIRON;2021;;0
0052901084;KERMAD SA;2021;43772;
0006401854;EXTRUFLEX SAS;2021;;259186
0006801130;SABLIERES DES PYRENEES (Chis);2021;;0
0005700724;MC CAIN ALIMENTAIRE;2021;;964824
0005100143;WEPA GREENFIELD SAS;2021;;531038
0007000761;AGC FRANCE SAS;2021;;1021505
0006506270;ENERTHERM;2021;110517;
0022200064;SNYL (Sté Nouvelle des Yaourts Littée);2021;;35958
0006512767;FRANCE PLASTIQUES RECYCLAGE;2021;;79412
0005600267;PEM;2021;;61326
0006407785;LABORATOIRES M et L;2021;83783;0
0006301945;MARIE SURGELES USINE;2021;35469;
0010007015;SABLIERE DE L'ILE AU PAGE SNC (SIP);2021;0;0
0010000682;GILOXAL;2021;165;
0010000037;DOM RONIS;2021;0;3134
0005401252;FPT POWERTRAIN TECHNOLOGIES FRANCE SA;2021;;190082
0007404691;GALION;2021;779;
0005202680;SANOFI Chimie;2021;15968;
0005300729;SEA;2021;;5860
0005201506;Usine DRT Castets;2021;;797104
0007002278;BARILLA FRANCE SAS;2021;0;5096
0005401124;ECKES GRANINI FRANCE SNC;2021;205178;
0006504715;Eau du Sud Parisien ESP;2021;;429900
0056900178;SEDE ENVIRONNEMENT;2021;4301;
0006300908;LAFARGEHOLCIM CIMENTS (usine cimenterie);2021;;1490262
0006802463;RODEZ ABATTOIR;2021;59007;
0007000627;LIONOR S.A.;2021;;87639
0006104032;VON ROLL FRANCE;2021;;1308
0054100473;DOMAINE DES GENETS;2021;;299
0007000737;TEINTURERIE DELALYS;2021;23847;0
0005701965;ACCURIDE;2021;;36067
0006002154;ORANO Mining;2021;;779410
0054800091;SOCIETE FROMAGERE DU MASSEGROS;2021;;274048
0006700541;EUROGLAS;2021;3914;3976576
0007208604;COMMUNAUTE AGGLO PAYS CHATELLERAUDAIS;2021;1104;
0005701253;SAINT-GOBAIN PAM;2021;;93266
0005906291;SILOR (ex SILVANT - ex CBD);2021;2425;
0005800285;CEMEX GRANULATS;2021;0;0
0005800614;APLIFIL;2021;;1529
0005100293;EVERBAL PAPETERIE;2021;;570112
0006105222;ELKEM SILICONES FRANCE;2021;;1235581
0056700195;BRUNO SIEBERT SA;2021;;78493
0006401104;SCA LOUERION TERRE D'ALLIANCE;2021;;1762
0007402253;SGD SA;2021;123660;
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2021;0;0
0053502445;SOCIETE FROMAGERE DE RETIERS;2021;;131577
0006104363;OCV CHAMBERY INTERNATIONAL;2021;3385;0
0006521615;BOUYGUES TRAVAUX PUBLICS;2021;460204;
0007000894;DUCHENNE (Centre Hospitalier du Dteur);2021;82919;
0005701235;KIMEX;2021;146;
0056400372;BONCOLAC;2021;;87646
0005602228;UKAD;2021;0;1664
0006301171;SARREL;2021;;63803
0005901098;MILLERET Fromagerie;2021;;228019
0006102939;AMCOR FLEXIBLES PACKAGING FRANCE;2021;;4078
0009073301;STEP SABAREGES;2021;;6956283
0005800620;SAFRAN AEROSYSTEMS;2021;4884;68792
0005502783;LAFARGE HOLCIM Granulats;2021;;325000
0010100127;SYNDICAT MIXTE DE CROCU;2021;5284;
0005209273;VERMILION REP S.A.S.;2021;;51413
0055300181;SOCIETE NOUVELLE DE VOLAILLE - S.N.V.;2021;;109706
0005101473;HUTTENES ALBERTUS FRANCE;2021;;102168
0007001955;MAISON MENISSEZ SA;2021;55107;
0053000294;MAISON JOHANES BOUBEE (SAS);2021;39037;
0006600802;SAINT MAMET SAS;2021;;102802
0006400948;GEOGAZ Lavéra;2021;38439;
0005100430;ELCHAIS ( ex SENSIENT NATURAL ING.;2021;;94391
0006509507;SUEZ RV Ile-de-France;2021;;4100
0006303668;EMIN LEYDIER;2021;5380;
0005900605;GALVANOPLAST Sochaux-Montbéliard;2021;54885;
0005800610;SAINT LOUIS SUCRE;2021;;113710
0005803965;LAFARGE GRANULATS SEINE NORD);2021;0;0
0005802304;LUNOR DISTRIBUTION;2021;144;0
0055600800;CADF SA;2021;249848;0
0005805802;LAVA;2021;;22091
0006302190;CUMA DES COTEAUX DE L'AUBANCE;2021;;9548
0053800656;BIOMERIEUX;2021;4917;
0007001053;CIDEME;2021;5086;
0050100832;BRESSOR SA;2021;;458639
0009076402;STEP - LESCAR;2021;;21919574
0007001999;KALHYGE1 Unité de Bethune;2021;37770;
0007002299;SOUP'IDEALE;2021;27506;
0016300262;FERLUX SOCIETE - Laboratoires Médiolanum;2021;13105;
0006506328;GALVANOPLAST / SOCORFI;2021;10866;
0058701531;SAS ABATTOIRS DE BESSINES;2021;65070;
0006400908;SIRAP GEMA (NOVES);2021;148977;
0009069940;EDF - CNPE de FESSENHEIM;2021;;192409474
0006302829;LAFARGE GRANULATS FRANCE - Secteur Ouest;2021;0;0
0005701601;MHCS - MERCIER;2021;13739;
0006402671;GCSPA;2021;13814;
0005500070;ENTREMONT ALLIANCE;2021;641672;
0006803795;SAINT ANTONIN EAUX MINERALES;2021;;869
0006100900;BUDILLON-RABATEL;2021;;0
0006700567;DS SMITH PAPER KAYSERSBERG;2021;;1587921
0003901425;BISCUITERIE DE L'ABBAYE;2021;572;
0006305002;Biscottes PASQUIER BRISSAC;2021;5596;
0007406188;SNCF MOBILITE -TECHNICENTRE EST EUROPEEN;2021;76730;
0007201087;BOSSARD et Cie;2021;1077;
0005701165;NESTLE FRANCE SAS;2021;;194237
0005800297;TOTAL RAFFINAGE FRANCE;2021;0;24660249
0052904512;FARMOR Etablissement de Quimper;2021;153651;
0006103613;SCORI;2021;5831;
0006301135;SMURFIT KAPPA FRANCE SAS;2021;381;
0022200020;RHUMS MARTINIQUAIS SAINT JAMES;2021;;9000
0005401102;RAFFINERIE DU MIDI;2021;;20544
0006102031;ARCELOR MITTAL WIRE FRANCE;2021;25706;9438
0005800507;RUBIS TERMINAL Centrale;2021;;2022
0006700723;ALOXAN;2021;6177;
0006600407;Ets LAZARD;2021;;1
0050100929;BELL FRANCE VIRIEU (ex LE SALOIR DE VIRIEU);2021;11165;
0005300062;GBN;2021;0;157552
0005207711;MEAC Groupe SAS;2021;0;0
0007000492;Cartonneries de Gondardenne;2021;;212277
0006102911;CATERPILLAR FRANCE S.A.;2021;5508;
0005205965;CASTEL FRERES;2021;55537;
0010001800;ICOPAL;2021;16446;566259
0054200862;BOULANGERIE VIENNOISERIE FRANCAISE S.A.;2021;11671;
0005500031;ELIS BRETAGNE (STE);2021;63729;
0005301918;FLORETTE FRANCE GMS;2021;;362261
0005200352;SIAP;2021;;3500
0005500610;SOTRAVAL-SPL;2021;5;
0007402285;TRA SABLE;2021;28946;
0005100536;WILLIAM SAURIN;2021;;528420
0025000009;FOULON SOPAGLY SAS;2021;122189;
0006700596;TIMMEL FRERES;2021;32784;
0006400259;LAFARGEHOLCIM CIMENTS;2021;;0
0005601360;Société Laitière des Volcans d'Auvergne;2021;229087;
0006107561;TERECOVAL;2021;;958
0005502806;Pigeon Carrières SAS;2021;;1390341
0006700663;CRISTAL UNION;2021;;1286595
0007000636;VALEO Equipements Electriques Moteur;2021;;15009
0005202507;SAFRAN Helicopter Engines;2021;26414;320998
0010400075;AIR LIQUIDE HYDROGENE;2021;;74331
0005900315;ANOXYD;2021;2059;
0007001046;LESIEUR;2021;;238960
0053201202;DELPEYRAT;2021;22327;
0006106993;PORCHER INDUSTRIES;2021;3895;
0054401755;LES VOLAILLES DE ST MARS;2021;21829;
0006300983;FRANCE FIL INTERNATIONAL;2021;;4090
0007201656;PAPETERIE SAINT MICHEL - GROUPE THIOLLET;2021;;746712
0006802688;BERCOLOR;2021;;37640
0007003326;C&D FOODS France;2021;36539;
0006201364;ARCELORMITTAL ATLANTIQUE ET LORRAINE;2021;;135524
0006604841;Ets CASTILLE- Thézan - AP 2012;2021;;4759
0010000648;CALCIA (Ciments) (Usine);2021;0;0
0009073501;RENNES METROPOLE;2021;;15200075
0006102791;BOURGEAT;2021;9419;
0005102603;PATISSERIE PASQUIER VRON;2021;;13298
0006103781;TEINTURERIES DE LA TURDINE-RTE DE THIZY;2021;44271;
0005202111;DEPENNE;2021;;0
0006700323;GSM ALSACE Rumersheim-le-Haut;2021;;993937
0006300958;GKN DRIVELINE SA;2021;1984;
0053502545;ETABLISSEMENTS ABERA;2021;;163500
0007000853;C&D FOODS France;2021;71695;
0006700372;SEW USOCOME;2021;17540;
0006802404;PROCOLOR SAS;2021;8131;
0010600343;GRS VALTECH;2021;0;16033
0007000437;HAAGEN DAZS;2021;6145;109432
0006200499;SAM RIVA;2021;;821988
0006804309;Société TERREAL;2021;;23000
0016300219;AQUAMARK SAS;2021;;5206
0005701149;TARKETT France;2021;233;
0006104613;POLICHROME;2021;832;
0052501108;FROMAGERIE DE CLERVAL;2021;;441523
0054201398;PAROT;2021;;43765
0010000714;FAREVA Amboise;2021;;18651
0005503739;SECHE ENVIRONNEMENT;2021;;8643
0009073403;STEP - MAERA;2021;30895560;0
0005800363;SEREP;2021;74141;
0052900474;VOLAILLES DU POHER;2021;;43480
0010001471;DEPOTS DE PETROLE D'ORLEANS;2021;;30000
0005501517;ETERNIT FRANCE;2021;13181;0
0006702036;FIBERWEB FRANCE SAS;2021;;344566
0006600600;GSM;2021;;0
0006700526;ARLANXEO Emulsion Rubber France SAS;2021;1433598;
0010600132;THERMOCLEAN RHONE ALPES;2021;570;0
0005302774;BOLAIDOR Sté Laitière du Bocage Ornais;2021;;545032
0005701472;ARCELORMITTAL CENTRES DE SERVICES;2021;6303;
0006300678;GSM (ex CEMEX Granulats);2021;0;
0006401313;MIDI CONCASSAGE;2021;0;3387
0006700632;KRONENBOURG SUPPLY COMPANY SAS;2021;;1455495
0006507116;SENSIENT (ex  LES COLORANTS WACKHERR);2021;7360;
0010001242;EMAUX ET MOSAIQUES (JOLIES CERAMIQUES);2021;;11445
0055603455;CELVIA SA;2021;295714;
0010600002;BIOMERIEUX;2021;66599;
0005401220;VERALLIA FRANCE;2021;7925;99480
0006501384;UNIVAR;2021;;2100
0006800423;SABLIERES MALET SA (Martres tolosane);2021;0;0
0006201177;KALHYGE 1 - Unité de Faulquemont;2021;28774;
0005303520;SOCIETE DES MATERIAUX CAENNAIS;2021;;63654
0005801036;SIDEL;2021;10440;0
0024900082;TECHNICENTRE DE NEVERS;2021;;3159
0005100317;SKRETTING;2021;13898;
0006102652;SODEREC INTERNATIONAL S.A;2021;;8435
0009073803;STEP Villefontaine/Traffeyere;2021;;4060979
0005101448;DESRUES;2021;9369;
0007000620;VYNOVA MAZINGARBE  SAS;2021;;1048480
0006405070;S.A.Boulangerie NEUHAUSER;2021;8865;
0006102312;CANSON SAS;2021;;407307
0054400333;VIOL - CASTEL VIANDES;2021;102665;0
0006102185;SAICA PACK;2021;8253;0
0005702196;AT France;2021;50731;
0005701156;MARCEL France MECANO GALVA SA;2021;;8447
0009069932;EDF - CNPE de Chinon (Chinon A, Chinon B, LIDEC);2021;;128859238
0006400685;SEM;2021;;0
0005701174;SMURFIT KAPPA FRANCE;2021;1415;
0005205784;MAGNA PT Bordeaux SAS;2021;1085;5150
0006506266;CEVE (Ex SDCC);2021;18355;
0006700409;EPM-ENTREPOT PETROLIER DE MULHOUSE;2021;30000;
0009000300;13 RG;2021;318251;
0006513048;VEOLIA EAU;2021;14528820;
0007000798;ENERSYS SARL;2021;28947;
0055100302;EARL LES PLUMES DU BOVET;2021;0;0
0053800226;SA CARREL - Site Viande;2021;;10923
0018200019;QRO Centre de Lavage Poids Lourds;2021;13253;
0006102822;PCAS - SEQENS;2021;23165;
0006505705;PERRIEN PIM (ex REISCH);2021;6380;
0009071101;STEP - CARCASSONNE nouvelle;2021;;5583578
0009071801;Station d'épuration de BOURGES;2021;;5973704
0007001055;SEVELNORD;2021;371756;0
0054600338;LA QUERCYNOISE;2021;;136778
0005703519;AIR LIQUIDE CO2 EUROPE;2021;30794;
0005701067;HANON SYSTEMS CHARLEVILLE;2021;0;13651
0005401483;DAUNAT BOURGOGNE;2021;48399;
0006503361;BUFFET CRAMPON;2021;617;
0005200251;SANOFI WINTHROP INDUSTRIE;2021;98382;
0005703071;ARS-AGENCE RENOVATION DES SOLS(Tecsom);2021;7360;
0006500219;LAFARGEHOLCIM Granulats;2021;0;0
0006502229;FRANCE BUILDING PERFORMANCE SA;2021;0;0
0006702209;SIVOM agglo mulhousienne Sausheim - UIOM;2021;73935;
0007408313;CLIMESPACE;2021;21810;
0053501396;HTL (ne plus utiliser voir 535-1395);2021;92074;
0054900588;CHARAL SAS;2021;127500;
0007101624;POINT NET;2021;78;
0006302293;FROMAGERIE DE VIHIERS;2021;;50223
0007001060;AUTOMOTIVE EXTERIORS MARLES;2021;9242;
0007000794;VERSALIS FRANCE SAS Dunes;2021;;1139504
0006400070;SIGA;2021;2339;
0005900530;PREVAL HD UIOM;2021;1581;
0006600055;MAJ ELIS;2021;52589;
0005101555;NORCHIM;2021;2945;214304
0006506111;LISI Aerospace;2021;3654;
0006301167;VIF ARGENT;2021;47396;
0006103933;HIT TS;2021;16538;
0010001341;MAURY EUROLIVRES;2021;;10309
0009076702;Station d'épuration des eaux usées de l'Eurométropole de Strasbourg;2021;;78441694
0007100113;Sucriere de la Reunion;2021;46184;570203
0006803636;Imerys Talc Luzenac France;2021;;14060
0006304150;CET ENVIRONNEMENT;2021;;216302
0010400332;TELEDYNE E2V  Semiconductors SAS;2021;;22736
0010002151;SODEC;2021;1968;0
0057902974;COOPERL ARC ATLANTIQUE;2021;0;123537
0005803829;GRANDE PAROISSE SA;2021;;479963
0006201021;COMPAGNIE DES FROMAGES ET RICHESMONTS;2021;;242591
0005701289;GHM - SOMMEVOIRE;2021;794;0
0006102315;IVECO BUS;2021;31250;
0006104111;XPO TANK CLEANING SUD FRANCE (SONECOVI);2021;38915;
0006300911;HUHTAMAKI LA ROCHELLE - HLR;2021;;488326
0006200307;NOVACARB;2021;11668;18174429
0005301322;GUY DEGRENNE INDUSTRIE;2021;20439;
0006605402;CHARBONNEAUX BRABANT SA;2021;5970;
0006401066;Alkion Terminal Marseille;2021;;2140
0006500049;KERAGLASS;2021;3014;63596
0006104000;BASF AGRI-PRODUCTION;2021;1914;0
0006100884;GACHET SA;2021;0;0
0010700284;GRANULATS VICAT;2021;0;0
0007004044;GALLOO FRANCE SA (ex CARMI ANICHE);2021;17101;
0005901100;FIDAY GESTION;2021;;252949
0058200060;CODEVIA SAS site découpe de CAUSSADE;2021;7507;
0054200537;TRADIVAL;2021;84296;
0006400791;AP-HM (Hôpital Nord);2021;100376;
0005502390;SOKA (STE KAOLINIERE ARMORICAINE);2021;;3000
0010100109;SNTS1;2021;;3281
0010400392;SITOM NORD-ISERE (NOUVELLE UNITE);2021;0;0
0006302488;PATISSERIE PASQUIER CERQUEUX;2021;;36543
0010001048;LAV'INDUS;2021;5068;
0006202252;CROUVEZIER DEVELOPPEMENT;2021;;142539
0006700123;GRAVIERES ET CONCASSAGES D'OFFENDORF;2021;;1277685
0006102208;OGF SA (EX CGSM);2021;1265;
0006104438;FERROPEM;2021;30;291
0005100728;MAGNETTO WHEELS;2021;20770;
0009078601;Unités de traitement des eaux usées;2021;;7504740
0009069923;INSTITUT LAUE LANGEVIN;2021;39327;15737600
0005201068;CHU Hôpitaux de Bordeaux;2021;171730;
0007403769;SEMMARIS;2021;341378;
0005801086;TANK SOLUTIONS NORMANDIE;2021;62025;
0006207528;SCHREIBER FRANCE;2021;0;0
