identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);43;;19 05 02;Fraction non compostée des déchets animaux et végétaux;829;tonnes/an
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;43;;17 04 05;Fer et acier;65;tonnes/an
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;50;;19 01 02;Déchets de déferraillage des mâchefers;4320;tonnes/an
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;69;;19 12 03;Métaux non ferreux;8;tonnes/an
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;76;;19 12 03;Métaux non ferreux;998;tonnes/an
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;03;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;5830;tonnes/an
0005601686;SASU VERNEA;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;63;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;13508;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);63;;19 10 04;Fraction légère des résidus de broyage et poussières autres que celles visées à la rubrique 19 10 03;9080;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);48;;16 01 20;Verre;1.06;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);63;;16 01 20;Verre;4.22;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);63;;16 10 02;Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01;50.9;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;34;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;9.98;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;38;;17 04 01;Cuivre, bronze, laiton;12.7;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;;16 01 03;Pneus hors d'usage;8.82;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;63;;16 01 03;Pneus hors d'usage;63.7;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;14;;16 01 19;Matières plastiques;85.5;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;25;;16 01 19;Matières plastiques;16.3;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;43;;16 01 19;Matières plastiques;10.5;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;63;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;252;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;ESPAGNE;19 10 02;Déchets de métaux non ferreux;2400;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;ESPAGNE;19 10 04;Fraction légère des résidus de broyage et poussières autres que celles visées à la rubrique 19 10 03;1110;tonnes/an
0005601759;PRAXY CENTRE BOURBIE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;87;;20 01 39;Matières plastiques;7.75;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);14;;16 01 03;Pneus hors d'usage;376;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);63;;16 01 03;Pneus hors d'usage;209;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);69;;16 01 03;Pneus hors d'usage;89.6;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;63;;03 01 05;Sciure de bois, copeaux, chutes, bois, panneaux de particules et placages autres que ceux visés à la rubrique 03 01 04;3.54;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;63;;20 03 04;Boues de fosses septiques;4;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;03;;16 01 03;Pneus hors d'usage;2260;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;69;;16 01 03;Pneus hors d'usage;1310;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);11;;16 01 03;Pneus hors d'usage;13300;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);13;;16 01 03;Pneus hors d'usage;3440;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);17;;16 01 03;Pneus hors d'usage;2780;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);33;;16 01 03;Pneus hors d'usage;6650;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;63;;02 01 10;Déchets métalliques;15.3;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;16 01 03;Pneus hors d'usage;3720;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;34;;16 01 03;Pneus hors d'usage;340;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;54;;16 01 03;Pneus hors d'usage;27.4;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;57;;16 01 03;Pneus hors d'usage;552;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;ALLEMAGNE;16 01 03;Pneus hors d'usage;171;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;ESPAGNE;16 01 03;Pneus hors d'usage;1030;tonnes/an
0005601995;PROCAR RECYGOM;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;PAYS-BAS;16 01 03;Pneus hors d'usage;1940;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;03;;20 03 01;Déchets municipaux en mélange;1470;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);36;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;188;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;03;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;47.2;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;79;;08 03 18;Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17;10.2;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;42;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;11;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);03;;15 01 03;Emballages en bois;90;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;663;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);89;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;4.68;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;CHINE;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;27.4;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;ESPAGNE;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;130;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);01;;19 12 04;Matières plastiques et caoutchouc;24.7;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);28;;19 12 04;Matières plastiques et caoutchouc;1.86;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);43;;19 12 04;Matières plastiques et caoutchouc;6.86;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;19 12 04;Matières plastiques et caoutchouc;1280;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;ALLEMAGNE;19 12 04;Matières plastiques et caoutchouc;23.1;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;AUTRICHE;19 12 04;Matières plastiques et caoutchouc;23.5;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;BELGIQUE;19 12 04;Matières plastiques et caoutchouc;20.6;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;MALAISIE;19 12 04;Matières plastiques et caoutchouc;664.8;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);18;;20 01 01;Papier et carton;83.7;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);93;;20 01 01;Papier et carton;1.46;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;85;;08 03 18;Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17;45.9;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;13;;16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;48.6;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;76;;16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;13.4;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;50;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;200;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;59;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;17.7;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;76;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;33.8;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;80;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;174;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;85;;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;16.6;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ALLEMAGNE;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;216.3;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ESPAGNE;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;65.0;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;LITUANIE;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;258;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;PAYS-BAS;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;255.1;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;POLOGNE;16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;22.5;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;44;;16 05 05;Gaz en récipients à pression autres que ceux visés à la rubrique 16 05 04;0.3;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;03;;19 12 02;Métaux ferreux;10.1;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;42;;19 12 02;Métaux ferreux;44.4;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;54;;19 12 02;Métaux ferreux;354;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;63;;19 12 02;Métaux ferreux;326;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;77;;19 12 02;Métaux ferreux;3110;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;78;;19 12 02;Métaux ferreux;903;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;85;;19 12 02;Métaux ferreux;1660;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ALLEMAGNE;19 12 02;Métaux ferreux;406.4;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ESPAGNE;19 12 02;Métaux ferreux;178.6;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;03;;19 12 03;Métaux non ferreux;6.44;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;63;;19 12 03;Métaux non ferreux;23.9;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;80;;19 12 03;Métaux non ferreux;261;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;85;;19 12 03;Métaux non ferreux;8.89;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ALLEMAGNE;19 12 03;Métaux non ferreux;125;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ESPAGNE;19 12 03;Métaux non ferreux;767.41;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ITALIE;19 12 03;Métaux non ferreux;141;tonnes/an
0005602186;ENVIRONNEMENT RECYCLING;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;PAYS-BAS;19 12 03;Métaux non ferreux;22.8;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;D10;D10 Incinération à terre;48;;02 01 02;Déchets de tissus animaux;0.5;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;43;;20 02 02;Terres et pierres;3440;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);26;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;5230;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);42;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;1620;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);43;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;1830;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);63;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;7434;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;ESPAGNE;19 12 10;Déchets combustibles (combustible issu de déchets);4028;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);43;;19 12 01;Papier et carton;1240;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);01;;19 12 02;Métaux ferreux;55.6;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);13;;19 12 02;Métaux ferreux;64.2;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);26;;19 12 02;Métaux ferreux;494;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);43;;19 12 02;Métaux ferreux;54.04;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);88;;19 12 02;Métaux ferreux;27.1;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);01;;19 12 03;Métaux non ferreux;115;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);26;;19 12 03;Métaux non ferreux;20.9;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);43;;19 12 03;Métaux non ferreux;3.32;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;ESPAGNE;19 12 03;Métaux non ferreux;18.3;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);43;;19 12 04;Matières plastiques et caoutchouc;522;tonnes/an
0005602622;ALTRIOM;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);43;;19 12 07;Bois autres que ceux visés à la rubrique 19 12 06;0.94;tonnes/an
0005700724;MC CAIN ALIMENTAIRE;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);51;;02 03 04;Matières impropres à la consommation ou à la transformation;524;tonnes/an
0005700724;MC CAIN ALIMENTAIRE;Production de déchets non dangereux;2020;D10;D10 Incinération à terre;51;;20 03 01;Déchets municipaux en mélange;283;tonnes/an
0005700724;MC CAIN ALIMENTAIRE;Production de déchets non dangereux;2020;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;51;;20 03 04;Boues de fosses septiques;28.5;tonnes/an
0005700724;MC CAIN ALIMENTAIRE;Production de déchets non dangereux;2020;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;51;;02 03 01;Boues provenant du lavage, du nettoyage, de l'épluchage, de la centrifugation et de la séparation;3630.8;tonnes/an
0005700724;MC CAIN ALIMENTAIRE;Production de déchets non dangereux;2020;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;51;;02 03 04;Matières impropres à la consommation ou à la transformation;2659.1;tonnes/an
