identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;33;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;2420;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;33;;17 02 01;Bois;3.8;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;03;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;6670;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2020;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;40;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;65088;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2020;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;64;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;13060;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);40;;20 02 02;Terres et pierres;540;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;D10;D10 Incinération à terre;33;;20 02 03;Autres déchets non biodégradables.;349;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);64;;20 01 01;Papier et carton;85.2;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);33;;20 01 34;Piles et accumulateurs autres que ceux visés à la rubrique 20 01 33;0.559;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;;20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;403;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;;20 01 40;Métaux;87.1;tonnes/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);40;;20 02 01;Déchets biodégradables;1160;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;17;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;3190;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;87;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;10500;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;13;;19 01 02;Déchets de déferraillage des mâchefers;94.8;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 01 02;Déchets de déferraillage des mâchefers;980;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 12 02;Métaux ferreux;341;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;79;;19 12 02;Métaux ferreux;14;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 12 03;Métaux non ferreux;93.8;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;79;;19 12 03;Métaux non ferreux;5.74;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;D10;D10 Incinération à terre;69;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;170;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);69;;17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;22.4;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;69;;17 01 01;Béton;1680;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;69;;17 04 05;Fer et acier;29.4;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;14500;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;03;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;327;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;38;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;49000;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;;07 02 15;Déchets provenant d'additifs autres que ceux visés à la rubrique 07 02 14;6.6;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;07 01 99;Déchets non spécifiés ailleurs.;8.46;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;07 02 13;Déchets plastiques;232;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;17 01 01;Béton;329.7;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;20.3;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;17 03 02;Mélanges bitumineux autres que ceux visés à la rubrique 17 03 01;0.36;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;11.3;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;25.8;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;19 08 14;Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13;1680;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;20 01 99;Autres fractions non spécifiées ailleurs.;0.82;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);21;;10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;26.6;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);70;;10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;25.9;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);21;;19 08 14;Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13;19.1;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;21;;20 01 99;Autres fractions non spécifiées ailleurs.;269;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);39;;20 01 01;Papier et carton;0.74;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 01 17;Métaux ferreux;228;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 01 18;Métaux non ferreux;0.63;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;9.26;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;07 02 13;Déchets plastiques;0.82;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;10 01 02;Cendres volantes de charbon;1100;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;54;;10 01 02;Cendres volantes de charbon;193;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;;10 01 02;Cendres volantes de charbon;987;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;373;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;;10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;52.1;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 01;Emballages en papier/carton;39.3;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 02;Emballages en matières plastiques;19.3;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;;15 01 03;Emballages en bois;66.5;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 06;Emballages en mélange;8.35;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;26;;15 01 06;Emballages en mélange;8.9;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;42;;15 01 07;Emballages en verre;1.1;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;26;;15 02 03;Absorbants, matériaux filtrants, chiffons d'essuyage et vêtements de protection autres que ceux visés à la rubrique 15 02 02.;13;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;17 02 01;Bois;51.4;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2020;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);82;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;14000;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2020;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);65;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;1680;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;13;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;3470;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;31;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;31100;tonnes/an
0003800009;ISDI -TCPA (PATINIER A);Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);62;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2800;tonnes/an
0003801489;AOPLI Association d'Organisation de Producteurs de Légumes d'Industrie;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);80;;02 03 04;Matières impropres à la consommation ou à la transformation;2890;tonnes/an
0005100009;SUEZ RV NORD EST;Production de déchets non dangereux;2020;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;60;;19 07 03;Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.;5570;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;02 03 04;Matières impropres à la consommation ou à la transformation;0.94;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 01;Emballages en papier/carton;433;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 02;Emballages en matières plastiques;29.9;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 03;Emballages en bois;1280;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 04;Emballages métalliques;554;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;1.07;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;125;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;17 04 07;Métaux en mélange;0.19;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;19 12 01;Papier et carton;4.24;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;20 01 02;Verre;0.01;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;20 03 01;Déchets municipaux en mélange;2160;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;20 03 07;Déchets encombrants;4.8;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);77;;08 03 18;Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17;0.034;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);59;;19 08 05;Boues provenant du traitement des eaux usées urbaines;3;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;02 03 04;Matières impropres à la consommation ou à la transformation;4529.04;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;02 03 04;Matières impropres à la consommation ou à la transformation;992.3;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;02 03 05;Boues provenant du traitement in situ des effluents;564;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);51;;02 03 05;Boues provenant du traitement in situ des effluents;55.6;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;02 03 05;Boues provenant du traitement in situ des effluents;238;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);80;;19 08 01;Déchets de dégrillage;220;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;19 08 05;Boues provenant du traitement des eaux usées urbaines;29.3;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;;15 01 04;Emballages métalliques;29.3;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;;15 01 01;Emballages en papier/carton;74.5;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;;15 01 02;Emballages en matières plastiques;23.6;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2020;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;;15 01 03;Emballages en bois;50;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;;20 03 04;Boues de fosses septiques;44.5;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2020;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;;02 05 01;Matières impropres à la consommation ou à la transformation;47.7;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2020;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;;02 05 02;Boues provenant du traitement in situ des effluents;1656.2;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2020;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;;20 01 25;Huiles et matières grasses alimentaires;80.5;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;59;;20 03 01;Déchets municipaux en mélange;239;tonnes/an
