identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0007000056;CBS SAS.;2020;9875846;;450;
0010000149;CHARTRES METROPOLE TRAITEMENT VALORISATI;2020;19152;0;316;0
0005500149;LOUDEAC VIANDES;2020;;;205963;
0006401019;ASCOMETAL Fos-sur-Mer;2020;;;545197;15000000
0005100299;CBP;2020;27775;;;
0055602148;EARL DES PINS;2020;10976;;;
0005200531;MAJ ELIS;2020;83959;;3657;
0006301516;ROXANE;2020;1007553;;;
0005100912;AGCO;2020;12635;0;10162;0
0005803207;SEA-TANK ROUEN;2020;23408;0;1027;0
0005211416;TORAY CARBON FIBERS EUROPE SA;2020;;;114312;
0006102523;SPIT;2020;577233;;;
0010002254;CRISTAL UNION;2020;17271;;12248;
0007001084;SICCANOR;2020;;135000;3610;
0007000473;BRIDGESTONE/FIRESTONE FRANCE SA;2020;120000;0;7005;0
0006501978;INITIAL HIGIENE SERVICES Nangis;2020;23889;;;
0052901980;EARL ROUSVAL;2020;9088;;;
0006105225;ADISSEO FRANCE SAS;2020;16913820;;;
0006701094;STANDART SAS;2020;244714;;169;
0005900239;BUTAGAZ SAS;2020;;14598;26;
0007100060;COMPAGNIE LAITIERE DES MASCAREIGNES;2020;306139;0;67635;0
0052903132;SCEA DE L HIPPODROME;2020;27264;;;
0006700421;DU PONT DE NEMOURS-Cernay;2020;32491;;13048;
0006503472;FAPROREAL (ex GMG ex FAPROGI);2020;;;159465;
0006506552;SANOFI CHIMIE;2020;1221;1481953;274086;0
0005501776;GUERBET;2020;;;138099;
0005600543;IMERYS CERAMICS FRANCE;2020;0;9435;0;0
0006110073;MP HYGIENE SAS;2020;;173630;15164;
0006601133;LANGUEDOC GRANULATS;2020;8300;;;
0006103724;KEM ONE;2020;2357773;2346490;17545;0
0055100052;LES ELEVEURS DE LA CHAMPAGNE;2020;96171;;960;
0052902050;SAS PIERRE RANNOU;2020;39435;;403;
0006102585;SAICA PAPER EL (EX EMIN LEYDIER );2020;3238889;0;2558;0
0006506261;COCA COLA EUROPEAN PARTNERS FRANCE;2020;;;151581;
0007207175;SYNDICAT DES EAUX;2020;;13577609;;
0058600274;SCEA PORC BEL AIR;2020;15600;;3000;
0009069941;EDF - CNPE de GOLFECH;2020;0;190647008;0;0
0006405807;SA PERRIN ET Fils;2020;9240;;;
0006601905;ROYAL CANIN;2020;1186;0;62936;0
0055603722;SOCIETE FROMAGERE DE PONTIVY;2020;;;156814;
0006400332;ROBERTET PLAN DE GRASSE;2020;;;101742;
0051500300;LES FROMAGERIES OCCITANES LANOBRE;2020;;;62096;
0054901937;PASSERELLE (GAEC DE LA);2020;10096;;;
0055301256;VOLAILLES REMI RAMON (LES);2020;;;117404;
0006501121;REP;2020;37848;;7980;
0009000203;Office national d'études et recherches aérospatiales;2020;12521;141200;2278;
0006517025;MAJ;2020;48286;;1742;
0055601806;SCEA PINIER JOSSO;2020;16600;;;
0005500107;COOPERL ARC ATLANTIQUE;2020;;;576864;
0006806474;COFELY;2020;202304;;;
0009069934;EDF - CNPE de Saint-Laurent-des-Eaux;2020;;102862112;;
0006104466;TRIMET;2020;2443298;5924350;0;0
0006107481;INITIAL SA;2020;;14759;8266;
0006803366;MPG Mauzac (installation);2020;58320;;312;
0005800398;CRISTAL UNION;2020;19266;0;2610;0
0052501135;SOCIETE FROMAGERE DE VERCEL LACTALIS;2020;;;57263;
0006400686;SEM;2020;;12000000;;
0006807508;Société Sablières Malet;2020;34264;;;
0005401415;ISOVER ST GOBAIN;2020;0;0;56281;
0005100333;LE CREUSET SAS;2020;28958;;6221;
0009069906;EDF - Site de Brennilis;2020;563086;;;
0005800437;ORFEVRERIE CHRISTOFLE;2020;31282;0;852;0
0005701783;MALTEUROP FRANCE;2020;0;0;607087;0
0006104367;PLACOPLATRE;2020;177524;0;2026;0
0006803059;ANETT 5;2020;;25284;6155;
0006700162;SABLIERES J.LEONHART;2020;487000;;;
0006501167;BOREALIS CHIMIE;2020;941140;;261970;
0010000951;CGES (Cie Générale d'Eau de Source);2020;395020;0;0;0
0005203826;COLAS FRANCE - Etablissement SARRAZY - Gravière de QUEYRAC;2020;;35000;;
0007000649;ETABLISSEMENTS BOCAHUT SAS.;2020;1756845;;86;
0005601473;COVIAL SA;2020;;;65702;
0006301021;Fromageries BEL Production France;2020;0;0;93223;0
0007001142;FINDUS France (SA);2020;;;53907;
0006103908;GRID SOLUTIONS SAS;2020;261715;;4745;
0055300051;SCEA VERRERIE (DE LA);2020;7300;;;
0010010029;ICT FRANCE SAS;2020;444657;;;
0005702108;LACOSTE OPERATIONS;2020;180872;;;
0054900932;METAYER (EARL);2020;8770;;;
0010300060;CHARLES ET ALICE;2020;;215193;43822;
0006401317;S.A.S. DURANCE GRANULATS;2020;5708;;163299;
0006102995;FRAMATOME;2020;1543337;;8003;
0006103644;SANOFI PASTEUR MARCY;2020;0;0;279051;0
0052215662;GAEC LE BOUDER KERDERRIEN;2020;15980;0;;
0050100486;SALAISONS STEMMELEN;2020;;;73800;
0005501682;GROUPE ROCHER OPERATIONS;2020;0;0;98885;0
0009077801;SIAAP - Site Seine Aval;2020;;21384;366622;
0005401696;PAPREC PLASTIQUES SAS;2020;;28370;1008;
0009000208;ONERA;2020;;7310000;;
0057202284;ETABLISSEMENTS FASSIER SA;2020;;;96801;
0006206174;SAS GRANULATS VICAT;2020;;289546;;
0006801192;SOC DES ETS RESCANIERES;2020;0;94060;0;0
0006205873;GEYER FRERES;2020;0;0;55740;0
0006400503;ROUSSELOT Isle sur Sorgue SAS;2020;24000;6153280;43086;
0052901390;GAEC DU VOULIC;2020;8700;0;0;0
0006600227;SARL CARRIERES DE LA 113;2020;0;57124;0;0
0006305026;ENGIE Thermique France;2020;;;51505;191629232
0007006492;ALIPHOS ROTTERDAM BV;2020;;54104;258;
0006401133;ABC INDUSTRIE;2020;154089;;;
0005500471;SVA JEAN ROZE;2020;87028;;160935;
0005202016;Usine DRT Vielle-Saint-Girons;2020;1101732;;13285;
0006103223;GRENOBLE-ALPES METROPOLE;2020;67604;;;
0006804076;SOCLI;2020;13940;0;;
0055602063;BERNARD salaisons;2020;;;141603;
0009000024;BA 125 Istres;2020;385502;;;
0005200869;L'ELECTROLYSE SAS;2020;18018;;303;
0009076802;STEP - MULHOUSE;2020;443156;;962;
0005400263;EQIOM Granulats;2020;;87990;;
0007000936;TEREOS Sucrerie de Lillers;2020;590486;;6382;
0054401527;DELABLI - Division DELPIERRE;2020;;;97483;
0007001030;SICAL;2020;430189;;;
0054200537;TRADIVAL;2020;0;0;115056;
0007300024;EDF Corse;2020;0;0;315184;0
0007000627;LIONOR S.A.;2020;;;81695;
0005800416;POCHET DU COURVAL;2020;216549;0;12501;0
0053500599;SCEA LA PETITE FONTENELLE;2020;;7435;;
0055602682;STANVEN SN;2020;;17055;;
0050100333;MONTERRAT S.A;2020;;;217564;
0006103727;ELKEM SILICONES FRANCE SAS;2020;3985914;;83718;
0007002799;MENISSEZ FRAIS SAS;2020;;;94212;
0052903724;EARL CORRE;2020;15500;;;
0006802502;AGC Multi Material Europe SA;2020;;88632;27;
0052903143;SCEA AR GOAREM;2020;14100;;;
0006505964;REP le Plessis-Gassot carrière;2020;42747;0;1188;0
0010000902;BTG BOUTHEGOURD;2020;102572;;528;
0052900281;EARL QUEMENEUR BERNARD;2020;10500;;;
0006302554;VILMORIN;2020;122739;0;15968;0
0005800392;DANONE PRODUITS FRAIS FRANCE;2020;0;0;624812;0
0006600247;Orano Cycle Malvesi;2020;592;106146;63653;
0005504193;HYDRACHIM;2020;11629;;21123;
0007000772;PREFERE RESINS FRANCE (ex DYNEA);2020;0;10818;437;0
0006700429;DSM Nutritional Products France;2020;561384;;340456;
0052201290;LE FRANC MICHEL;2020;8000;;;
0007208217;EDF (OPTIMAL SOLUTIONS);2020;158852;;;
0006102911;CATERPILLAR FRANCE S.A.;2020;158495;;18546;
0006601339;LAFARGEHOLCIM Granulats (V.Maguelonne);2020;15800;;;
0052205723;SCEA HAUTE HOUSSAIS;2020;8052;;;
0006400451;GB FOODS PRODUCTION FRANCE SAS / LIEBIG;2020;110256;0;0;0
0005703027;CEMOI;2020;581980;0;24422;0
0006104505;UGITECH;2020;;3197870;12;
0010000035;PAULSTRA HUTCHINSON SNC;2020;9965;;;
0005202342;TORAY CARBONS FIBERS EUROPE SA;2020;237777;;16054;
0005301114;DIEUZY FRERES;2020;45308;;;
0006401029;ESSO Raffinage SAS;2020;5854309;;;
0006102464;EURECAT FRANCE;2020;;126985;15591;
0006301046;ARRIVE;2020;0;0;57568;0
0006303168;PIGEON GRANULATS LOIRE ANJOU;2020;80250;;;
0005201973;ENNOLYS (ex SAF-ISIS);2020;;85530;3346;
0006200067;EDF - CCG Blénod;2020;0;2250796;2370;0
0056901142;L'EUROPEENNE D'EMBOUTEILLAGE;2020;191049;0;240678;
0052203031;SCEA ROBERT JF;2020;;12000;;
0052400144;TOMATES D'AQUITAINE;2020;79799;0;1395;
0006401556;ORANGINA SUNTORY FRANCE PRODUCTION;2020;309077;;930;
0006401245;DELORME SAS;2020;11532;;;
0006200539;SAINT GOBAIN PAM;2020;1199818;1877236;;
0005901640;SOCIETE DES CARRIERES DES LACS;2020;120816;;;
0052903764;GAEC DE TOUROUS;2020;10461;;;
0006104682;CEREAL PARTNERS FRANCE;2020;127451;;;
0006200876;SOCIETE FROMAGERE DE RAIVAL;2020;24949;;92222;0
0006400928;APPRYL;2020;0;75329;2852;35218140
0006103636;BAYER SAS;2020;226349;0;4564;0
0006510526;SEOP (EX SEVESC Louvecienne);2020;23626022;;;
0005401050;KRONOSPAN;2020;;;51559;
0005401124;ECKES GRANINI FRANCE SNC;2020;350514;;750;
0052203153;EARL DE LA VILLE GUINVRAY;2020;10750;;;
0010001378;ORRION CHEMICALS ORGAFORM;2020;41332;0;2221;0
0050100576;SARL ELEVAGE DES MARAIS (EX MATHIEU);2020;16105;;;
0006000305;COMPAGNIE MADRANGE LA VALOINE (SASU);2020;436;;97820;
0005601319;LAITERIE WALCHLI;2020;;;105156;
0006508999;MAJ ELIS;2020;24911;;3638;
0005501580;CDL SAS;2020;114600;;;
0006103282;STEPAN EUROPE SA;2020;35416;;63798;
0005302775;GILLOT SAS;2020;282918;95467;5539;0
0055603496;KERMENE;2020;;;64068;
0006700688;HEINEKEN ENTREPRISE SAS;2020;671645;;28;
0006201943;SOCIETE MECANIQUE AUTOMOBILE DE L'EST (SMAE);2020;;;114261;
0052902143;SCEA VIGOUROUX;2020;13280;;;
0005901243;EUROSERUM SA (usine);2020;0;1453574;0;0
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2020;0;3209959;29367;0
0010006622;NOVANDIE;2020;434875;0;0;0
0007100088;Brasseries de Bourbon;2020;;184149;;
0005400022;EQIOM;2020;488657;;;
0005400367;EQIOM GRANULATS;2020;8790;;;
0055601815;EARL LE COCHON DE SAINT UTEL;2020;8000;;;
0016400376;MEWA SARL;2020;67078;;34994;
0006102993;ARKEMA;2020;24070268;0;187941;0
0006202392;FENIIX SUEZ RV ENERGIE Rambervillers;2020;;107156;6834;
0007001050;CENTRE HOSPITALIER DE VALENCIENNES;2020;0;0;216552;0
0010004543;SABLIERES DU THIEULIN SAS;2020;158079;;;
0006401807;Centre Commercial NICE TNL;2020;383979;;;
0006301171;SARREL;2020;;;71697;
0010001674;SANOFI WINTHROP INDUSTRIE;2020;;;71199;
0007000887;SOCIETE DE TRANSMISSIONS AUTOMATIQUES;2020;15262;;6506;
0005800611;NOVANDIE;2020;160889;;1046;
0053501396;HTL (ne plus utiliser voir 535-1395);2020;;;105077;
0006101808;GRANULATS VICAT;2020;117455;0;0;0
0005101904;PROCTER et  GAMBLE AMIENS;2020;;;783587;
0006506520;BIO SPRINGER;2020;1711666;1678428;382630;
0052901616;MONSIEUR JEAN CHARLES VINGANTE;2020;15569;;;
0056700195;BRUNO SIEBERT SA;2020;91392;0;3294;
0006600893;OI Manufacturing France;2020;;48740;5594;
0005801305;FERRERO FRANCE;2020;36250;0;16609;0
0007000610;ROYAL CANIN SAS;2020;0;0;61460;0
0006503170;ITON SEINE;2020;0;445436;5587;0
0005501400;CSR SA (Cidrerie Loïc Raison);2020;0;0;101526;0
0006800003;SAS SEVIGNE INDUSTRIES;2020;;19676;;
0052902873;EARL RAGUENES;2020;8902;;;
0006803856;Bois Ariégeois & Charpentes;2020;;78923;;
0006301416;CANDIA;2020;263994;;3404;
0007201660;FDL;2020;227950;;7580;
0006102965;CEA GRENOBLE;2020;4363642;;234496;
0006600307;GROUPE GRAP'SUD rieux;2020;;39703;;
0052903464;SAUPIQUET;2020;;;128761;
0006200499;SAM RIVA;2020;;1075186;;
0005101253;AUTONEUM;2020;101448;;;
0005301581;EURIAL (ex Délicelait);2020;;;128641;
0006200932;SARAYA EUROPE;2020;14343;0;1402;0
0006700472;PAPETERIES DU RHIN;2020;511598;;11218;
0005901978;XPO TANK CLEANING SUD FRANCE;2020;14580;;230;
0005201262;ARIANEGROUP;2020;40075;;1533;
0052902590;GUILLERM MORIZUR (EARL);2020;13490;;;
0018300011;CARRIERE VAILLS SAS LES SABLONS - ISDI;2020;58164;;0;0
0010004204;PROVA;2020;17874;;32254;
0005201807;EGGER Panneaux & Décors;2020;109840;;13957;
0006300888;ALVA;2020;;;126450;
0010003552;GSM;2020;154299;;7;
0051401146;SAS FRIAL;2020;;;124766;
0007004376;DAUNAT NORD (ex DANIEL DESSAINT TRAITEUR;2020;;;56022;
0006400397;DISTILLERIE GIRARD S.A.;2020;7236;;543;
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2020;;;100347;
0006802181;Aubert et Duval usine de Pamiers;2020;10297;518689;16916;
0006109146;OCV CHAMBERY FRANCE;2020;238196;;20226;
0006700640;TREFIMETAUX SAS;2020;;65823;1390;
0052904383;ETABLISSEMENTS PAUL PAULET;2020;0;0;72669;0
0051700542;ARMOR PROTEINES;2020;1012970;0;382;0
0010300163;AUTAJON SP;2020;10897;;427;
0005801044;DS SMITH;2020;4539500;0;0;0
0057400015;ENTREMONT SAS;2020;28340;;68335;
0054900308;MAUSSIONNAIE (SCEA DE LA);2020;18000;;;
0005202639;BEARN URBASER ENERGIE;2020;192991;;24736;
0052201727;SCEA AVRIL CHRISTOPHE;2020;16379;;;
0006000385;INTERNATIONAL PAPER;2020;0;22750588;0;0
0006303238;CULTURES FRANCE CHAMPIGNON;2020;200130;;17148;
0006400499;SEPR;2020;1071191;0;30892;
0006202174;MARCILLAT CORCIEUX site ETS ASMAR;2020;116773;;367;
0006102312;CANSON SAS;2020;;419151;2207;
0005401402;AMORA MAILLE Chevigny;2020;;;195383;
0055602959;SCEA DE RESTREZERCH;2020;10285;;;
0006410873;KEM ONE;2020;0;0;285473;0
0009000279;CENZUB-94°RI;2020;146722;;;
0006104781;ELIS ALPES;2020;41625;;1410;
0006503111;SABLES DE BREVANNES;2020;;16660;;
0010400332;TELEDYNE E2V  Semiconductors SAS;2020;65886;;5393;
0005800305;TOURRES ET CIE;2020;;;59179;
0009000020;BA 106 Bordeaux-Mérignac;2020;44574;;6300;
0052903402;GAEC DU STANG;2020;8840;;;
0052206482;SCEA DE KERMERRIEN;2020;18000;;;
0006103189;EUROFLOAT;2020;112221;;50048;
0005205103;ARKEMA  France SA;2020;;652128;;
0050100894;PARC ORNITHOLOGIQUE - REGIE DEPARTEMENT;2020;93632;7288;;
0007003322;RYSSEN ALCOOLS SAS;2020;;160269;59481;
0006802285;SAS GELATINES WEISHARDT;2020;381097;915469;0;0
0010600063;GERFLOR TARARE SNC;2020;0;0;75724;0
0005800454;CARRIERES ET BALLASTIERES DE NORMANDIE;2020;;345924;;
0007300073;SARL CARRIERE CENTRE CORSE;2020;;10094;;
0005301497;ELECTROPOLI FRANCE;2020;41955;;46693;
0053800504;MARTINET SAS;2020;;;148962;
0006101980;FERROPEM;2020;2078312;;;
0006700462;PRODAIR ET CIE Strasbourg;2020;193833;;;
0005900985;PROVALT JURA SNC;2020;20880;;52982;
0006400737;MAJ ELIS PROVENCE;2020;52084;;4634;
0052904385;CONSERVERIE CHANCERELLE (usine Thon);2020;10058;;67023;
0052905053;SOCIETE PERON;2020;20953;;;
0007001023;ENERGIE GRAND LITTORAL;2020;;;86599;
0009069904;EDF - CNPE de Paluel;2020;0;599000;0;4093797120
0007000638;MG-VALDUNES;2020;;570400;4160;
0006501929;SILEC CABLE;2020;1;391715;9496;0
0006206235;PAPETERIES DES VOSGES;2020;0;455323;1301;0
0005602533;CMCA SAS;2020;16400;;;
0057900192;SCEA APPORCS;2020;16050;0;0;0
0005500170;ENTREMONT ALLIANCE;2020;98442;;237729;
0005301223;ANETT 2;2020;58110;0;1050;0
0006102939;AMCOR FLEXIBLES PACKAGING FRANCE;2020;15899;0;1873;
0007000673;ASCOMETAL LES DUNES (ex ASCO Industries);2020;0;676877;24260;
0005702999;SAIPOL;2020;328614;;2869;
0005701339;FORGES DE COURCELLES;2020;0;56316;4637;0
0005901115;COMPAGNIE FRANCAISE DU PANNEAU;2020;20347;;3058;
0006200942;CFR Compagnie des Fromages & Richemonts;2020;337249;0;26251;0
0005804239;OSILUB;2020;;0;143477;0
0006502556;SIBELCO France;2020;23888;;;
0006802463;RODEZ ABATTOIR;2020;;;53983;
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2020;546600;;239297;
0006300099;SOCAC - STE DES CARRIERES DE CAMPBON;2020;;88780;;
0007004595;DUNKERQUE LNG;2020;;;9376;145445712
0005200259;YARA FRANCE;2020;31420;154159;4659;0
0006501936;SAM MONTEREAU;2020;;1146152;;
0005800763;BARRY CALLEBAUT FRANCE;2020;;;88989;
0006202530;ANETT ALSACE LORRAINE (ex ANETT QUATRE);2020;25570;;218;
0005402675;CHU;2020;15578;;3129;
0007407038;SNCF JONCHEROLLES;2020;8751;;8568;
0050100066;FROMAGERIE GUILLOTEAU;2020;;;94334;
0006600403;COMPAGNIE des SALINS DU MIDI;2020;;495865;33428;42600000
0006208683;SA BOULANGERIE NEUHAUSER Fürst 2;2020;;;74283;
0006301085;EURIAL POITOURAINE;2020;42304;;135804;
0006700663;CRISTAL UNION;2020;1154030;;;
0006600672;SIRAP GEMA;2020;10932;0;1297;0
0056101541;ATEMAX FRANCE;2020;;;61516;
0053502861;SARL SELECT PORC;2020;13305;;;
0005201370;FRONERI Vayres (ex R&R ICE CREAM);2020;80373;;28312;
0006412544;DAUPHIBLANC PROVENCE;2020;25044;;423;
0006102968;CATERPILLAR FRANCE SAS;2020;25311;;19670;
0006202114;UNION LAITIERE VITTELOISE;2020;;;424211;
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2020;246860;89898;9279;0
0006803824;EUROSERUM;2020;;;85225;
0005901096;SILAC SNC;2020;22341;;;
0006500137;SIBELCO France;2020;90771;;4184;
0052900550;SCEA DES VALLEES;2020;;14612;;
0005800429;AHLSTROM SPECIALITIES;2020;0;497546;0;0
0006401200;M2I SALIN;2020;0;62778;13825;
0005800375;ASHLAND SPECIALTIES France;2020;842410;;;
0053502429;SOCIETE BEURRIERE DE RETIERS;2020;;;165067;
0006400913;IMERYS PCC France  (ex Solvay SF ex-CCP);2020;0;1110416;139236;0
0006309633;LUISSIER BORDEAU CHESNEL;2020;0;0;116160;0
0005300806;ARKEMA;2020;0;0;301072;0
0006401321;CONSERVES FRANCE;2020;243010;;;
0006104731;HACER TRAITEMENTS THERMIQUES;2020;8875;;108;
0006400004;CEA CADARACHE;2020;;315649;;
0006103213;SERGE FERRARI SAS;2020;361684;;5575;
0005100964;Initial Services Textiles ex BTB;2020;29613;;;
0006104028;CHROMALPES;2020;8421;0;3098;0
0006400347;MAJ SA;2020;69939;;1454;
0005201616;SOLEAL SAS;2020;347330;;12570;
0006102443;FABRICATION CHIMIQUE ARDECHOISE;2020;199888;0;12216;0
0052900719;SCEA DE KERLAOUENAN;2020;18250;;;
0051800202;SCEA DU CORMIER;2020;8000;0;0;0
0058502919;SCEA VINET BRUNO (Les Places);2020;7925;;;
0006200004;DAUM;2020;;7167;;
0007000979;INTEROR;2020;;;120529;
0006803795;SAINT ANTONIN EAUX MINERALES;2020;275713;;139;
0006700722;ALSACE LAIT;2020;;2211418;;
0006600459;KONINGS SPIRIT & DRINKS FRANCE;2020;22833;;1523;
0006502951;GENERIS;2020;7130;0;16295;
0005204554;SAS GROUPE DANIEL;2020;0;9822;0;0
0052300359;SE CHAVEGRAND SAS;2020;113109;;46743;
0006102185;SAICA PACK;2020;16044;0;762;0
0052902496;EARL LE BERRE;2020;15570;;;
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2020;0;2896052;4433;0
0052900928;EARL FOUBERT;2020;11627;;;
0006700349;MICHEL Wittelsheim (carrière);2020;353519;;;
0006201757;SNF SA;2020;;;72038;
0010000532;ELIS BERRYLES- LES LAVANDIERES;2020;80502;;10;
0055603429;SCEA PORCS LANVAUX;2020;12000;;;
0005600069;AMIS SAS;2020;;67147;4869;
0005101668;ARKEMA;2020;;51936;6137;
0005200251;SANOFI WINTHROP INDUSTRIE;2020;115435;0;11747;0
0005102505;SAINT LOUIS SUCRE SNC;2020;238750;0;5333;0
0006202271;MICHELIN;2020;;;297618;
0006500251;SAMIN;2020;196157;;;
0006300909;LNUF Lactalis Nestlé Ultra-Frais Laval;2020;;;181081;
0010600002;BIOMERIEUX;2020;;;82091;
0006604226;PIERRE FABRE DERMO COSMETIQUE;2020;180482;35943;10046;
0007100457;COT - SOREBRA;2020;49929;;3554;
0006103787;TEINTURERIES DE LA TURDINE-BLD TURDINE;2020;;;56745;
0005800459;BUTAGAZ TRANSITION SAS;2020;0;23324;591;
0005701719;TEREOS FRANCE;2020;252531;;173281;
0006400876;Métropole Aix-Marseille Provence;2020;405948;;;
0006503449;PEUGEOT CITROEN POISSY SNC;2020;0;251980;19524;
0006100080;SARL DANNENMULLER THIERRY;2020;33870;;;
0007002548;SI GROUP-BETHUNE;2020;113060;;;
0052900751;SCEA NOVA LAND;2020;11766;;;
0005401845;ALFA LAVAL PACKINOX SAS;2020;0;7210;492;0
0006501602;BASF (ex COGNIS FRANCE SIDOBRE SINNOVA);2020;;224702;109771;
0052901377;SARL AVEL VOR;2020;25853;;;
0007002398;ASCOVAL SAINT-SAULVE;2020;0;300979;38251;0
0006802298;SAS TARNAISE DES PANNEAUX;2020;;290120;4080;
0006700404;ROQUETTE FRERES;2020;8199530;21401832;0;0
0005105255;PQ France;2020;;131261;;
0028100042;PONT SUR SAMBRE POWER SAS;2020;1417107;0;423;0
0006803269;Airbus Defence and Space;2020;;;54554;
0006000414;ALLARD EMBALLAGES;2020;;12623;1164;
0052904354;CANDIA;2020;;172976;2220;
0005901637;PERNOT S.E.T. (Champdivers);2020;86175;;;
0006101092;BUDILLON RABATEL;2020;29193;0;0;0
0006700652;TIMKEN EUROPE;2020;25559;0;28765;0
0052204660;GAEC DENIS;2020;;10350;;
0052203424;EARL DU CHENE CROSLET;2020;9900;;;
0005300092;RENAULT TRUCKS;2020;;;64107;
0006302278;L'ABEILLE;2020;;;279309;
0018100065;LG - Bellegarde Instalation;2020;;;50730;
0006200720;KIMBERLY CLARK SAS;2020;0;1356743;0;0
0006504594;DARBONNE;2020;340054;0;0;0
0006207526;FROMAGERIE HENRI HUTIN;2020;533853;0;;
0005102169;DAILYCER FRANCE SAS;2020;0;0;66787;0
0005200391;PAPETERIES DE BEGLES (SAPB);2020;;1150848;13654;
0052903142;EARL DE PRAT A LAND;2020;9900;0;0;
0006202417;PAPETERIE RAON;2020;10066;553660;0;0
0052901895;SARL DE KERANFORS;2020;17989;;;
0006302144;Syndicat Mixte A.E.P. Sud Ouest Mayenne;2020;;2320804;;
0007003326;C&D FOODS France;2020;;;62156;
0006600407;Ets LAZARD;2020;78690;;0;0
0006506307;EQIOM BETONS;2020;;9519;141;
0052200488;SARL DE GASTRY;2020;9000;;;
0006802139;SAS CEMEX GRANULATS SUD OUEST;2020;135957;;;
0052903741;SCEA GUEGUEN BELLEC;2020;9100;;;
0053500596;TENDRIADE;2020;;;202994;
0006402195;BLANCHISSERIE DURANCE VERDON;2020;11716;;;
0007000637;MG-VALDUNES  (ex VALDUNES SAS);2020;;611976;24115;
0009073701;Station d'épuration de La Grange David;2020;32034;;7965;
0006401056;TOTAL RAFFINAGE FRANCE;2020;2445867;831286;33132;
0006700690;MANUFACTURE HARTMANN - EURO TF SAS;2020;;131981;3396;
0018300019;PERNOD RICARD FRANCE SAS;2020;30481;;2066;
0007003941;CVE;2020;;28720;14381;
0006303999;CHARIER CM - CARRIERES ET MATERIAUX;2020;280839;;;
0007001045;CARGILL HAUBOURDIN SAS;2020;0;10223695;1133339;0
0007001757;FRAIS Embal (Sté);2020;;;104589;
0009076903;STEP - VILLEFRANCHE SUR SAONE;2020;19961;0;14672;0
0006202551;BONGRAIN GERARD;2020;79067;149873;192252;0
0006302829;LAFARGE GRANULATS FRANCE - Secteur Ouest;2020;3955;80957;5052;0
0007201208;TIMAC AGRO;2020;0;8740;4048;0
0006301584;FIBERTEX NONWOVENS;2020;42105;;4730;
0057201662;LDC;2020;;;458860;
0057201569;ESPRI Restauration;2020;0;0;73795;0
0006802901;COCA-COLA EUROPACIFIC PARTNERS FRANCE;2020;;;178234;
0009071701;STEP - LA ROCHELLE (port Neuf);2020;0;0;9669621;
0010400094;SOITEC;2020;;1025438;;
0007000658;TEREOS France;2020;459022;0;2713;0
0056100402;S N V;2020;30903;;248041;
0005301618;SAINT ANDRE PLASTIQUE;2020;8384;;;
0005201174;SCEA FOUGERAIE;2020;18188;;;
0052901497;EARL FOZ NEVEZ;2020;8346;;469;
0005500609;BUNGE France;2020;0;0;211766;0
0050100364;BRESSOR SA;2020;351585;0;10513;0
0006209733;EQIOM BETONS;2020;;14741;;
0006501736;ADP-CHARLES DE GAULLE;2020;;;138818;
0006301423;LACTALIS NESTLE ULTRA-FRAIS MARQUES SA;2020;;;314863;
0006505516;TENCATE GEOSYNTHETICS FRANCE;2020;28278;;1548;
0053502445;SOCIETE FROMAGERE DE RETIERS;2020;;;155402;
0005600267;PEM;2020;;48350;;
0010000663;PAPETERIES PALM SA_SEYFERT;2020;41159;1471438;40246;0
0052901276;GAEC DE ROC'H FILY;2020;11500;;;
0006412373;CHANTIER NAVAL DE MARSEILLE (forme 10);2020;;;55000;750000
0052903051;GAEC AUX QUATRE VENTS;2020;16199;;;
0052602848;BERNARD ROYAL DAUPHINE;2020;9020;;5361;
0057900712;SOCIETE FROMAGERE DE RIBLAIRE;2020;;;323864;
0006002605;SILAB - STE INDUSTRIELLE LIMOUSINE;2020;;;79583;
0006102760;AGRANA FRUIT FRANCE;2020;149809;0;16043;0
0005205784;MAGNA PT Bordeaux SAS;2020;0;19217;6621;0
0006506270;ENERTHERM;2020;0;209739;6139;0
0007000437;HAAGEN DAZS;2020;0;0;195296;0
0006802822;MECAERO;2020;12400;;;
0010007721;BLANCHISSERIE BLESOISE;2020;57574;;1501;
0006501156;GSM secteur IdF Est;2020;;29350;;
0006102152;CARRIER SCS;2020;15827;0;12547;0
0006103586;LAFARGE CIMENTS;2020;102344;;;
0006304830;ELIS MAINE;2020;43514;;142;
0052900300;SOCIETE BRIECOISE D'ABATTAGE;2020;;;130755;
0058600141;BONILAIT PROTEINES;2020;582188;102511;4239;0
0006103192;AIR LIQUIDE ADVANCED TECHNOLOGIES;2020;50388;;3399;
0006700538;ALSACHIMIE;2020;38670848;81934976;115898;
0052902734;SCEA DES TROIS VALLEES;2020;25620;;;
0006309986;ELIS LES LAVANDIERES;2020;;;51280;
0005902685;INOVYN France;2020;21623009;21410817;;
0010400069;NCV PRODUCTION;2020;186999;;1705;
