identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0007001140;BOULONNAIS (Comm. d'Agglo)-(ex SYNDIVAL);2019;;224602
0003101970;IMERYS Sarrazin;2019;;18735
0006900146;SOCIETE GUYANAISE DE GRANULATS;2019;0;0
0005201455;SIETOM DE CHALOSSE;2019;;10345
0006803107;Boehringer Ingelheim (ex MERIAL);2019;27222;
0005501493;NETRA ONYX Barre Thomas;2019;1548;0
0053700938;Coopérative Agricole de la Lande;2019;;89000
0006103809;EUROCAST LYON;2019;115350;
0006700633;MARS PF;2019;;154392
0052501135;SOCIETE FROMAGERE DE VERCEL LACTALIS;2019;125207;
0005501798;SOCIETE KERLYS;2019;0;
0006501929;SILEC CABLE;2019;13382;693429
0007001833;TATA STEEL MAUBEUGE SAS;2019;;112416
0006503800;MAJ;2019;142875;
0057400619;FRUITE SAS SITE II;2019;72188;
0006207812;FAURECIA SAS;2019;1950;
0052602986;SAVIEL FRANCE;2019;33623;
0005701093;BOURGUIGNON BARRE;2019;1120;
0009069932;EDF - CNPE de Chinon (Chinon A, Chinon B, LIDEC);2019;;122303264
0005900400;PAPETERIE DE MANDEURE;2019;;710995
0005301789;MLC SOTTEVAST;2019;;990761
0005401056;BIOXAL;2019;8000;63510
0005800454;CARRIERES ET BALLASTIERES DE NORMANDIE;2019;;325985
0005102141;GALVAMETAL SA;2019;;18636
0006400635;HEINEKEN ENTREPRISE;2019;294654;
0006102858;CONDAT SA;2019;4200;77831
0006102025;NEXANS FRANCE;2019;88978;
0006105217;PRYSMIAN ENERGIE CABLES SYSTEMES FCE;2019;1901;13577
0028100061;REFRACOL DUPONT et Cie;2019;107;
0009076003;STEP - MONTATAIRE;2019;;3294650
0007000461;SUEZ RV NORD EST;2019;;5826
0006305491;PORNIC AGGLO PAYS DE RETZ;2019;;6439
0007000643;BORAX FRANCAIS;2019;;643360
0007000607;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);2019;;29369
0006102089;STORENGY France;2019;;0
0010000846;ITM LAI  BASE ST HILAIRE;2019;;2800
0005301826;PAPECO;2019;;164768
0006803638;TANNERIE ARNAL;2019;25025;
0005300235;Saint Louis Sucre Site de Cagny;2019;0;33813
0005401062;LAITERIE DE BRESSE SAS;2019;36149;
0006506327;VLG CHEM;2019;36013;
0054000761;LA PLUME DE POMAREZ (ex-TREMONT SAS);2019;18500;
0006300988;FLEURY MICHON LS;2019;186774;
0006801130;SABLIERES DES PYRENEES (Chis);2019;;0
0005804316;BONG SAS;2019;2327;
0055301450;HOLVIA PORC;2019;86295;
0006700467;PSA Peugeot Citroën SNC Mulhouse;2019;674448;44590
0006400366;SYNERGIE CAD;2019;18446;
0006208290;Fromagerie RENARD GILLARD;2019;;76965
0010000968;DS SMITH PAPER COULLONS;2019;;0
0005301073;TRANSPORTS MERTZ;2019;11248;
0057903021;EURIAL;2019;;0
0006104439;CARBONE SAVOIE;2019;138610;
0006301181;SCA CULTURE FRANCE CHAMPIGNON;2019;;355730
0010001557;TEREOS FRANCE;2019;10202;
0005202241;ATEMAX FRANCE;2019;;91177
0006404837;EveRé SAS;2019;;0
0005702661;GREATBATCH Médical SAS;2019;2296;
0009000020;BA 106 Bordeaux-Mérignac;2019;;787
0005106523;SPAT;2019;0;
0006102252;ELECTROLIUM;2019;;15124
0007201655;VERALLIA - SAINT GOBAIN EMBALLAGE;2019;162227;
0053700731;INST NATIONAL RECHERCHE AGRONOMIQUE;2019;;36427
0007000535;Nexans  France - atelier coulée;2019;0;48547
0006301335;COOP SYND DISTILLAT THOUARCE;2019;;20931
0006512371;DIELIX (ex SARP biodiesel);2019;;0
0006104102;SOCIETE DU DEPOT DE SAINT-PRIEST;2019;22789;
0006700259;HOLCIM BETON GRANULAT HAUT-RHIN;2019;;212704
0006400136;CAVE SAINT ROCH LES VIGNES(ex costevenc);2019;;1420
0006501936;SAM MONTEREAU;2019;50975;813803
0006702151;SOJINAL;2019;260186;
0005701442;GANTOIS;2019;77177;
0005800313;SONOLUB;2019;47875;
0009075905;STEP - Lille-C.U.-Marquette;2019;;47576700
0007000540;BLEDINA;2019;;478391
0006103167;LELY EVAC'ORDURES;2019;38178;
0006000275;CENTRALE ENERGIE DECHETS LIMOGES (CEDLM);2019;11139;0
0006302949;KALHYGE 4;2019;38412;
0006505421;DASSAULT AVIATION;2019;2412;
0006700903;DS SMITH PACKAGING (ex-SCA);2019;5389;56300
0007002568;LIOT;2019;53433;
0006700724;CHALEUR HAUTEPIERRE;2019;2248;
0005102399;LEFRANT RUBCO;2019;;10479
0018100044;FULCHIRON INDUSTRIELLE;2019;;3000
0007001115;BARRY CALLEBAUT NORD CACAO;2019;;15734
0006207145;ARKEMA FRANCE;2019;;3796811
0052903521;VOLEFI;2019;;82942
0007001926;LFB Biomédicaments;2019;244139;
0006002907;DECHETTERIE (Couzeix Les Planchettes);2019;;3649
0006700644;JEDELE TRAITEMENTS DE SURFACE;2019;;6480
0007100063;ILEVA;2019;;6610
0005500769;JRS  MARINE PRODUCTS LANDERNEAU;2019;;752103
0022100040;ALU'COULEUR;2019;997;
0006400318;MANE ET FILS NOTRE-DAME;2019;;114747
0005701684;ECOLAB PRODUCTION FRANCE;2019;88164;315
0005202283;CONSERVES FRANCE SA;2019;;0
0005702205;ELIVIA ETABLISSEMENT VITRY-LE-FRANCOIS;2019;24634;
0006400504;FLORETTE France GMS;2019;6922;375915
0005401902;ASTREA Fontaine SAS;2019;5518;
0005200936;DISTILLERIES VINICOLES  DU BLAYAIS;2019;;18779
0055603856;GALLIANCE ELABORES  LVC;2019;237960;
0006201850;ONDAL FRANCE;2019;21437;
0024700001;BREE - Site SIFELMET;2019;3315;
0006103999;COATEX (USINE 1 LUMIERE);2019;270608;
0005800435;COMPAGNIE INDUSTRIELLE MARITIME;2019;;49062
0009075903;STEP - GRANDE SYNTHE;2019;2423079;
0006000456;VEOLIA PROPRETE (centre de tri);2019;150;0
0005702707;LEBRONZE ALLOYS;2019;5897;21668
0006304809;SAIPOL - GROUPE AVRIL;2019;;25027
0005503275;CHARIER CM;2019;;88518
0052500675;FROMAGERIE MULIN SAS;2019;;111142
0010001585;SIFA TECHNOLOGIES SA (GROUPE ARCHE);2019;0;
0009069931;EDF - CNPE de Belleville-sur-Loire;2019;;128759368
0006103194;BALTHAZARD ET COTTE;2019;;0
0007001320;AUCHAN Petite Forêt Hypermarché;2019;11063;
0010001800;ICOPAL;2019;15;524009
0022100002;RUBIS Antilles Guyane;2019;;36
0010800289;Robert Bosch Automotive ex ZF-DF;2019;;1560
0006401079;ELENGY (TONKIN);2019;;72429200
0007000824;APERAM ISBERGUES;2019;;336792
0010001002;AALBERTS  integrated (PEGLER YORKSHIRE);2019;;1587
0005305295;FAURECIA SIEGES D'AUTOMOBILE;2019;6532;
0005800677;LAVAOUEST;2019;;32872
0006502173;STEN;2019;6237;0
0006806074;GUIMA PALFINGER;2019;1862;
0006804704;Communauté d'agglomération l'Albigeois;2019;4679;
0005600369;VALEO SYSTEMES D'ESSUYAGE;2019;16346;
0006702264;CENTRE HOSPITALIER (MOENSCHBERG-Emile);2019;10000;
0007201508;MONIER;2019;;22674
0022100032;SRMG (SUCRERIE MARIE-GALANTE);2019;800;
0005901380;HENDRICKSON FRANCE (ex Frauenthal);2019;4969;366252
0006401019;ASCOMETAL Fos-sur-Mer;2019;;401713
0009076204;STEP - Arras (St Laurent Blangy);2019;6767261;
0005702369;HAULOTTE GROUP;2019;;2144
0006900447;AVIO GUYANE;2019;;140
0006301606;ATLANTIQUE PRODUCTIONS;2019;;3634
0006502612;SIETREM (exploitation Novergie IdF);2019;;2866
0005704867;FONDERIES DE BROUSSEVAL ET MONTREUIL;2019;0;0
0006103633;JTEKT AUTOMOTIVE LYON;2019;;1185036
0005202342;TORAY CARBONS FIBERS EUROPE SA;2019;2017;73115
0006400908;SIRAP GEMA (NOVES);2019;;414666
0006202592;NESTLE WATERS SUPPLY EST Vittel;2019;194008;215920
0005503335;KERVALIS ARMOR;2019;71439;
0050100526;MIERAL SARL;2019;6696;
0005425537;DUC;2019;;277777
0051500300;LES FROMAGERIES OCCITANES LANOBRE;2019;;48636
0007201656;PAPETERIE SAINT MICHEL - GROUPE THIOLLET;2019;;432245
0007000874;CHAUX ET DOLOMIES DU BOULONNAIS;2019;;2187
0007001871;KNAUF INDUSTRIES NORD;2019;5740;
0006600923;CAMERON;2019;3675;
0006201398;BAUMGARTEN S.A.;2019;;0
0006104688;CLARIANT PLASTICS & COATINGS FRANCE;2019;222;0
0006000305;COMPAGNIE MADRANGE LA VALOINE (SASU);2019;117784;0
0007000890;SALAISONS DU DOUESY;2019;11532;
0010000663;PAPETERIES PALM SA_SEYFERT;2019;35757;1302906
0005401091;ACRODUR INDUSTRIE;2019;3764;
0005508383;Ets Henry LECOMTE;2019;;190
0016400435;CTL PACKAGING;2019;0;
0025200045;FRAMATOME SAS;2019;16843;
0005800310;NORVAL;2019;;2198
0007004253;GALLOO FRANCE MARQUETTE;2019;20951;
0005800540;DA ALIZAY;2019;;2202417
0007402709;ECOPUR;2019;45692;
0010300132;BONTOUX S.A.S;2019;;3216
0005300074;SOCIETE DES CARRIERES DE VIGNATS;2019;;587945
0010003779;MALTERIES FRANCO SUISSES;2019;386707;
0005502516;GUENNEAU (SARL);2019;;0
0009077101;UDEP du SITEAM (MACON);2019;4688499;
0005800290;CABOT CARBONE SAS;2019;;97632
0006401013;SOLAMAT MEREX;2019;;0
0009078302;STATION D'EPURATION AMPHITRIA CAP SICIE;2019;;19259904
0006301147;BUISARD S.A.;2019;6375;
0006103844;RENAULT TRUCKS SAS;2019;292631;
0005900398;PEUGEOT SCOOTERS;2019;497;
0005701946;DISLAUB;2019;;210168
0010000547;GMC - Galvanoplastie Moderne du Centre;2019;;36856
0006704733;SOTRALENTZ CONSTRUCTION SNSC;2019;;10113
0006103676;Métropole de Lyon;2019;73973;
0053100467;ETS MICHEL SAS;2019;997;
0005901447;VMC PECHE;2019;;7765
0006401040;IMERYS Aluminates SA;2019;;35641
0005701149;TARKETT France;2019;117026;
0005802143;EDF;2019;;589409660
0006700055;EST GRANULATS;2019;;1150000
0009076904;Station d'épuration à Feyssine;2019;11487029;
0006700444;ARCONIC ARCHITECTURAL PRODUCTS  Merxheim;2019;15098;557
0053000294;MAISON JOHANES BOUBEE (SAS);2019;40797;
0006201114;LORMAFER;2019;;34938
0006105179;SUEZ ORGANIQUE (ex Terralys/ex Agro Dév);2019;;150
0005503390;LE ROUX (SA) - Pouldergat;2019;;111463
0050100424;EUROSERUM;2019;;93643
0010000814;OTIS;2019;3500;
0005701409;IPC PETROLEUM FRANCE;2019;;2470
0006201370;EQIOM;2019;;354360
0006700526;ARLANXEO Emulsion Rubber France SAS;2019;1287051;
0009073803;STEP Villefontaine/Traffeyere;2019;3403601;
0006301125;SOFIVO SAS;2019;;386002
0006506444;SNCF TECHNICENTRE LE LANDY;2019;148404;
0007003326;C&D FOODS France;2019;27920;
0006804009;UNITHER LIQUID MANUFACTURING;2019;26485;0
0005101539;CHIMIREC VALRECOISE;2019;;1300
0006104971;UNIFRAX FRANCE;2019;8121;
0005202729;PCC FRANCE SA;2019;;4083
0010000329;ETHYPHARM;2019;9639;
0010001242;EMAUX ET MOSAIQUES (JOLIES CERAMIQUES);2019;;20746
0052602848;BERNARD ROYAL DAUPHINE;2019;2832;
0057100395;PRODIA BRESSE;2019;14316;
0006701921;ATRYA (anct TRYBA);2019;4357;
0010300038;AUTAJON CS;2019;3641;
0006305279;BOUVET LADUBAY;2019;2971;
0005100562;MBK INDUSTRIE;2019;17680;0
0005401124;ECKES GRANINI FRANCE SNC;2019;199247;
0006700361;NLMK Strasbourg;2019;;2012373
0005306883;SOCIETE DES MAITRES LAITIERS DU COTENTIN;2019;71791;
0005200257;NOURYON PULP & PERFORMANCE CHEMICALS;2019;;12933
0010100172;ALLAINE SA;2019;;352326
0007000673;ASCOMETAL LES DUNES (ex ASCO Industries);2019;;1100494
0052903461;SOCABAQ;2019;56744;
0006002119;SOCIETE NOUVELLE MEGISSERIE COLOMBIER;2019;4861;
0005201036;CIE COMMERCIALE MANUTENTION PETROLIERE;2019;;343419
0005207123;MAISON JOHANES BOUBEE;2019;43244;
0006103547;HENKEL France Opérations SAS;2019;1516;
0058501178;KERVALIS;2019;;7475
0006802379;ESSO SAF;2019;32570;0
0053500475;LAITERIE CORALIS;2019;;199604
0005900544;APERAM STAINLESS PRECISION;2019;;33300
0006802719;SOCIETE LAITIERE DE MONTAUBAN;2019;;284439
0024900048;BUSINESS ALU MASUE;2019;547;
0006103358;SETFORGE EXTRUSION SN;2019;2028;
0010011487;GUERLAIN;2019;18281;
0056100402;S N V;2019;;304805
0005300123;VIGNAL ABL;2019;3;
0006201812;LEACH INTERNATIONAL EUROPE S.A;2019;746;0
0005800126;LAFARGE GRANULATS;2019;0;0
0006506240;CPCU GRENELLE (i449);2019;406824;
0005300552;L.N.U.F. BAYEUX;2019;;171189
0010000028;IDEALCHROME-BOURGES;2019;;3706
0005202772;Aeroprotec;2019;30374;
0005301060;COOPERATIVE ISIGNY SAINTE MERE;2019;;927702
0006103724;KEM ONE;2019;;3395225
0005500274;CELLIERS ASSOCIES (LES);2019;3000;56000
0005201743;INERTAM SAS;2019;;7245
0007201542;CIMENTS CALCIA sas;2019;;425618
0006407681;VISHAY S.A;2019;32339;
0006200158;SOLVAY OPERATIONS FRANCE;2019;;49175696
0006201020;EUROSERUM;2019;132851;
0006110007;COSMOPAR SA;2019;1717;25872
0007001555;CRUSTA C (SA);2019;43331;
0009076002;STEP - LA CROIX-SAINT-OUEN;2019;4004145;
0006700450;SOCIETE EUROPEENNE DE STOCKAGE D2;2019;;13159
0006506552;SANOFI CHIMIE;2019;1219087;1886838
0006201294;FLASHMETAL;2019;910;
0006102185;SAICA PACK;2019;9506;
0007405749;ELIS;2019;45953;
0006209481;Les Sablières de la Meurthe;2019;;387990
0055600800;CADF SA;2019;235681;
0006104578;SOC CAUX TRAITEMENT DE SURFACE;2019;;22305
0006401052;ARCELORMITTAL Méditerranée;2019;;8635000
0009071702;STEP - ST PALAIS SUR MER;2019;;4490290
0010004543;SABLIERES DU THIEULIN SAS;2019;;0
0055602952;LORCO;2019;;136812
0005401802;BEAUNE BRIOCHE;2019;4701;
0006107855;GENZYME POLYCLONALS;2019;49750;
0006103386;CENTRE HOSPITALIER DE ROANNE;2019;11105;
0006701424;MILLIPORE;2019;71240;
0006102857;FINORGA-AXPLORA;2019;133167;1431983
0007201328;RHODIA OPERATIONS;2019;;261487
0005520899;AGRO OUEST ENVIRONNEMENT;2019;;137029
0005101240;HERMES BOISSONS (ex TROPICANA);2019;;58025
0006505946;MAJ - EX GRENELLE SERVICE - BTS-;2019;60867;
0006105223;ADISSEO FRANCE SAS;2019;;3024017
0006108532;SIGVARIS;2019;64598;
0005201404;DISTILLERIES VINICOLES DU  BLAYAIS;2019;;6731
0007204397;KNAUF INDUSTRIES OUEST;2019;;9650
0006300981;Fromageries Bel Production France;2019;;452094
0006200199;SAINT GOBAIN PAM (Usine Foug);2019;;2242437
0054500346;MARS PF;2019;;296992
0006604841;Ets CASTILLE- Thézan - AP 2012;2019;;58000
0010000509;ARKEMA (ex : CECA);2019;1825;
0006102348;CALCIA  SA;2019;;0
0006802505;ARKEMA;2019;;5473944
0006107515;CAP'FRUIT;2019;23987;
0006102359;SICTOBA (Grospierre);2019;10221;
0006601466;SICA SA Vignerons Catalans;2019;;12202
0010001392;SAINT GOBAIN MATERIAUX CERAMIQUES;2019;1144;0
0007408414;RICHARD;2019;13506;
0010000720;PPM CHIMIREC;2019;;9174
0006207323;GRANULATS VICAT;2019;;0
0005800387;CIE FRANCAISE ECO HUILE;2019;;44020
0006303432;SEF (Société d'Enduction et de Flockage);2019;550;
0006104720;NTN SNR Roulements;2019;2007;
0006702736;EVONIK OIL ADDITIVES SAS;2019;29285;
0010400070;DS Smith Packaging Sud-Est;2019;3285;
0005500088;FERTIVAL SA;2019;99122;
0056700320;SOCOPA VIANDES HOLTZHEIM;2019;115186;
0006112235;EXSTO SAS;2019;915;
0006600042;CHIMIREC-SOCODELI CARCASSONNE;2019;;548
0007403895;SEMMARIS;2019;26416;
0006401988;APTUNION;2019;;0
0006101090;CEMEX GRANULATS RHONE MEDITERRANEE;2019;;0
0005503320;COOPERL ARC ATLANTIC;2019;35835;
0007000100;BRIQUETERIES DU NORD SA.;2019;;198000
0005503449;TRIBALLAT NOYAL - Usine SOJASUN;2019;264484;
0005800348;ExxonMobil Chemical France;2019;;1300102
0006501905;LINDE France s.a.;2019;;15269
0005600155;CHEMVIRON FRANCE;2019;0;16290
0006103850;SOPRANZI GALVANISATION;2019;3250;
0006102335;TEINTURE DES CEDRES;2019;29687;
0006803603;FERINOX;2019;136;
0005200592;SAFT SAS;2019;;149847
0009077802;STEP - CARRE DE REUNION;2019;;13091679
0055600175;CELVIA;2019;227296;
0005701178;SMURFIT KAPPA PAPIER RECYCLE FRANCE;2019;;389897
0006103787;TEINTURERIES DE LA TURDINE-BLD TURDINE;2019;46628;
0006301167;VIF ARGENT;2019;52317;
0009076902;STEP - Lyon - Saint Fons;2019;0;80880784
0006401000;ORTEC INDUSTRIE;2019;13630;
0007202771;SOCOMETA;2019;664;
0005200446;UNIVAR (ex LAMBERT-RIVIERE);2019;;240
0006103796;E.G.P.;2019;6959;
0005101466;SAGA DECOR;2019;361;
0006201311;SETFORFE SOCIETE NOUVELLE;2019;0;
0006301297;PAULSTRA SNC;2019;14811;14028
0007001055;SEVELNORD;2019;171308;0
0007404411;GLOBAL SWITCH (PARIS);2019;14828;0
0006200837;BONDUELLE FRAIS FRANCE;2019;;272830
0007403760;MA FRANCE;2019;7827;
0005100611;CENTRE HOSPITALIER GENERAL;2019;85600;
0016300241;AUBERT ET DUVAL;2019;;16017
0006400508;PROVENCE IQF SAS;2019;91560;
0005303800;Aptar Stelmi Brecey;2019;103753;
0056900040;AUCHAN HYPERMARCHE;2019;17340;
0006502168;OFFREDY  (BEAUDELET);2019;8918;
0006802188;Récaéro;2019;257;
0010001744;DURALEX INTERNATIONAL;2019;43479;
0007201378;MARZET et Cie;2019;;7011
0056900361;SOCIETE NOUVELLE ROGER DE LYON;2019;20431;
0052904384;CONSERVERIE CHANCERELLE (usine Sardine);2019;101462;
0005600137;LAFA COLLECTIVITES;2019;4500;
0006400061;GER OTV/SEM;2019;;1332753
0006601905;ROYAL CANIN;2019;;5377
0009075901;STEP - VILLENEUVE-D'ASCQ;2019;;6629362
0006102208;OGF SA (EX CGSM);2019;2420;
0007001125;CHARCUTERIE DES FLANDRES;2019;6520;
0009072602;Usine de dépollution (UDEP) - Valence;2019;;10973040
0056400892;FIPSO INDUSTRIE;2019;;174844
0006700478;DARAMIC SAS;2019;27844;
0006704837;SELTZ MATERIAUX SARL;2019;;4119
0005801215;MILLENNIUM CHEMICALS SAS;2019;;0
0006400998;SOLAMAT MEREX;2019;;0
0050100189;INCINERIS (ex COMPAGNIE DES VETERINAIRES;2019;38;
0007000636;VALEO Equipements Electriques Moteur;2019;;14113
0006700657;ETC Ennoblissement Technique Cernay;2019;;59596
0010400105;EVONIK AEROSIL FRANCE;2019;;18688
0007402241;UNITE PLACOPLATRE;2019;48898;
0005302589;ESSITY OPERATIONS LE THEIL;2019;;459772
0007000024;SCD SARL.;2019;;1590648
0005500150;LES LAVANDIERES SAS;2019;62923;
0006500067;SCBV;2019;;0
0005503176;IMERYS CERAMICS FRANCE;2019;;2742880
0009069939;EDF - CNPE de Cattenom;2019;;182069088
0006301612;SDPS;2019;;11550
0006001836;LAMBERTY et FILS;2019;1100;
0005900641;PEUGEOT CITROEN  AUTOMOBILES SA;2019;10646;0
0005801036;SIDEL;2019;12737;
0005800506;RUBIS TERMINAL Aval;2019;;34463
0005701087;A SCHULMAN PLASTICS;2019;;4027
0006205682;ArcelorMittal France - Tôles Fines;2019;;519838
0006102866;ERARD INDUSTRIE;2019;;7516
0005105255;PQ France;2019;251862;
0006505098;ARIANEGROUP (ex HERAKLES);2019;;47366
0005300729;SEA;2019;;8575
0006105221;OSIRIS GIE;2019;;44465240
0006202114;UNION LAITIERE VITTELOISE;2019;;641428
0007201660;FDL;2019;0;0
0005600332;MANUF FRANC PNEUMATIQ MICHELIN;2019;9860;
0006502601;MAGIC RAMBO (ou SNC THIMEAU) (ELIS);2019;113371;
0005601500;JACQUET PANIFICATION;2019;35070;
0058502426;SOCOPA VIANDES;2019;141173;
0006700181;G. S. M. Alsace;2019;;239715
0006104223;COURLY  GRAND LYON USINE LYON SUD;2019;48709;7615652
0006207102;TPF;2019;1774871;
0006103291;SNF SAS ANDREZIEUX;2019;239774;
0055603721;SOCIETE LAITIERE DE PONTIVY;2019;;193715
0052901266;COMPAGNIE LAMPAULAISE DE SALAISON;2019;118153;
0010000313;PAULSTRA;2019;7268;22760
0006505185;SIOM;2019;939000000;
0005300005;FLECHARD;2019;146931;
0005701778;KADANT-LAMORT;2019;3846;
0006102509;MARKEM-IMAJE INDUSTRIES;2019;3045;
0006301263;GALLIANCE FALLERON;2019;28635;
0010001817;TIAC (ex ARCELOR MITTAL);2019;1228;
0006400528;CHARLES FARAUD;2019;148060;
0006102523;SPIT;2019;20200;655555
0054400758;SARVAL Ouest;2019;;204956
0005904619;Société GSM SAS;2019;;63000
0005302814;CARRIERES DE CHAILLOUE;2019;;0
0005803187;TEREOS STARCH & SWEETENERS LBN;2019;;26218108
0006803775;VINOVALIE - Site de Rabastens;2019;;8035
0007408386;SNCF DEPOT MONTROUGE;2019;3550;
0010000642;CCMP;2019;533;
0018300005;TIRU-Groupe EDF- UTVE ARC IRIS;2019;0;0
0056700195;BRUNO SIEBERT SA;2019;;89634
0005300405;DEPOTS DE PETROLE COTIERS;2019;;30420
0006804098;SOULIE RESTAURATION SA;2019;53611;8755
0009071302;STEP - Marseille;2019;;70046760
0006202341;TSA  INOX;2019;;1343
0005702176;GROUPE LARBALETIER SASU;2019;;0
0006102272;TREDI;2019;;1490379
0007000637;MG-VALDUNES  (ex VALDUNES SAS);2019;;745609
0005702721;SAICA PAPER EL;2019;;1727758
0006102767;POLYTECHNYL (ex RHODIA);2019;66067;
0006702475;NOVARTIS PHARMA SAS (biotechnologie);2019;185028;682539
0010001145;ESSITY OPERATIONS FRANCE (ex TISSUE);2019;;1742009
0005900821;FROMAGERIES BEL PRODUCTION FRANCE (FBPF);2019;35810;
0007201327;RIBOULEAU  MONOSEM;2019;922;
0007004012;Galloo France;2019;0;
0025000023;VALEST;2019;0;11652
0006301299;NORPAPER NANTES;2019;575613;
0006802518;DAHER SOCATA;2019;7510;1690
0006700640;TREFIMETAUX SAS;2019;1609;67051
0005902679;FLEX-N-GATE (AEE - FAURECIA);2019;8654;0
0006405412;GDF SUEZ THERMIQUE FRANCE;2019;;152509920
0005301290;COMPAGNIE DES FROMAGES & RICHESMONTS;2019;;659054
0005900191;PROFIALIS;2019;0;17387
0010000745;SNCF VOYAGEURS - SNCF MOBILITES;2019;3013;0
0005101171;LE PLOMB FRANCAIS;2019;;4996
0005101952;NESTLE production PURINA PETCARE;2019;;150760
0006001679;SAICA PACK;2019;1157;
0009071401;STEP - CAEN;2019;0;13905230
0006600276;DISTILLERIE LA CAVALE;2019;11932;
0056100545;TRAITEUR DE LA TOUQUES;2019;54904;
0007006492;ALIPHOS ROTTERDAM BV;2019;;408851
0006102267;SIEGFRIED St Vulbas SAS;2019;50591;791304
0005801247;PHARMASYNTHESE SA;2019;2403;147
0006301268;TRIVALIS;2019;;5275
0005202507;SAFRAN Helicopter Engines;2019;;597736
0006802560;ECONOTRE;2019;;37629
0055000439;SOCOPA VIANDES;2019;;138552
0006202492;MAILLE VERTE DES VOSGES;2019;32557;
0010200096;LABORATOIRES M&L;2019;;17700
0006102791;BOURGEAT;2019;4407;
0005800429;AHLSTROM SPECIALITIES;2019;;348021
0006102927;CLEAN 38 SOCIETE NOUVELLE;2019;5339;
0007006131;RECYCO;2019;;0
0006102031;ARCELOR MITTAL WIRE FRANCE;2019;26206;421084
0006301389;ALLARD Emballages;2019;;635307
0010001940;REHAU TUBE SARL;2019;;0
0005520241;SPECIALTY MINERALS FRANCE (ex SOLVAY);2019;13437;
0007000742;DAUDRUY VAN CAUWENBERGHE et FILS;2019;;351346
0010600487;COURLY STEP DE LA FEYSSINE;2019;300922;
0005500170;ENTREMONT ALLIANCE;2019;379474;
0005701515;TEREOS FRANCE;2019;;0
0005401259;AIR LIQUIDE France INDUSTRIE;2019;800;9979
0052904249;SFV;2019;10382;
0009000122;3e RMAT DETACHEMENT DE VAYRES;2019;4500;500
0005702999;SAIPOL;2019;;24187
0006104645;THERMOCOMPACT S.A.;2019;;40223
0006103045;FSP ONE;2019;;2411
0006406645;ISDND CENTRE STOCKAGE DECHETS ULTIMES 04;2019;;14685
0010000504;LHOIST FRANCE OUEST;2019;;313530
0005400431;CARRIERES ET MATERIAUX;2019;;274418
0006002605;SILAB - STE INDUSTRIELLE LIMOUSINE;2019;84976;
0006702408;SMICTOM d'Alsace Centrale;2019;7865;
0006700404;ROQUETTE FRERES;2019;;2751932
0006103730;RHODIA OPERATIONS;2019;60260;
0006604226;PIERRE FABRE DERMO COSMETIQUE;2019;;55977
0007001052;SI2D;2019;216;
0007100701;EDF-SEI;2019;;567
0006700570;RAVAGO Building Solutions France;2019;;117227
0005800610;SAINT LOUIS SUCRE;2019;;212177
0005800503;CARLO ERBA REAGENTS Val de Reuil;2019;3654;600
0005701186;FAURECIA AUTOMOTIVE INDUSTRIE;2019;;1449
0005301810;ELVIA PRINTED CIRCUIT BOARDS;2019;;61189
0006700763;CORPLEX France Kaysersberg;2019;;86568
0006802170;DANONE FRANCE  Sas;2019;33975;
0006201021;COMPAGNIE DES FROMAGES ET RICHESMONTS;2019;;240550
0005101610;SAINT GOBAIN GLASS;2019;175419;
0006104159;ELM;2019;27419;
0055602485;BCF LIFE SCIENCES;2019;186100;
0010600172;ELIS R.A. EX CWS FRANCE;2019;42820;
0005800607;BOREALIS CHIMIE;2019;;2510160
0052904354;CANDIA;2019;182449;51631
0005700724;MC CAIN ALIMENTAIRE;2019;;923832
0006600262;LAFARGE HOLCIM;2019;0;0
0006301407;SAVONNERIE DE L'ATLANTIQUE;2019;1288;120000
0006400997;LYONDELL CHIMIE SAS;2019;;973511
0006401314;CARRIERE LAFARGE GRANULATS FRANCE mallem;2019;;0
0006301012;SOCIETE FROMAGERE DE CHARCHIGNE;2019;;370767
0005500031;ELIS BRETAGNE (STE);2019;71885;
0005301108;KALHYGE 2;2019;25135;
0054200286;SOCIETE FOREZIENNE D'ABATTAGE;2019;19961;
0006102564;BOIRON FAUGIER G.I.E;2019;87581;
0005800439;CHEVRON ORONITE SAS;2019;;664004
0005503324;DAUNAT BRETAGNE;2019;47568;
0006400053;CEGELEC SUD-EST;2019;669;
0010001514;SAFIL;2019;357;2957
0006300037;CHARIER CM - CARRIERES ET MATERIAUX;2019;;989767
0056401753;Arcadie Sud-Ouest;2019;69047;
0006411266;INEOS CHEMICALS LAVERA LPP (ICL - LPP);2019;79620;132814
0005100467;ROQUETTE Frères;2019;;863257
0006401102;SCA LA GAILLARDE;2019;2859;
0006000439;CARTONNERIE JEAN;2019;;45728
0010000641;FORBO Château-Renault SAS;2019;17192;
0057903131;SAS LOEUL ET PIRIOT;2019;67423;
0006700717;FONDERIE DE LA BRUCHE - COLIBRU;2019;2271;140121
0006701770;L&L PRODUCTS EUROPE;2019;2231;
0009074402;STEP - Petite Californie;2019;;11133181
0005800413;REVIMA;2019;;7659
0007402258;SIAAP;2019;2569469;
0005200998;MEDA  MANUFACTURING SAS;2019;30658;
0005200721;UCVA;2019;;50457
