identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0006503465;ALPA ACIERIES LAMINOIRS PARIS;2019;34106;;326628;
0010001557;TEREOS FRANCE;2019;783852;;10202;
0006102652;SODEREC INTERNATIONAL S.A;2019;8120;;;
0005701719;TEREOS FRANCE;2019;208421;;161195;
0005207576;ELIS BERROGAIN;2019;17226;;143;
0005204554;SAS GROUPE DANIEL;2019;;12213;;
0006300037;CHARIER CM - CARRIERES ET MATERIAUX;2019;640956;;;
0007002799;MENISSEZ FRAIS SAS;2019;;;96021;
0052500675;FROMAGERIE MULIN SAS;2019;;;92933;
0007002548;SI GROUP-BETHUNE;2019;146290;;;
0006807009;EURALIS GASTRONOMIE SAS;2019;350990;;10358;
0052901614;EARL DE ROC H GUEN;2019;12071;;;
0007100060;COMPAGNIE LAITIERE DES MASCAREIGNES;2019;329497;;71671;
0005801578;NIPRO PHARMAPACKAGING FRANCE;2019;41589;;1107;
0006401321;CONSERVES FRANCE;2019;229744;;;
0007001409;CANELIA;2019;;;273584;
0006803194;PROLAINAT SA;2019;;;145315;
0005500609;BUNGE France;2019;;;212720;
0055603184;SARL DE L'OUST;2019;12500;;;
0058600345;EARL LA JOUBERTIERE MR GOURMAUD;2019;10500;;;
0006700612;LILLY FRANCE;2019;;;258884;
0006802412;SETMI;2019;;222937;140221;
0007001279;ENGIE Thermique France - Centrale DK6;2019;;211105;;581332350
0006300988;FLEURY MICHON LS;2019;;;203618;
0005201748;SÉBASTIEN LABARRIERE;2019;172748;;;
0005303622;YSCO FRANCE;2019;;;154744;
0005803207;SEA-TANK ROUEN;2019;26885;;;
0052902712;EARL DE KERVICHEN;2019;10600;;;
0006401061;EDF CCG de Martigues;2019;;242260;5432;493431136
0006102885;ST MICROELECTRONICS;2019;;;3467320;
0007001186;SIB (ex CEMA);2019;7555;;9928;
0009076702;Station d'épuration des eaux usées de l'Eurométropole de Strasbourg;2019;741260;;5946;
0006700648;LANA PAPIERS SPECIAUX II;2019;521455;;;
0006401556;ORANGINA SUNTORY FRANCE PRODUCTION;2019;324083;;1019;
0006301010;SOCIETE LAITIERE DE MAYENNE;2019;3213;;408632;
0005101904;PROCTER et  GAMBLE AMIENS;2019;;;774680;
0006700404;ROQUETTE FRERES;2019;8084340;22347268;;
0006300391;CHARIER CM - Guichonnet;2019;33705;;;
0052902597;PRIMEL GASTRONOMIE;2019;19294;;53493;
0005202760;YARA France SAS;2019;;1504193;;
0006303453;OVOTEAM;2019;;;93234;
0005201506;Usine DRT Castets;2019;;;167114;
0007406008;SNCF Technicentre Atlantique;2019;;;135739;
0005601338;GERENTES SAS;2019;;28446;103900;
0006301007;HERBIGNAC CHEESE INGREDIENTS;2019;152589;;583365;
0052900719;SCEA DE KERLAOUENAN;2019;18250;;;
0005101916;Mersen (ex CARBONE LORRAINE);2019;;;78655;
0007001055;SEVELNORD;2019;231389;;25559;
0052901895;SARL DE KERANFORS;2019;15689;;;
0052903875;SAS FERME DU COSQUER;2019;14972;;;
0005515356;KERMENE - TRELIVAN;2019;;;112808;
0005101072;REGEAL;2019;61018;;0;
0005400431;CARRIERES ET MATERIAUX;2019;;309290;3330;
0006100960;BALTHAZARD et COTTE;2019;39172;;;
0006200067;EDF - CCG Blénod;2019;;2148469;1989;
0053800596;ELEVAGE DU BUGEY;2019;13700;;;
0006303438;INITIAL SERVICES TEXTILES;2019;57087;;8;
0055603722;SOCIETE FROMAGERE DE PONTIVY;2019;;;307493;
0007201348;RHODIA  OPERATIONS;2019;1310866;;19859;
0010300099;SOLE MIO;2019;7800;;8100;
0006301481;VAUBERNIER;2019;;;129075;
0006802298;SAS TARNAISE DES PANNEAUX;2019;;301816;3419;
0005101078;COLGATE PALMOLIVE;2019;478998;;10689;
0006400685;SEM;2019;;40000000;;
0006000314;SMURFIT KAPPA Papier Recyclé France;2019;;1786704;6846;
0052903952;SCEA DE KERBREZELLEC;2019;14375;;;
0006101989;KEM ONE;2019;1887522;;1740;
0005701783;MALTEUROP FRANCE;2019;;;678339;
0057201121;DROUAULT;2019;55985;;3495;
0007300024;EDF Corse;2019;0;0;408980;0
0052902505;FRONERI FRANCE SAS;2019;40612;17716;133835;
0009000208;ONERA;2019;;14715000;;
0052902265;EARL DU MANOIR;2019;13500;;;
0005401426;TERREAL SAS;2019;;7029;19540;
0005102647;LAFARGEHOLCIM GRANULATS;2019;;7772;;
0006700642;ESSITY (ex TISSUE FRANCE);2019;878694;;120;
0007000949;SPECITUBES SAS;2019;19820;;;
0052902813;SCEA PICART;2019;12526;;;
0006601133;LANGUEDOC GRANULATS;2019;8164;;;
0007000761;AGC FRANCE SAS;2019;49744;785689;7869;
0052202451;EARL DE LA BELLE JOIE;2019;13670;;;
0010600538;HCL HOPITAL LYON SUD;2019;;;127058;
0006503183;SUEZ RV Energie - AZALYS;2019;;;57148;
0006204558;ARCELORMITTAL CF;2019;21727;;52578;
0005701122;CANELIA;2019;78111;;278340;
0006302382;BOUYER LEROUX SA;2019;11611;;3777;
0006302409;LES OEUFS GESLIN;2019;;;80224;
0005201174;SCEA FOUGERAIE;2019;18933;;;
0005401289;PRYSMIAN;2019;198707;;9140;
0055601902;SARL DES HORTENSIAS;2019;17600;;;
0006103135;PATURLE ACIERS;2019;46935;;6519;
0006302581;SAVED;2019;22389;;2032;
0006503345;LINXENS FRANCE;2019;49997;;;
0005401391;ETABLISSEMENTS BRUGERE;2019;56970;;;
0009074501;STEP - LA CHAPELLE-SAINT-MESMIN;2019;171763;;;
0005800355;ARKEMA;2019;;466602;2287;
0052900301;MARIE;2019;;;54726;
0005201008;SABENA TECHNICS BOD SAS;2019;18138;;226;
0052902925;EARL DU LEURIOU;2019;20500;;;
0007001228;REFRESCO LEQUESNOY (exEMIG PRODUCTION);2019;;73723;76063;
0005701489;FORBO SARLINO;2019;11006;;1966;
0006102124;VERALLIA Lagnieu;2019;125966;0;7164;0
0010400164;KERRY RAVIFRUIT;2019;126520;0;15381;0
0005301223;ANETT 2;2019;64886;;;
0050100327;LAITERIE COOPERATIVE AGRICOLE ETREZ;2019;;;61780;
0009069905;EDF - CNPE de Penly;2019;;285000;;2497999870
0007206660;SAS SABLIERES DE GOUEX;2019;130205;;;
0006400155;UNION GRAP'SUD;2019;;;50740;
0005601318;LES FROMAGERIES OCCITANES;2019;;260893;;
0007001084;SICCANOR;2019;;129600;2402;
0005800375;ASHLAND SPECIALTIES France;2019;904540;;;
0006301295;CONSTELLIUM MONTREUIL JUIGNE SAS;2019;;58702;4485;
0010400570;SCEA SOGIFRA - MEPIEU;2019;10000;;;
0006301300;ARJO WIGGINS SAS- papeterie;2019;;751570;;
0052216212;SCEA BOUETARD JF;2019;10686;;;
0010000220;SEALED AIR  SAS;2019;73555;;46747;
0052901332;EARL DU DRENNEC;2019;10928;;;
0005900890;SOCIETE FROMAGERE DE LONS LE SAUNIER;2019;;;105923;
0006003019;SPECIALTY MINERALS FRANCE;2019;;;274623;
0052903803;EARL CAPITAINE;2019;14335;;;
0006114913;SOCAFI (ITM);2019;79811;;;
0006400997;LYONDELL CHIMIE SAS;2019;;;3019495;
0006401302;DURANCE GRANULATS;2019;8320;;;
0051500300;LES FROMAGERIES OCCITANES LANOBRE;2019;;;67900;
0007402283;SIAAP;2019;233645;;124610;
0010000931;TERR'LOIRE (Société Nouvelle);2019;148531;;;
0006402211;Petroineos Manufacturing France SAS;2019;;4787738;52494;4500000
0005300973;FROMAGERIE DE LIVAROT;2019;123625;;12607;
0006402139;ELENGY (CAVAOU);2019;;145529824;18866;
0006502601;MAGIC RAMBO (ou SNC THIMEAU) (ELIS);2019;118058;;;
0005600197;TANNERIES DU PUY SAS;2019;;192449;;
0006800423;SABLIERES MALET SA (Martres tolosane);2019;313760;;;
0052205723;SCEA HAUTE HOUSSAIS;2019;8030;;;
0055601181;SCEA ANNIC;2019;7482;;;
0005300048;PIGEON GRANULATS NORMANDIE;2019;30101;;;
0018100044;FULCHIRON INDUSTRIELLE;2019;143315;;;
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2019;95727;51091;4556;
0005701601;MHCS - MERCIER;2019;12159;;1640;
0052902734;SCEA DES TROIS VALLEES;2019;14600;;;
0007000534;SYNTHEXIM (Site Calaire);2019;;5141;278321;
0006508999;MAJ ELIS;2019;51458;;4970;
0052700280;SOCOPA VIANDES;2019;;;89879;
0052903612;GAEC KERAUDY;2019;10700;;;
0005801044;DS SMITH;2019;4732278;;;
0052902141;SCEA DE LA VALLEE;2019;25050;;;
0005200074;BERKEM SAS;2019;45975;;1620;
0005302209;SOCIETE FROMAGERE DE DOMFRONT;2019;134202;;134202;
0006700018;EQIOM;2019;1657485;;;
0005600041;STELLANTIS (ex PSA Peugeot Citroen);2019;131400;;163056;
0005801350;MAJ (ELIS NORMANDIE);2019;134860;;5334;
0007402779;MAJ BLANCHISSERIE DE PANTIN;2019;;;55979;
0006110073;MP HYGIENE SAS;2019;;176020;2317;
0005200010;POLYREY S.A.S. (usine);2019;;599220;21544;
0006806474;COFELY;2019;211233;;;
0055603817;GAEC COUE;2019;13695;;;
0050100813;BOEHRINGER INGELHEIM SANTE ANIMALE;2019;24311;;3144;
0054901090;ELIVIA SAS;2019;;;223616;
0055603721;SOCIETE LAITIERE DE PONTIVY;2019;;1275553;161665;
0005802579;SNCF VOYAGEURS SA;2019;;18930;44213;
0005301484;AURYS GLASSOLUTIONS S.A.S.;2019;;;122716;
0006102523;SPIT;2019;675663;;;
0054902461;RIBOTELIERE (GAEC DE LA);2019;8858;;;
0006102435;LAFARGE CIMENTS;2019;374231;;;
0005801058;PRYSMIAN CABLES ET SYSTEMES FRANCE;2019;720703;;3704;
0009069901;EDF - CNPE du Blayais;2019;4013;5058354200;;
0052900635;BIOCEVAL;2019;39409;1420;;
0005300884;DANONE PRODUITS FRAIS FRANCE;2019;;;269959;
0006301099;COMPAGNIE EUROPEENNE DE TANNAGE-CET;2019;;155766;9837;
0055602981;EARL COSPEREC;2019;10950;;;
0010004439;NEXANS France;2019;24265;;6255;
0005211416;TORAY CARBON FIBERS EUROPE SA;2019;;;175220;
0053500596;TENDRIADE;2019;;;201073;
0005401208;PRYSMIAN;2019;70449;;5862;
0010004108;EBLY;2019;;;93346;
0010300065;NOVOCERAM SAS;2019;37019;;;
0007100088;Brasseries de Bourbon;2019;;;197719;
0006208290;Fromagerie RENARD GILLARD;2019;;;76080;
0005504355;PONTIVY COMMUNAUTE - STEP;2019;;2244640;;
0006411266;INEOS CHEMICALS LAVERA LPP (ICL - LPP);2019;;408886;33120;12264000
0006401807;Centre Commercial NICE TNL;2019;380919;;;
0006104466;TRIMET;2019;1066135;5601046;0;0
0010006622;NOVANDIE;2019;464152;;0;
0006802516;IMERYS;2019;17604;1513952;0;
0005600465;EUROPAFI;2019;;520818;14350;
0006104169;HCL HOPITAL DE LA CROIX ROUSSE;2019;;;92170;
0005101189;BIGARD SA;2019;;;76074;
0005501252;DAREGAL;2019;;;75509;
0052902496;EARL LE BERRE;2019;20750;;;
0006100821;SCB;2019;110337;;;
0052900746;GAEC DE LESTANET-HUELLA;2019;24000;;;
0006700717;FONDERIE DE LA BRUCHE - COLIBRU;2019;;140121;2271;
0009071301;Station d'Epuration : AIX EN PROVENCE LA PIOLINE;2019;;;66654;
0005200351;SIMOREP & CIE- CS MICHELIN;2019;599562;421577;12060;
0006702046;KERMEL;2019;2041804;;2500;
0006504594;DARBONNE;2019;364157;;;
0055602600;PEP BRIZEUX;2019;;;74556;
0006600448;CIMENTS CALCIA;2019;45043;;8743;
0007100099;Sucrerie de Bois Rouge;2019;;1005723;5797;
0054200986;CANDIA;2019;;;199201;
0005800545;MANOIR INDUSTRIES;2019;350531;;928;
0006103851;TOKAI COBEX SAVOIE;2019;905301;;3031;
0006107855;GENZYME POLYCLONALS;2019;;;60024;
0006300918;YARA FRANCE;2019;;;1082308;
0006400956;OXOCHIMIE;2019;;552172;;
0005701253;SAINT-GOBAIN PAM;2019;;742627;4865;
0005902723;GEMDOUBS (ex PAPETERIE DU DOUBS ex OTOR);2019;587030;;;
0052204897;EARL GRONE;2019;15184;;;
0007000658;TEREOS France;2019;514675;;2312;
0006506552;SANOFI CHIMIE;2019;454690;2139854;224711;
0057200464;VALLEGRAIN ABATTOIR;2019;18846;113640;;
0006705769;WAGRAM TERMINAL SAS;2019;15196;;1303;
0006601577;AXENS SA;2019;;;222170;
0006207526;FROMAGERIE HENRI HUTIN;2019;523989;;;
0005206066;DRAGAGES PONT DE LESCAR S.A.;2019;57225;;;
0006202541;VISKASE;2019;;797664;2446;
0006700614;LEUCO PRODUCTION SAS;2019;55800;;2060;
0006700373;SETE;2019;39328;;;
0006104473;MSSA S.A.S.;2019;;812189;33658;
0053502428;SOCIETE LAITIERE DE RETIERS;2019;276524;;745555;
0055601354;SCEA FORMAL;2019;14600;;;
0005900888;FROMAGERIES BEL PRODUCTION FRANCE;2019;;;67804;
0006804068;SOCIETE DES EAUX MINERALES DE LUCHON SAS;2019;161200;;970;
0010008426;INITIAL BTB;2019;20315;;;
0006802513;FERROPEM;2019;;1632996;2364;
0057400619;FRUITE SAS SITE II;2019;89203;;50471;
0006102993;ARKEMA;2019;24571472;;197710;
0052902842;EARL DE LA CIGOGNE;2019;15311;;;
0005101610;SAINT GOBAIN GLASS;2019;218943;;;
0009000296;RMT;2019;182356;;;
0006802181;Aubert et Duval usine de Pamiers;2019;7396;1090131;19481;
0006301731;NOVANDIE;2019;299598;;933;
0006700643;TEREOS STARCH & SWEETENERS EUROPE;2019;4367825;;38575;
0052903857;EARL TOURBOT;2019;11800;;;
0007205571;DISTILLERIE DE LA GROIE;2019;75107;;;
0006506453;TIRU;2019;;578169;8895;
0005300217;SNCF - ETS REGIONAL DES LIGNES NORMANDES;2019;;20400;7795;
0006202256;OI France SAS;2019;;336715;23566;
0005801222;LES ATELIERS DU GOUT;2019;;;115995;
0005702999;SAIPOL;2019;423455;;3735;
0010013356;ORGAPHARM consolidé (sites 1 et 2);2019;224835;0;32707;0
0006506277;SAFRAN AIRCRAFT ENGINES;2019;71556;;34114;
0010001585;SIFA TECHNOLOGIES SA (GROUPE ARCHE);2019;53366;;1273;
0005504193;HYDRACHIM;2019;12425;;16277;
0010010029;ICT FRANCE SAS;2019;466339;;5167;
0007300073;SARL CARRIERE CENTRE CORSE;2019;;11651;;
0009069939;EDF - CNPE de Cattenom;2019;;249304016;12200;
0006600803;UNION DES DISTILLERIES DE LA MEDITERRANE;2019;;130878;16459;
0054900588;CHARAL SAS;2019;18791;;174053;
0006103750;BENTA LYON;2019;;;79798;
0005804239;OSILUB;2019;;;140000;
0006200031;MANUFACTURE DE BACCARAT;2019;150020;34612;0;
0050100424;EUROSERUM;2019;12541;;;
0006100812;GRANULATS VICAT;2019;;136274;;
0006601574;GIE CHIMIE SALINDRES;2019;;533087;;
0006110007;COSMOPAR SA;2019;25672;;3478;
0006201556;SOCIETE MECANIQUE AUTOMOBILE DE L EST (SMAE);2019;62593;;8434;
0005901098;MILLERET Fromagerie;2019;;;185915;
0006506261;COCA COLA EUROPEAN PARTNERS FRANCE;2019;;;205258;
0006103189;EUROFLOAT;2019;127350;;44957;
0007001955;MAISON MENISSEZ SA;2019;;;174609;
0007204242;ANETT UN;2019;83528;;570;
0052904060;SCEA DANOUEDEL;2019;10350;;;
0007004376;DAUNAT NORD (ex DANIEL DESSAINT TRAITEUR;2019;;;62692;
0006802617;SOGEFI FILTRATION FRANCE;2019;;12229;1315;
0006600403;COMPAGNIE des SALINS DU MIDI;2019;;589041;18359;44000000
0006502209;CALCAIRES DE LA BRIE;2019;434393;;;
0005101341;Brasseries et Cidreries de Milly;2019;16188;;;
0016400436;SOC NOUVELLE DES ETS ROCHIAS;2019;7090;;24417;
0007003326;C&D FOODS France;2019;;;61580;
0052901489;EARL DARE;2019;10350;;;
0052903737;LANNON Dominique;2019;12850;;;
0006302424;ELIS ANJOU (SAS LES LAVANDIERES);2019;;;88559;
0052400144;TOMATES D'AQUITAINE;2019;110000;;1717;
0006700723;ALOXAN;2019;18448;;2490;
0052201315;GAEC DE LORGERIE;2019;;10754;;
0006102314;TANNERIE D'ANNONAY S.A.;2019;;;112909;
0052900432;SOCOPA VIANDES;2019;;;287181;
0052902774;SAS LE VERGE;2019;22540;;;
0005100349;SOPROCOS;2019;57890;;958;
0006112223;CEICA INDUSTRIE SAS;2019;1082376;;;
0006207572;INEOS Polymers SARRALBE SAS;2019;;2370298;43909;
0007000575;DICKSON CONSTANT;2019;;;84592;
0006700656;VELCOREX since 1828;2019;187457;;6112;
0006105231;KALHYGE 1;2019;15587;;3596;
0007000956;ARCELORMITTAL FRANCE Dunkerque;2019;;13908419;749730;43800000
0022100006;ALBIOMA LE MOULE;2019;0;1539087;3457;
0007000772;PREFERE RESINS FRANCE (ex DYNEA);2019;;11308;575;
0007005525;EDF Bouchain_CCG;2019;;2801185;2458;
0006200199;SAINT GOBAIN PAM (Usine Foug);2019;359641;1870221;37000;
0006502721;Société des Calcaires de Souppes / Loing;2019;18000;;;
0006501905;LINDE France s.a.;2019;;74120;3028;
0052904354;CANDIA;2019;;180984;1975;
0005800595;HOLOPHANE SAS;2019;107307;;3655;
0010000839;BABY;2019;56754;;15075;
0005901100;FIDAY GESTION;2019;6040;248503;6513;
0005800543;SEALYNX INTERNATIONAL;2019;4277;515186;7378;
0005101507;SYNTHOS ( ex INEOS STYRENICS);2019;84085;76321;1605;
0010004861;GSM;2019;2650;177198;;
0006508159;KNAUF PLATRES et Cie;2019;231908;;12966;
0005701906;BRODART;2019;18616;;1346;
0007000589;INEOS STYROLUTION FRANCE SAS;2019;1176143;;;
0005503619;ELIS LOCALINGE;2019;74188;;1565;
0055603496;KERMENE;2019;;;60103;
0009069914;EDF - CNPE de Cruas;2019;2000;447641984;;
0007000711;SASA;2019;8000;;3094;
0052900217;BRIANT (EARL);2019;14500;;;
0006100944;CEMEX Granulats Rhône Méditerranée;2019;61575;;;
0006300337;PIGEON GRANULATS LOIRE ANJOU - Nyoiseau;2019;;42500;;
0007001142;FINDUS France (SA);2019;;;53324;
0006700652;TIMKEN EUROPE;2019;24895;;21307;
0005302582;SOFEDIT SAS;2019;37101;;;
0005701475;O-I FRANCE SAS;2019;48287;;40706;
0009069936;Centre CEA Paris-Saclay - Site de Saclay;2019;;;80668;
0007000962;IMERYS (ex Kerneos);2019;;;114176;
0005700052;GRANULATS GNE Carrière de Pierre Bleuee;2019;17635;;;
0006502739;OUVRE FILS Sucrerie et Distillerie;2019;7270;18460;5692;
0005200249;FORESA FRANCE SAS;2019;114879;;92402;
0006503111;SABLES DE BREVANNES;2019;;65171;;
0010000712;OUDIN Cartonnerie;2019;;150430;;
0006103633;JTEKT AUTOMOTIVE LYON;2019;1185036;;;
0005701763;LE BRONZE INDUSTRIEL (ancienne);2019;323998;;667;
0010300109;VALRHONA;2019;27890;;29235;
0006104344;ARC FUSED ALUMINA;2019;811983;1117659;;
0006400055;Sté ELIS SANTE ROUSSET;2019;;;92215;
0052902705;EARL DU KOZKER;2019;10889;;;
0005701671;TEREOS NUTRITION ANIMALE;2019;97880;;464;
0010001801;VALCANTE - Nouvelle UIOM;2019;36997;;14200;
0005302864;MONT BLANC SAS;2019;376426;;1030;
0005300806;ARKEMA;2019;;;368435;
0051401428;BROCELIANDE - ALH;2019;;;110493;
0006503241;SAINT GOBAIN ABRASIFS;2019;29931;;20156;
0052903144;SARL BERTHEVAS;2019;15200;;;
0006506266;CEVE (Ex SDCC);2019;;;117658;
0007000673;ASCOMETAL LES DUNES (ex ASCO Industries);2019;11765;1100494;64664;
0010001744;DURALEX INTERNATIONAL;2019;53439;;4;
0006101563;GRANULATS VICAT;2019;114010;;;
0010000902;BTG BOUTHEGOURD;2019;116230;;445;
0005800585;KIMBERLY CLARK SNC;2019;209537;;148919;
0009000321;AIA Ambérieu en Bugey;2019;9890;;1619;
0007001833;TATA STEEL MAUBEUGE SAS;2019;;285896;13284;
0005902685;INOVYN France;2019;21591972;25723996;;
0007402253;SGD SA;2019;71480;;112877;
0006802944;ARIANEGROUP (ex HERAKLES);2019;;1244110;11581;
0006301701;MESSER FRANCE;2019;;;144000;
0006401133;ABC INDUSTRIE;2019;157010;;;
0010004681;LISI AUTOMOTIVE NOMEL SAS;2019;100914;0;350;
0005500769;JRS  MARINE PRODUCTS LANDERNEAU;2019;;774962;7023;
0005700958;CEMEX GRANULATS  - Région Val de Seine;2019;32095;;;
0040000207;EVOLLYS;2019;;;277265;
0006109203;SPIT;2019;202748;;;
0006501602;BASF (ex COGNIS FRANCE SIDOBRE SINNOVA);2019;;258382;118804;
0005701543;VERALLIA-FRANCE;2019;56380;;;
0057400015;ENTREMONT SAS;2019;27203;;54128;
0005800699;COOPER STANDARD FRANCE Etb LILLEBONNE;2019;;546770;2052;
0005504579;VERGERS DE CHATEAUBOURG SAS;2019;;;272145;
0005800509;ORIL INDUSTRIE;2019;;326763;80264;
0006102911;CATERPILLAR FRANCE S.A.;2019;160735;;22797;
0006201080;EURIAL ULTRA FRAIS;2019;;;297267;
0006802998;AUTONEUM France SASU;2019;8239;;1716;
0053503228;LES DELICES DU VAL PLESSIS SAS;2019;92024;;11519;
0052905032;EARL LOSTANLEN;2019;17892;;;
0005201616;SOLEAL SAS;2019;305358;;8681;
0005302750;SOCIETE EXPLOITATION DES SOURCES ROXANE;2019;47663;119361;395976;
0005202274;RAYNAL ET ROQUELAURE;2019;;90532;475;
0007000656;TEREOS Sucrerie de Boiry;2019;183577;;20228;
0006100080;SARL DANNENMULLER THIERRY;2019;35520;;;
0052204653;SCEA ELEVAGE DE LA VALLEE CAVET;2019;25550;;;
0005302849;LACTALIS NESTLE ULTRA FRAIS MARQUES;2019;549979;;;
0053501141;GAEC BINARD;2019;14480;;120;
0058900008;SCEA LES TREMBLATS II;2019;19079;;;
0006700361;NLMK Strasbourg;2019;2012373;;13001;
0006601116;SANOFI Aventis R&D;2019;;;73208;
0005101667;DOW France (ex ROHM AND HAAS);2019;;18000;2123;
0007000473;BRIDGESTONE/FIRESTONE FRANCE SA;2019;152899;0;8236;0
0009069906;EDF - Site de Brennilis;2019;535423;;;
0010300046;DELIFRANCE;2019;45326;;65410;
0006100900;BUDILLON-RABATEL;2019;231913;;;
0006503523;CNIM THIVERVAL GRIGNON;2019;;;52358;
0052904209;EARL BONNIOU;2019;10000;;;
0006104447;RDM LA ROCHETTE  SAS;2019;;2838910;57440;
0006400411;RAYNAL et ROQUELAURE Provence;2019;448202;0;0;0
0005511494;INITIAL BTB (BLANCHISSERIE);2019;14916;;6406;
0006303646;BOUYER LEROUX SA;2019;14713;;;
0005701609;SAS GIVAUDAN France;2019;127513;;423;
0005202507;SAFRAN Helicopter Engines;2019;80055;517681;23552;
0050100364;BRESSOR SA;2019;366018;;10321;
0057101443;PALMID'OR BOURGOGNE;2019;;;89732;
0051600408;SCEA KERGHYL;2019;11190;;;
0006100872;GRANULATS VICAT;2019;22559;;20;
0006900568;EDF PEI Bf2;2019;;;866;97649
0054500401;DOMAINE DES ACACIAS;2019;9000;;;
0006600307;GROUPE GRAP'SUD rieux;2019;;36772;1200;
0006103724;KEM ONE;2019;2556706;2548178;11418;0
0005701961;Michelin MFPM;2019;;;604615;
0010003753;CEMEX GRANULATS NORD;2019;175739;;;
0006103643;BioMerieux SA;2019;;;50812;
0006102645;AIR LIQUIDE FRANCE INDUSTRIE;2019;133329;;;
0006301139;BSN medical SAS;2019;;64783;2006;
0005101887;METEX NOOVISTAGO (ex AJINOMOTO);2019;5741636;;;
0007000489;NORPAPER AVOT-VALLEE SAS;2019;1112728;;8456;
0006101466;CARRIERES DE SAINT LAURENT;2019;74150;;;
0006103192;AIR LIQUIDE ADVANCED TECHNOLOGIES;2019;109079;;4758;
0052902590;GUILLERM MORIZUR (EARL);2019;10940;;;
0006105210;SARL élevage du Formans;2019;9980;;1500;
0005201764;CHEMVIRON;2019;485316;;5531;
0005800410;RENAULT S.N.C.;2019;1404276;;26797;
0005901226;LA ROCHERE S.A.;2019;;76898;3438;
0006102837;TECUMSEH CESSIEU SAS;2019;42987;;1574;
0006700502;CICE-CIE INDUSTRIELLE DES CHAUFFE EAU;2019;30548;;7356;
0006700722;ALSACE LAIT;2019;;2030239;;
0005800433;LAFARGEHOLCIM CIMENTS;2019;;;55653;
0005700724;MC CAIN ALIMENTAIRE;2019;1003432;;;
0007004733;MINAKEM DUNKERQUE PRODUCTION;2019;;;66042;
0006900013;EDF SEI;2019;;;227429;
0010001132;FEDERAL MOGUL OPERATIONS FRANCE;2019;82062;;3391;
0006802382;GIT  SAS;2019;29200;;2660;
0006802822;MECAERO;2019;16268;;;
0052900549;SARL LE GALL;2019;9500;;5000;
0006700429;DSM Nutritional Products France;2019;552240;;275729;
0006102064;AEROCAN FRANCE;2019;;31213;10696;
0006201398;BAUMGARTEN S.A.;2019;;77474;;
0006700463;PUNCH POWERGLIDE (Ex GM);2019;3864643;;7139;
0007002299;SOUP'IDEALE;2019;;;64207;
0006802267;PIERRE FABRE MEDICAMENT;2019;48909;;31768;
0054902469;SECHET CHAINDRIE (GAEC);2019;12959;;;
0006400004;CEA CADARACHE;2019;;311815;;
0005201807;EGGER Panneaux & Décors;2019;107055;;12497;
0055602261;EARL DES ROSES;2019;10500;;;
0003801489;AOPLI Association d'Organisation de Producteurs de Légumes d'Industrie;2019;;219902;;
0010003759;EQIOM Granulats (ex HOLCIM);2019;16917;;;
0005601336;Cie FROMAGERE VALLEE DE L'ANCE;2019;;;256135;
0006802185;Papeteries de Saint-Girons Sas;2019;1243616;849900;2811;
0007000540;BLEDINA;2019;;;676950;
0007206418;IFF;2019;655013;;7352;
0007402709;ECOPUR;2019;29086;;1883;
0007202778;ROUSSELOT ANGOULEME SAS;2019;;1403075;31584;
0007000110;CCM SARL;2019;4701994;;3268;
0005504192;ELIS FOUGERES (ex BBL);2019;37009;;;
0052901266;COMPAGNIE LAMPAULAISE DE SALAISON;2019;115696;;16601;
0006301119;QUALIPAC ALUMINIUM;2019;;;50736;
0052901771;SCEA DES AJONCS;2019;11680;;;
0005701339;FORGES DE COURCELLES;2019;;56386;;
0052204603;SCEA BALUSSON;2019;;32392;;
0005300633;SOCIETE FROMAGERE DE CLECY;2019;;;98617;
0007402245;CLIMESPACE  (i738);2019;;;133990;
0006802640;Sage Automotive Interiors Fr;2019;40142;;6841;
0006103844;RENAULT TRUCKS SAS;2019;274139;;56297;
0055601815;EARL LE COCHON DE SAINT UTEL;2019;8000;;;
0006300974;ELENGY;2019;;122901872;66475;
0005401144;Aperam Stainless France;2019;;1028688;48851;
0005520241;SPECIALTY MINERALS FRANCE (ex SOLVAY);2019;;;53679;
0055100052;LES ELEVEURS DE LA CHAMPAGNE;2019;105291;;602;
0005300005;FLECHARD;2019;220510;;2493;
0006411944;INEOS TECHNOLOGIES FRANCE SAS (ITF);2019;;137497;3628;
0006105232;MAJ ELIS RHONE-ALPES;2019;86154;;2664;
0055602148;EARL DES PINS;2019;12432;;;
0006500251;SAMIN;2019;239653;;;
0006103291;SNF SAS ANDREZIEUX;2019;;;682772;
0005601337;ENTREMONT ALLIANCE;2019;;;141370;
0058600522;AXIOM - ELEVAGE DE CHANTELOUP;2019;29818;;97;
0009069929;CEA Marcoule;2019;;11049500;;
0005700579;SOCIETE DES CARRIERES DE L'EST;2019;18000;;;
0005800348;ExxonMobil Chemical France;2019;;;755248;
0006400955;NAPHTACHIMIE ;2019;;11984448;197657;232677408
0005800454;CARRIERES ET BALLASTIERES DE NORMANDIE;2019;;325985;;
0052902578;SOCIETE JEAN MARIE MINGAM;2019;;17582;;
0006103495;BOURG INDUSTRIE (EX AUFIGEST);2019;;7606;494;
