identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0005800349;ESSO RAFFINAGE;2019;5330719;;13647145;
0005100536;WILLIAM SAURIN;2019;548712;;;
0052902707;SA BIANEIS;2019;12000;;;
0052300038;SAS LES MONTAGNES D'AUZANCES;2019;;;73120;
0005201370;FRONERI Vayres (ex R&R ICE CREAM);2019;86485;;14702;
0006801182;ABCVL S.A.S.;2019;9248;;;
0006700567;DS SMITH PAPER KAYSERSBERG;2019;;1637639;;
0006802962;SCT (Société des Céramiques Techniques);2019;29470;;;
0006503972;X FAB FRANCE (ex ALTIS SEMICONDUCTOR);2019;579422;139413;10134;
0006600432;SANOFI-CHIMIE;2019;668068;0;9053;
0007001030;SICAL;2019;;446064;;
0010100230;COURANT SAS;2019;119365;;;
0006103796;E.G.P.;2019;22790;;0;
0005800587;ESSITY OPERATIONS FRANCE;2019;1670905;;62744;
0006802502;AGC Multi Material Europe SA;2019;;83026;1418;
0007408313;CLIMESPACE;2019;;;172325;
0006701518;FAURECIA INSPIRING MOBILITY;2019;133592;;2646;
0009069923;INSTITUT LAUE LANGEVIN;2019;30815;26656266;41791;
0006301373;CHARIER CM - CARRIERES ET MATERIAUX;2019;;258112;;
0006501736;ADP-CHARLES DE GAULLE;2019;;;202072;
0009077801;SIAAP - Site Seine Aval;2019;;362;344366;
0052900419;MOULIN DE LA MARCHE;2019;;;87180;
0007000790;RUBIS TERMINAL DUNKERQUE;2019;;20000;15292;
0006103213;SERGE FERRARI SAS;2019;502187;;;
0016300281;ROZANA;2019;52561;;5871;
0005500334;SECANIM BRETAGNE;2019;16401;0;1445;
0005301679;manumesure;2019;7100;;1029;
0005403182;BUTAGAZ;2019;47263;;1461;
0005501682;GROUPE ROCHER OPERATIONS;2019;;;116879;
0007003219;STAUB FONDERIE;2019;38504;;6527;
0006700724;CHALEUR HAUTEPIERRE;2019;13898;;;
0006400915;SOTRECO SAS;2019;14532;;1644;
0058502762;EARL BRETAUD;2019;10470;;;
0054400333;VIOL - CASTEL VIANDES;2019;117337;;9309;
0006700008;QUARTZ DE HAGUENAU;2019;312000;;;
0055000838;2J ORVAIN (GAEC);2019;;13716;;
0005800316;AIR LIQUIDE FRANCE INDUSTRIE;2019;;;157879;
0055500063;EARL Multiporcs de l'Aire;2019;10000;;;
0010000313;PAULSTRA;2019;65170;;5951;
0005800576;LINCOLN ELECTRIC FRANCE;2019;52196;;;
0005702271;WEPA France;2019;385884;;15838;
0006102463;JINWANG EUROPE (ex OCM);2019;465339;;1365;
0006510421;SEMAVERT - ISDND;2019;12600;;1389;
0010000473;VALORYELE;2019;62732;;3998;
0005900400;PAPETERIE DE MANDEURE;2019;;766471;3696;
0022200016;EDF SEI - PK;2019;;;32096;52639284
0009069927;Etablissement de LA HAGUE;2019;;548299;98986;
0005400367;EQIOM GRANULATS;2019;8737;;36;
0057600352;SCEA DU MONT AU ROUX;2019;29598;;;
0005101291;LAFARGE GRANULATS FRANCE;2019;;48300;;
0006803634;RAYNAL ET ROQUELAURE;2019;;;183445;
0006303238;CULTURES FRANCE CHAMPIGNON;2019;183247;;33012;
0005101506;BOSTIK;2019;;65510;14423;
0006200539;SAINT GOBAIN PAM;2019;1268010;2450602;;
0005900499;RIVEX ITW ( Ornans);2019;;113544;;
0006506498;VALO'MARNE (EX CIE);2019;381313;;6416;
0006201286;ARCELORMITTAL Gandrange;2019;;228796;3919;
0055603842;EARL LES CLOTURES;2019;11929;;;
0051600313;SCEA POLYPORCS;2019;11217;;;
0007000706;SCORA;2019;;;231045;
0005600444;PRECIFORGE;2019;12065;;;
0006802719;SOCIETE LAITIERE DE MONTAUBAN;2019;;198741;10124;
0006100234;GRANULATS VICAT;2019;27684;;;
0005800600;DISTILLERIE HAUGUEL SA;2019;;322214;1809;
0005702038;MALTERIES SOUFFLET et AGRICULTURE;2019;1016510;;;
0006103108;VICAT;2019;349460;;6217;
0006702151;SOJINAL;2019;177863;;304307;
0006601281;SAIPOL;2019;;;335211;
0052901610;EARL RUN AVEL SPI;2019;7360;;;
0005201642;Usine DRT Vielle-Saint-Girons;2019;25317;;555;
0006103078;ALR - ACIERIES ET LAMINOIRS DE RIVES;2019;80038;;6750;
0006102813;TRIVIUM ALUMINIUM PACKAGING France;2019;84805;0;;
0005401359;SALZGITTER Mannesmann Stainless Tubes;2019;;140650;7789;
0005202342;TORAY CARBONS FIBERS EUROPE SA;2019;267500;;43000;
0006103062;AHLSTROM-MUNKSJO LA GERE;2019;2980673;;;
0050100659;SOGIFRA - ST DIDIER;2019;11300;;;
0005701248;SOGEFI SUSPENSIONS FRANCE (ex ALLEVARD);2019;8128;;21840;
0005801305;FERRERO FRANCE;2019;31380;;12013;
0007002452;AGC FRANCE SAS;2019;13808;;2208;
0007000475;FEUTRIE SA;2019;;98266;723;
0006102859;SIRA;2019;64075;0;3586;0
0006802598;LAFARGE CIMENTS;2019;54096;;5176;
0055700590;CHARAL;2019;;;133160;
0006700794;WIENERBERGER;2019;;;80430;
0052204162;SCEA DAVID;2019;;12052;;
0050100111;COMPAGNIE ABATTAGE de BOURG EN BRESSE;2019;9358;;101441;
0056401753;Arcadie Sud-Ouest;2019;;;69047;
0005512136;BONNETERIE D'ARMOR (SAS);2019;;;63151;
0005101923;SCOTT BADER;2019;34869;;4854;
0007001933;RLST (Localinge);2019;;;72278;
0005401335;SUMIRIKO Rubber Compounding France;2019;;771815;3970;
0010004204;PROVA;2019;15914;;21735;
0006108774;CERDIA FRANCE SAS;2019;14364572;;;
0022100060;SIS BONNE MERE;2019;;562707;1810;
0006103394;SOFIDEL FRANCE;2019;221175;;;
0009076602;STEP - PERPIGNAN;2019;;;121289;
0006400397;DISTILLERIE GIRARD S.A.;2019;7401;;;
0005800331;YARA France;2019;;163107936;1660961;
0006803824;EUROSERUM;2019;;;97942;
0006501978;INITIAL HIGIENE SERVICES Nangis;2019;36109;;;
0005300463;CIMENTS CALCIA;2019;22645;79709;5372;
0052200753;SARL DE LA ROSETTE ex EARL;2019;9125;;;
0007000621;ARC INTERNATIONAL FRANCE;2019;556522;1218978;;
0052902594;LEONBERG (EARL);2019;21100;;;
0006200158;SOLVAY OPERATIONS FRANCE;2019;;49314264;;
0007001787;LESIEUR GENERALE CONDIMENTAIRE SAS;2019;;;64305;
0052900226;LICHOU (SAS);2019;11000;;;
0006304830;ELIS MAINE;2019;53692;;;
0007100457;COT - SOREBRA;2019;48611;;4190;
0052902721;GAEC DE KERBOULLOU;2019;8900;;;
0010000793;ALLAIRE;2019;164465;;1680;
0055602063;BERNARD salaisons;2019;;;145222;
0005601563;MAJ ELIS AUVERGNE;2019;23110;;22778;
0010800138;AD ORELEC;2019;18826;;;
0006501529;HELIO PRINT (ex H2D ex QUEBECOR );2019;;;70460;
0005800367;EURIAL ULTRA FRAIS;2019;175070;;22029;
0052501108;FROMAGERIE DE CLERVAL;2019;395258;;17685;
0052900281;EARL QUEMENEUR BERNARD;2019;10500;;;
0052902050;SAS PIERRE RANNOU;2019;39780;;500;
0057900586;SCEA PROPORCS;2019;16425;;;
0006806581;KNAUF INSULATION LANNEMEZAN SAS;2019;;181604;21677;
0006104744;EUROCAST THONON;2019;43890;;6132;
0009069931;EDF - CNPE de Belleville-sur-Loire;2019;924;159741088;;
0006400884;JEAN LEFEBVRE MEDITERRANEE SA;2019;;125838;;
0006700452;DMC SAS;2019;156591;;12;
0005103204;EDILIANS tuilerie de St Germer;2019;;13373;38237;
0055300051;SCEA VERRERIE (DE LA);2019;7300;;;
0007001689;RLST ELIS;2019;77622;;857;
0006104459;TECHCI RHONE ALPES;2019;;40439;432;
0007001147;GELMER;2019;;;55104;
0006104223;COURLY  GRAND LYON USINE LYON SUD;2019;7862418;;32323;
0006102997;FERROPEM;2019;;1275015;30760;
0005601769;DIEHL POWER ELECTRONIC;2019;;;68246;
0006800551;DRAGAGES GARONNAIS (villeneuve-cede);2019;23620;;;
0006104157;HCL HOPITAL EDOUARD HERRIOT;2019;;;154784;
0006103908;GRID SOLUTIONS SAS;2019;309188;;5112;
0052903051;GAEC AUX QUATRE VENTS;2019;15760;;;
0006400347;MAJ SA;2019;104522;;1570;
0007002893;DELPHARM LILLE SAS;2019;;;56000;
0006400508;PROVENCE IQF SAS;2019;100458;0;380;0
0005503449;TRIBALLAT NOYAL - Usine SOJASUN;2019;56867;;329000;
0052901434;SARL JO MOAL;2019;8180;;;
0006400874;FIBRE EXCELLENCE PROVENCE;2019;;15990130;;
0006102818;PATHEON FRANCE;2019;377854;;33420;
0006400353;LA MESTA SAS;2019;12328;;28166;
0052903106;AQUADIS NATURELLEMENT;2019;;428938;9926;
0006101808;GRANULATS VICAT;2019;103212;;;
0010007721;BLANCHISSERIE BLESOISE;2019;74107;;1750;
0006102025;NEXANS FRANCE;2019;16683;;4022;
0005500191;DUJARDIN BRETAGNE (SAS);2019;;;264940;
0007201656;PAPETERIE SAINT MICHEL - GROUPE THIOLLET;2019;;1223490;;
0005301918;FLORETTE FRANCE GMS;2019;;;381164;
0006400414;SUEZ RV ENERGIE;2019;79555;;20212;
0005301322;GUY DEGRENNE INDUSTRIE;2019;;12659;18479;
0009000279;CENZUB-94°RI;2019;135193;;;
0010300115;ANDROS;2019;849591;;63406;
0006500219;LAFARGEHOLCIM Granulats;2019;;51600;;
0006301021;Fromageries BEL Production France;2019;;;87356;
0005600518;GRANULATS BOURGOGNE AUVERGNE;2019;;17317;;
0006700570;RAVAGO Building Solutions France;2019;;;117227;
0057300315;PROVENT SDPR - PORCHERIE DE SAINT GIROD;2019;10020;;;
0009069940;EDF - CNPE de FESSENHEIM;2019;130485;2251430910;;
0010004219;PROCTER ET GAMBLE BLOIS;2019;;;220690;
0058502919;SCEA VINET BRUNO (Les Places);2019;7590;;;
0006400504;FLORETTE France GMS;2019;359972;;6922;
0058600274;SCEA PORC BEL AIR;2019;18250;;200;
0005702992;CRISTANOL;2019;992964;;649;
0007202009;MOREAU Kléber SA Carrières;2019;78928;;;
0006104340;ARC FUSED ALUMINA;2019;313501;;;
0005105255;PQ France;2019;;159567;;
0006803107;Boehringer Ingelheim (ex MERIAL);2019;52684;;5748;
0050100333;MONTERRAT S.A;2019;;;198097;
0006700455;TANNERIES HAAS;2019;10622;4559;6254;
0006803366;MPG Mauzac (installation);2019;71580;;296;
0009069941;EDF - CNPE de GOLFECH;2019;;196738000;;
0006506686;COCA COLA EUROPEAN PARTNERS CCEP;2019;677460;;11664;
0006521615;BOUYGUES TRAVAUX PUBLICS;2019;;;81162;
0006700471;BOREALIS PEC RHIN;2019;3047495;114469656;48972;
0007000757;INGREDIA;2019;1406940;;2180;
0006601535;CARRIERE OMYA VINGRAU- ISDI;2019;14688;;;
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2019;244257;71902;13134;
0010005550;EURO 5;2019;38170;;4295;
0007403760;MA FRANCE;2019;23849;;;
0006201887;ArcelorMittal France - Train à chaud;2019;;;177465;
0006402097;SIBELCO Bédoin;2019;218476;;526;
0007101355;EDF-PEI SAS;2019;;;7509;102724
0005803187;TEREOS STARCH & SWEETENERS LBN;2019;;25349436;1710718;
0005518328;SCEA TERRE ET PORC;2019;;12775;;
0006601361;STERIMED SAS (Ex ARJOWIGGINS);2019;;1463876;19761;
0005801105;ORIL INDUSTRIE;2019;;;106250;
0005800299;TOTALENERGIES FLUIDS;2019;1;360414;2325;0
0006102185;SAICA PACK;2019;19044;;934;
0006501584;THIMEAU MAGIC RAMBO-ELIS;2019;115496;;;
0005702980;ANETT 9;2019;54855;;324;
0052901231;SCEA DE KERSCAO;2019;20800;;;
0053500356;SCEA DE LA MAUDAYAIS;2019;11542;;;
0009000032;BA 107 Villacoublay;2019;23000;;;
0006500137;SIBELCO France;2019;82583;;4485;
0005401274;CHEMETALL SA;2019;55397;;18057;
0005800398;CRISTAL UNION;2019;14202;;3095;
0009069916;EDF - CNPE du Tricastin;2019;0;4054363900;34000;
0006102272;TREDI;2019;1328146;;242812;
0052202936;GAEC DES MEZERAIS;2019;8803;;;
0005701552;ADM Bazancourt SASU;2019;1280847;;;
0005901267;KNAUF INDUSTRIES;2019;14664;;496;
0006501121;REP;2019;39063;;5105;
0010007479;HIRSCH FRANCE (ex PLACOPLATRE);2019;45000;;540;
0010100172;ALLAINE SA;2019;352326;;;
0006800277;GRANULATS VICAT;2019;;21398;;
0052500247;Fromagerie JEAN PERRIN S.A.PERRIN VERMOT;2019;;54460;33206;
0005102362;AJINOMOTO FOODS EUROPE;2019;;;5340967;
0006600802;SAINT MAMET SAS;2019;;;393343;
0054901937;PASSERELLE (GAEC DE LA);2019;10773;;;
0005304386;NESTLE HEALTH SCIENCE FRANCE;2019;212364;0;447;0
0006700423;MARS Chocolat Steinbourg;2019;;;72686;
0006104682;CEREAL PARTNERS FRANCE;2019;115472;;16106;
0007000056;CBS SAS.;2019;9265000;;269;
0052901419;SCEA DE LA ROCHE PLATE;2019;8191;;;
0005300452;CPO_COMPAGNIE PETROLIERE DE L'OUEST;2019;;7020;305;
0006201702;FERCO INTERNATIONAL;2019;;36937;14969;
0005302358;SOPARCO;2019;386487;;2127;
0005805710;COLLET SAS;2019;;49146;1750;
0005901640;SOCIETE DES CARRIERES DES LACS;2019;145530;;;
0006108628;BOIRON FRERES;2019;;2047;84745;
0006401317;S.A.S. DURANCE GRANULATS;2019;9475;;161893;
0006503267;SUEZ EAU FRANCE flins;2019;29919580;;;
0006202530;ANETT ALSACE LORRAINE (ex ANETT QUATRE);2019;40823;;239;
0007000936;TEREOS Sucrerie de Lillers;2019;710711;;7895;
0052300359;SE CHAVEGRAND SAS;2019;100013;;78794;
0005501218;PDM INDUSTRIES;2019;;3900620;1910;
0006700171;GRAVIERE DE STATTMATTEN;2019;659762;;;
0006808596;GRANULATS VICAT;2019;;13610;;
0006800360;MIDI PYRENEES GRANULATS;2019;;50446;;
0006400889;MAREVA PISCINES ET FILTRATIONS;2019;29283;;;
0005702108;LACOSTE OPERATIONS;2019;260571;;;
0010004249;HUTCHINSON;2019;;289869;35304;
0007000776;PRODUITS CHIMIQUES DE LOOS;2019;1106726;2109373;33729;
0052900031;EARL DE KERVORICE;2019;;17000;;
0010000633;AIR LIQUIDE FRANCE INDUSTRIE;2019;8983;;3988;
0006700663;CRISTAL UNION;2019;1285131;;;
0005301860;ETS NEW MAISONNEUVE KEG;2019;10014;;4897;
0006700690;MANUFACTURE HARTMANN - EURO TF SAS;2019;;143851;2805;
0010300163;AUTAJON SP;2019;10530;;517;
0005600467;Société des Eaux de VOLVIC;2019;2432737;;27691;
0006600526;GRAP'SUD;2019;;;298760;
0009069801;CEA Marcoule;2019;;2479962;;
0052904383;ETABLISSEMENTS PAUL PAULET;2019;;;77827;
0006107527;VENCOREX FRANCE;2019;23294108;28551052;156246;
0055602681;SOCIETE VOLAILLES DE PLOURAY;2019;114217;;;
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2019;;3096899;4398;
0005800392;DANONE PRODUITS FRAIS FRANCE;2019;;;581098;
0056901142;L'EUROPEENNE D'EMBOUTEILLAGE;2019;220000;;244492;
0050100110;ABATTOIRS  DES  CRETS;2019;16383;;76675;
0005503651;KERMENE;2019;;;81655;
0006504202;SAFRAN AIRCRAFT ENGINES ( ex SNECMA);2019;33880;172371;16683;
0006804076;SOCLI;2019;0;17406;0;0
0006700050;LES GRAVIERES RHENANES;2019;882518;;;
0052903223;CAPITAINE COOK;2019;;87917;783;
0010000241;HYDRO ALUMINIUM EXTRUSION SERVICES;2019;31489;;585;
0005501786;CONSERVERIE MORBIHANNAISE Lanvenegen;2019;188271;141390;2583;
0005900536;ARMSTRONG BUILDING PRODUCTS S.A.;2019;139520;;6557;
0006401033;Air Liquide France Industrie;2019;;;578766;
0006104731;HACER TRAITEMENTS THERMIQUES;2019;8079;;2994;
0052901613;SAS BILLON;2019;37156;;;
0006506164;NCS PYROTECHNIE;2019;36986;;2832;
0005521826;FRANCE POULTRY;2019;;;740000;
0006109146;OCV CHAMBERY FRANCE;2019;312296;;15621;
0052903410;EARL PHILIPPE HASCOET;2019;9927;;;
0005701128;PSA AUTOMOBILES SA;2019;286529;0;19602;0
0007001045;CARGILL HAUBOURDIN SAS;2019;;11914259;1530573;
0005900641;PEUGEOT CITROEN  AUTOMOBILES SA;2019;;;74228;
0006205027;GLACES THIRIET SAS;2019;;;62681;
0005800763;BARRY CALLEBAUT FRANCE;2019;;;88688;
0055301388;STE FLECHARD RAYMOND ALLAIN LEBAILLY;2019;;;72517;
0007202099;REVICO;2019;;97581;318;
0005400425;GRANULATS BOURGOGNE AUVERGNE;2019;9250;;;
0005804281;INITIAL;2019;41439;;1359;
0052900706;EARL EMILY;2019;8000;;;
0053502445;SOCIETE FROMAGERE DE RETIERS;2019;;;156555;
0005801443;SANOFI WINTHROP INDUSTRIE;2019;;;99742;
0006304150;CET ENVIRONNEMENT;2019;;50350;100;
0006400196;SAS ZEPHIRE;2019;;;83747;
0007000778;MAXAM TAN;2019;1458897;0;4203;0
0005901978;XPO TANK CLEANING SUD FRANCE;2019;15215;;272;
0053800651;TEISSEIRE FRANCE SAS;2019;204153;;;
0007201328;RHODIA OPERATIONS;2019;258757;;12563;
0006207323;GRANULATS VICAT;2019;;286803;;
0010005542;LES LAVANDIERES (ELIS TOURAINE);2019;29207;;;
0006000290;POLYREY;2019;;1171599;2346;
0006301971;Société RUSTIN;2019;39134;;912;
0005301810;ELVIA PRINTED CIRCUIT BOARDS;2019;;;60347;
0007000661;MC CAIN ALIMENTAIRE;2019;822591;;3000;
0010000532;ELIS BERRYLES- LES LAVANDIERES;2019;95492;;3081;
0006200817;INNOSPEC PERFORMANCE CHEMICALS;2019;730835;;;
0005302775;GILLOT SAS;2019;211895;85202;6709;
0006400486;NATUREX;2019;16463;;64111;
0056700195;BRUNO SIEBERT SA;2019;92118;;3035;
0050100354;EARL DES QUATRE SAISONS;2019;17850;;;
0006803381;SABLIERES MALET;2019;100945;;;
0006401314;CARRIERE LAFARGE GRANULATS FRANCE mallem;2019;180545;;;
0005701100;FORGEX RAGUET SAS;2019;;49120;2180;
0005701421;CRISTAL UNION;2019;2189449;;7274;
0006303873;CHARIER CM - CARRIERES ET MATERIAUX;2019;67650;;;
0006105003;MAJ ELIS LOIRE;2019;78318;;;
0006400839;SANOFI CHIMIE;2019;;303166;55845;
0005202713;SOBEGI SAS;2019;;638215;48386;
0006103699;EDILIANS ex IMERYS TC;2019;12969;;1725;
0009000040;BA 133 Nancy;2019;69409;;;
0055614993;SCEA DE KERGAL JOUAN;2019;23114;;;
0006102715;GERFLOR PROVENCE SNC;2019;112554;0;36431;0
0005301581;EURIAL (ex Délicelait);2019;;;129705;
0006400350;GRANULATS VICAT;2019;100214;;;
0006103988;TDS 73;2019;56877;;;
0054800091;SOCIETE FROMAGERE DU MASSEGROS;2019;;;273431;
0005200081;MUNKSJÖ ROTTERSAC SAS;2019;;3482857;1093;
0007001124;COCA-COLA PRODUCTION SAS;2019;;;708855;
0009069934;EDF - CNPE de Saint-Laurent-des-Eaux;2019;;100374864;;
0052903311;EARL DE RUOT;2019;17563;;;
0005206997;L.N.U.F. MONTAYRAL;2019;;;132724;
0006112328;ETABLISSEMENTS PROVERBIO;2019;;;102143;
0022200498;ALBIOMA;2019;;117818;;
0006301516;ROXANE;2019;984250;;;
0006208315;GRANULATS VICAT MONCEL;2019;;69945;;
0005401338;RHODIA OPERATIONS (groupe solvay);2019;;3507162;33000;
0052902360;GAEC DE KER AR CREACH;2019;21800;;;
0005500400;SAINT-BRIEUC FONDERIE;2019;;942963;3;
0006700516;BRASSERIE LICORNE;2019;;;332089;
0005301290;COMPAGNIE DES FROMAGES & RICHESMONTS;2019;;;560869;
0006506939;SIAAP;2019;2603411;;;
0006400273;SEC;2019;48541;;;
0005800357;TOTAL RAFFINAGE FRANCE;2019;;7225916;117490;
0005202511;CELSA France SAS;2019;534650;;;
0009069932;EDF - CNPE de Chinon (Chinon A, Chinon B, LIDEC);2019;518;176547888;;
0006700657;ETC Ennoblissement Technique Cernay;2019;74764;;572;
0006107841;ETOILE DU VERCORS;2019;95416;;8025;
0006700766;LINGENHELD ENVIRONNEMENT;2019;48973;;;
0006103787;TEINTURERIES DE LA TURDINE-BLD TURDINE;2019;;;66240;
0006104032;VON ROLL FRANCE;2019;12424;;;
0056100402;S N V;2019;23574;;253310;
0006803795;SAINT ANTONIN EAUX MINERALES;2019;267531;;140;
0005100901;SOPROGAZ;2019;14989;;;
0052902589;EARL LANNUZEL;2019;16160;;;
0005502037;ALTHO SAS;2019;;;252830;
0057902974;COOPERL ARC ATLANTIQUE;2019;;;267091;
0006103970;GIFRER BARBEZAT;2019;56092;;71228;
0005501486;CARGILL FRANCE SAS;2019;;430609;46767;
0006800581;CEMEX GRANULATS SUD OUEST;2019;331835;;;
0006600949;GSM;2019;8352;;87;
0006405807;SA PERRIN ET Fils;2019;12042;;;
0006501956;SAFRAN AIRCRAFT ENGINES;2019;110293;;;
0007000490;RDM BLENDECQUES SAS;2019;;1591916;3837;
0005100097;NESTLE France SAS;2019;;;498738;
0005901656;PERNOT S.E.T. (Crotenay);2019;46304;;;
0055603784;SCEA JOUBIER;2019;15550;;;
0053501396;HTL (ne plus utiliser voir 535-1395);2019;;;105511;
0006206155;GRANULATS VICAT ST CLEMENT;2019;;89453;;
0006102870;WINOA;2019;438991;;;
0052903142;EARL DE PRAT A LAND;2019;12000;;;
0052205413;SCEA AUBRY LE MAY;2019;;32392;;
0053800011;AOSTE SNC;2019;3141507;;3093;
0007404055;CLIMESPACE;2019;;;119448;
0005500808;ELIS LOCALINGE;2019;43924;;5735;
0006103287;C TEC CONSTELLIUM TECHNOLOGY CENTER;2019;141113;;;
0006301217;EDF SA;2019;;363015872;359036;
0053503901;SCEA CRESPEL;2019;22554;;;
0010600308;DAIKIN CHEMICAL FRANCE;2019;38907;;465;
0006200942;CFR Compagnie des Fromages & Richemonts;2019;378178;;33919;
0005401734;ELIS LES LAVANDIERES;2019;49024;;1260;
0006400318;MANE ET FILS NOTRE-DAME;2019;;;103635;
0006700577;ROSSMANN;2019;;9851;;
0005901195;CF2P SAS (ex IKEA INDUSTRY FRANCE);2019;;;220000;
0005503774;KNAUF INDUSTRIES OUEST;2019;;154713;;
0006702704;STRASBOURG CENTRE ENERGIES;2019;7827;;;
0006100021;SARL DANNENMULLER TLTP;2019;8984;;;
0006400319;MANE ET FILS LA SARREE;2019;;;96908;
0005401307;SALZGITTER MANNESMANN PRECISION ETIRAGE;2019;24635;;3208;
0052903750;SAS Jean GUEGUENIAT;2019;25315;;;
0005200110;CORENSO France SA;2019;638;805760;;
0006404835;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);2019;;;449245;
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2019;;;52457;
0052600332;BERNARD ROYAL DAUPHINE;2019;92719;;29053;
0005700356;CARRIERES DE L'EST;2019;37000;;;
0007203926;CALCIA Ciments Usine;2019;;212920;16868;
0006202172;MARCILLAT CORCIEUX;2019;;362392;1167;
0010600002;BIOMERIEUX;2019;86548;;;
0005302766;ECLOR BOISSONS;2019;90584;;;
0053700938;Coopérative Agricole de la Lande;2019;197494;;3837;
0005202283;CONSERVES FRANCE SA;2019;;600185;1633;
0006700049;SARL SABLES ET GRAVIERS WILLERSINN;2019;1184023;;;
0052901620;GAEC LE CAM;2019;15000;;;
0006101769;ANNECY BETON CARRIERES;2019;;28199;;
0052901536;SARL LE PAGE;2019;11500;;;
0005900162;PAPETERIE ZUBER RIEDER;2019;529004;;495;
0006400518;COMPAGNIE GENERALE DES EAUX DE SOURCE;2019;636122;;2508;
0006503268;RENAULT FLINS;2019;19;764350;35991;
0051800377;LE PREAU SAS;2019;42685;;;
0055600745;GAEC MORIO et Fils;2019;10000;;;
0005202240;BMS UPSA;2019;;;64053;
0055000439;SOCOPA VIANDES;2019;;;189511;
0005106149;HOLCIM GRANULATS REGION NORD OUEST;2019;369378;;;
0006300063;CHARIER CM - CARRIERES ET MATERIAUX;2019;581950;;;
0006101115;MOREL SARL;2019;115360;;;
0057900585;SCEA L'AUBERGERE;2019;16425;;;
0005601324;LES FROMAGERIES OCCITANES;2019;;;109542;
0006201943;SOCIETE MECANIQUE AUTOMOBILE DE L'EST (SMAE);2019;;;171614;
0052903121;SCEA CUEFF;2019;;18759;;
0006202274;NORSKE SKOG;2019;6827769;;;
0006102968;CATERPILLAR FRANCE SAS;2019;31169;;22445;
0006202229;PAPETERIES DE CLAIREFONTAINE;2019;;2389993;9188;
0005504457;COMPAGNIE DES PECHES PRODUCTION;2019;44978;;2899;
0005101055;XPO TANK CLEANING NORD FR. (ex SONECOVI);2019;34680;;;
0007000516;DOUAISIENNE D'ABATTAGE;2019;;;66114;
0006506328;GALVANOPLAST / SOCORFI;2019;27954;;13741;
0055600689;SARL LE MENE;2019;27629;;;
0006601578;SOLVAY Rhodia Opérations;2019;;;79705;
0018300011;CARRIERE VAILLS SAS LES SABLONS - ISDI;2019;72067;;;
0006701094;STANDART SAS;2019;264605;;836;
0010600172;ELIS R.A. EX CWS FRANCE;2019;47497;;;
0006104665;METAL X;2019;10224;;;
0006700536;SENERVAL UIOM;2019;364201;;4484;
0009073701;Station d'épuration de La Grange David;2019;34092;;6819;
0006402237;INTERXION;2019;;;79759;
0006600276;DISTILLERIE LA CAVALE;2019;;97920;;
0005302036;SOCOPA VIANDES;2019;;;90337;
0006204953;ELIS LORRAINE/PIERRETTE TBA;2019;;;133174;
0006400686;SEM;2019;;12000000;;
0005100912;AGCO;2019;14505;;9979;
0005201635;MLPC InternationalSA;2019;87643;555519;1993;
0006000439;CARTONNERIE JEAN;2019;;55998;1028;
0054901882;SOUILLETS (GAEC LES);2019;60400;;;
0006103546;RECYLEX;2019;13397;;665;
0006201969;SCHOTT VTF;2019;31323;;5319;
0006401323;LAFARGE GRANULATS FRANCE SENAS;2019;10422;;;
0052902743;TERROM (SCEA);2019;13000;;;
0006600638;MAJ - ELIS PROVENCE;2019;71920;;1488;
0005300285;PSA AUTOMOBILES SA;2019;88452;;8395;
0006002605;SILAB - STE INDUSTRIELLE LIMOUSINE;2019;;159;86531;
0006802476;SAS VM BUILDING SOLUTIONS;2019;;367944;;
0010300060;CHARLES ET ALICE;2019;;261014;46002;
0006301117;ARCELORMITTAL FRANCE;2019;;873306;23518;
0006806833;CEMEX GRANULATS Sud Ouest;2019;;31825;;
0005701463;REMOISE DE VALORISATION DES DECHET.;2019;45554;;14465;
0007100121;ALBIOMA Bois Rouge;2019;;2536520;5482;
0006112329;SK Functional Polymer;2019;;;97941;
0007002398;ASCOVAL SAINT-SAULVE;2019;0;268468;32453;0
0006300033;CHARIER CM - CARRIERES ET MATERIAUX;2019;690240;;;
0053500649;SOC PRO HYBRIDES;2019;9944;;;
0052903294;EARL COSQUER;2019;15040;;;
0006201828;COLLECTE LAIT SARREBOURG;2019;35494;;;
0005401901;REFRESCO France;2019;;;154395;
0005202615;Pyrenefrom;2019;;;80446;
0052903123;GAEC AR MANERIOU;2019;13454;;;
0005205286;KNAUF INDUSTRIES SUD-OUEST;2019;;14712;161;
0053502429;SOCIETE BEURRIERE DE RETIERS;2019;;;164263;
0006700503;BASF;2019;0;1388043;18396;0
0006103644;SANOFI PASTEUR MARCY;2019;;;314658;
0007000887;SOCIETE DE TRANSMISSIONS AUTOMATIQUES;2019;14391;;5077;
0010700305;LANXESS Epierre;2019;1054690;;727;
0010000651;CHALUMEAU LAQ'ALU SA - ANOLAQ;2019;11941;;950;
0006202396;EGGER PANNEAUX ET DECORS;2019;;227978;85437;
0057200348;LUISSIER BORDEAU CHESNEL;2019;;;137587;
