identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0003012705;KNAUF INSULATION LANNEMEZAN;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);51;;01 04 99;Déchets non spécifiés ailleurs.;4763;tonnes/an
0003012705;KNAUF INSULATION LANNEMEZAN;Production de déchets non dangereux;2019;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);57;;10 11 16;Déchets solides provenant de l'épuration des fumées autres que ceux visés à la rubrique 10 11 15;59.4;tonnes/an
0003012705;KNAUF INSULATION LANNEMEZAN;Production de déchets non dangereux;2019;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);78;;10 11 16;Déchets solides provenant de l'épuration des fumées autres que ceux visés à la rubrique 10 11 15;50.2;tonnes/an
0003012705;KNAUF INSULATION LANNEMEZAN;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;51;;05 06 99;Déchets non spéficiés ailleurs.;249;tonnes/an
0003012705;KNAUF INSULATION LANNEMEZAN;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;57;;15 01 03;Emballages en bois;11.9;tonnes/an
0003012705;KNAUF INSULATION LANNEMEZAN;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;57;;20 03 01;Déchets municipaux en mélange;134;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;47;;02 03 04;Matières impropres à la consommation ou à la transformation;503;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2019;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;40;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;6250.6;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2019;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;12;;02 03 04;Matières impropres à la consommation ou à la transformation;57.4;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2019;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;40;;02 03 04;Matières impropres à la consommation ou à la transformation;4260;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2019;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;64;;02 03 04;Matières impropres à la consommation ou à la transformation;4170;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);33;;19 05 99;Déchets non spécifiés ailleurs.;537;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2019;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;17;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;1814;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2019;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;87;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;14100;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 01 02;Déchets de déferraillage des mâchefers;1120;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 12 02;Métaux ferreux;429;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 12 03;Métaux non ferreux;292;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);69;;17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;5.98;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;375;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;38;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;11300;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;;07 02 15;Déchets provenant d'additifs autres que ceux visés à la rubrique 07 02 14;0.31;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;;16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;0.339;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);30;;07 02 13;Déchets plastiques;254;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;1450;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);53;;10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;10.5;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;16 07 99;Déchets non spécifiés ailleurs.;1.12;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;17 01 01;Béton;9.1;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;17 01 01;Béton;372;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);30;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;43.4;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;124;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);30;;19 08 14;Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13;1920;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);30;;19 09 99;Déchets non spécifiés ailleurs.;1.22;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;38;;10 01 25;Déchets provenant du stockage et de la préparation des combustibles des centrales à charbon;15.2;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;30;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;12.9;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;21;;20 01 99;Autres fractions non spécifiées ailleurs.;285;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;26;;15 01 04;Emballages métalliques;0.95;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 01 17;Métaux ferreux;183;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;13.9;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;10 01 02;Cendres volantes de charbon;3050;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;30;;10 01 02;Cendres volantes de charbon;808;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;54;;10 01 02;Cendres volantes de charbon;539;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;;10 01 02;Cendres volantes de charbon;1570;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 01;Emballages en papier/carton;37.7;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 02;Emballages en matières plastiques;17.6;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;;15 01 03;Emballages en bois;52.8;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;26;;15 01 04;Emballages métalliques;1.2;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 06;Emballages en mélange;16.8;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;42;;15 01 07;Emballages en verre;1.27;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;17 02 01;Bois;51.8;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);82;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;6220;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2019;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);65;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2980;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;13;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;4880;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;31;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;38000;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;64;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;1500;tonnes/an
0003800009;ISDI -TCPA (PATINIER A);Production de déchets non dangereux;2019;D12;D12 Stockage permanent (par exemple, placement de conteneurs dans une mine, etc.);62;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;3000;tonnes/an
0005100009;SUEZ RV NORD EST;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;02;;19 07 03;Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.;2300;tonnes/an
0005100009;SUEZ RV NORD EST;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;60;;19 07 03;Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.;470;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;80;;02 03 05;Boues provenant du traitement in situ des effluents;457;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 01;Emballages en papier/carton;524;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 02;Emballages en matières plastiques;19.5;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 03;Emballages en bois;21.6;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 04;Emballages métalliques;441;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;15 01 05;Emballages composites;0.12;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;16 01 03;Pneus hors d'usage;6.02;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;16 01 17;Métaux ferreux;0.52;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;1630;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;19 12 01;Papier et carton;2.01;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;20 01 40;Métaux;0.83;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;20 03 07;Déchets encombrants;1.36;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);77;;08 03 18;Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17;0.021;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;02 03 04;Matières impropres à la consommation ou à la transformation;2.72;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;02 03 04;Matières impropres à la consommation ou à la transformation;51.1;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);80;;02 03 04;Matières impropres à la consommation ou à la transformation;4560;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);62;;15 01 02;Emballages en matières plastiques;1.74;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;15 01 03;Emballages en bois;1090;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);80;;19 08 01;Déchets de dégrillage;132;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;;15 01 02;Emballages en matières plastiques;4.41;tonnes/an
0005100096;MATERNE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;;20 03 06;Déchets provenant du nettoyage des égouts;5.4;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;;20 03 04;Boues de fosses septiques;20;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;;02 05 01;Matières impropres à la consommation ou à la transformation;36.7;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;;02 05 02;Boues provenant du traitement in situ des effluents;412.82;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;;20 01 25;Huiles et matières grasses alimentaires;32.4;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;59;;20 03 01;Déchets municipaux en mélange;243;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);60;;16 10 02;Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01;0.177;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);59;;19 08 02;Déchets de dessablage;18.4;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;02 05 01;Matières impropres à la consommation ou à la transformation;0.52;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;;02 05 01;Matières impropres à la consommation ou à la transformation;1810;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;02 05 01;Matières impropres à la consommation ou à la transformation;97.7;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;;02 05 99;Déchets non spécifiés ailleurs.;1.06;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;;15 01 03;Emballages en bois;576;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;;15 01 04;Emballages métalliques;21.4;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;;16 01 17;Métaux ferreux;330;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;;17 04 02;Aluminium;0.599;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;;17 04 07;Métaux en mélange;72.8;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;;17 04 11;Câbles autres que ceux visés à la rubrique 17 04 10.;3.82;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;;15 01 01;Emballages en papier/carton;308;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;;15 01 02;Emballages en matières plastiques;136;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;60;;15 01 02;Emballages en matières plastiques;3.74;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;;15 01 02;Emballages en matières plastiques;54.6;tonnes/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;;20 02 02;Terres et pierres;11.4;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);77;;17 02 01;Bois;43.7;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);02;;03 03 07;Refus séparés mécaniquement provenant du recyclage de déchets de papier et de carton;5070;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);02;;20 01 99;Autres fractions non spécifiées ailleurs.;29.7;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);02;;20 03 01;Déchets municipaux en mélange;4.26;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;02;;03 03 05;Boues de désencrage provenant du recyclage du papier;65600;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;80;;15 01 06;Emballages en mélange;0.079;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);67;;03 03 05;Boues de désencrage provenant du recyclage du papier;139.3;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;BELGIQUE;03 03 05;Boues de désencrage provenant du recyclage du papier;269.0;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;;15 01 02;Emballages en matières plastiques;16.9;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);51;;20 01 01;Papier et carton;9.4;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);75;;20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;89.8;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;51;;16 01 17;Métaux ferreux;151;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;51;;16 01 18;Métaux non ferreux;8.78;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;51;;17 04 01;Cuivre, bronze, laiton;1;tonnes/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;51;;17 04 07;Métaux en mélange;35;tonnes/an
0005100190;DSP France SAS;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;80;;06 13 99;Déchets non spécifiés ailleurs.;904;tonnes/an
0005100190;DSP France SAS;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;02;;15 01 06;Emballages en mélange;2.52;tonnes/an
0005100190;DSP France SAS;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;80;;15 01 06;Emballages en mélange;2.52;tonnes/an
0005100190;DSP France SAS;Production de déchets non dangereux;2019;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;;16 06 05;Autres piles et accumulateurs;0.017;tonnes/an
