identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;BELGIQUE;19 12 04;Matières plastiques et caoutchouc;74.5;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;PAYS-BAS;19 12 04;Matières plastiques et caoutchouc;45.6;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);14;;19 12 07;Bois autres que ceux visés à la rubrique 19 12 06;356;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);27;;19 12 07;Bois autres que ceux visés à la rubrique 19 12 06;591;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);76;;20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;163;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;76;;10 08 09;Autres scories;1550;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;BELGIQUE;10 08 09;Autres scories;1046.92;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;59;;19 12 02;Métaux ferreux;2637.6;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;76;;19 12 02;Métaux ferreux;543;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;88;;19 12 02;Métaux ferreux;56.6;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;PAYS-BAS;19 12 02;Métaux ferreux;49.6;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;50;;19 12 03;Métaux non ferreux;3.14;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;76;;19 12 03;Métaux non ferreux;35.6;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;PAYS-BAS;19 12 03;Métaux non ferreux;220;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;49;;06 05 03;Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 06 05 02.;7.26;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;14;;19 12 09;Minéraux (par exemple : sable, cailloux);2390;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;27;;19 12 09;Minéraux (par exemple : sable, cailloux);20900;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;;19 12 09;Minéraux (par exemple : sable, cailloux);1100;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;76;;19 12 09;Minéraux (par exemple : sable, cailloux);55600;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;76;;19 13 02;Déchets solides provenant de la décontamination des sols autres que ceux visés à la rubrique 19 13 01;13800;tonnes/an
0005805580;SUEZ RV VAL'ESTUAIRE;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;76;;20 03 07;Déchets encombrants;7210;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);39;;15 01 03;Emballages en bois;25.8;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);25;;15 01 02;Emballages en matières plastiques;9.63;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;D4 ;D4 Lagunage (par exemple, déversement de déchets liquides ou de boues dans des puits, des étangs ou des bassins, etc.);25;;03 03 99;Déchets non spécifiés ailleurs.;310;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;21;;17 02 01;Bois;54.9;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;70;;19 02 06;Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05;101;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;21;;20 01 99;Autres fractions non spécifiées ailleurs.;156;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);70;;19 02 06;Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05;1050;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;25;;16 01 17;Métaux ferreux;41.9;tonnes/an
0005900162;PAPETERIE ZUBER RIEDER;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;20 01 01;Papier et carton;2230;tonnes/an
0005900199;CASTMETAL COLOMBIER;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;10 09 03;Laitiers de four de fonderie;2987;tonnes/an
0005900199;CASTMETAL COLOMBIER;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;10 09 08;Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07;2594;tonnes/an
0005900199;CASTMETAL COLOMBIER;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;10 09 12;Autres fines non visées à la rubrique 10 09 11;3524;tonnes/an
0005900199;CASTMETAL COLOMBIER;Production de déchets non dangereux;2019;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);90;;20 01 99;Autres fractions non spécifiées ailleurs.;52;tonnes/an
0005900199;CASTMETAL COLOMBIER;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);90;;15 01 03;Emballages en bois;72.7;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;20 03 07;Déchets encombrants;345;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);21;;20 03 99;Déchets municipaux non spécifiés ailleurs.;2340;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);71;;20 03 99;Déchets municipaux non spécifiés ailleurs.;1440;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;25;;20 03 99;Déchets municipaux non spécifiés ailleurs.;52.8;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;70;;20 03 99;Déchets municipaux non spécifiés ailleurs.;470;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;90;;20 03 99;Déchets municipaux non spécifiés ailleurs.;218;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);67;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;6400;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;39;;20 03 99;Déchets municipaux non spécifiés ailleurs.;175;tonnes/an
0005900458;VALINEA;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;57;;19 12 02;Métaux ferreux;1720;tonnes/an
0005900530;PREVAL HD UIOM;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;39;;19 08 02;Déchets de dessablage;3;tonnes/an
0005900530;PREVAL HD UIOM;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);25;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;4940;tonnes/an
0005900530;PREVAL HD UIOM;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;57;;19 01 02;Déchets de déferraillage des mâchefers;639;tonnes/an
0005900530;PREVAL HD UIOM;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;59;;19 12 03;Métaux non ferreux;52.6;tonnes/an
0005900530;PREVAL HD UIOM;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;59;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;262;tonnes/an
0005900578;CASTMETAL FWF;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;10 09 03;Laitiers de four de fonderie;316;tonnes/an
0005900578;CASTMETAL FWF;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;10 09 08;Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07;812;tonnes/an
0005900578;CASTMETAL FWF;Production de déchets non dangereux;2019;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);25;;10 09 12;Autres fines non visées à la rubrique 10 09 11;2810;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;57;;16 03 04;Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03;26.5;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;25;;19 08 02;Déchets de dessablage;5.96;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;25;;20 03 01;Déchets municipaux en mélange;2300;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;90;;20 03 01;Déchets municipaux en mélange;342;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;25;;20 03 03;Déchets de nettoyage des rues;64.7;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;57;;16 01 99;Déchets non spécifiés ailleurs.;166;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);25;;15 01 01;Emballages en papier/carton;3690;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);25;;15 01 03;Emballages en bois;2980;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);25;;20 01 01;Papier et carton;73.8;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);68;;20 01 08;Déchets de cuisine et de cantine biodégradables;8.69;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);25;;20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;1120;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);25;;20 02 01;Déchets biodégradables;18;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);68;;20 03 01;Déchets municipaux en mélange;1.64;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ALLEMAGNE;16 01 18;Métaux non ferreux;1630;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;BELGIQUE;16 01 18;Métaux non ferreux;942;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;LUXEMBOURG;16 01 18;Métaux non ferreux;4328;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;25;;15 01 02;Emballages en matières plastiques;288.66;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;90;;15 01 02;Emballages en matières plastiques;2.6;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;16 01 03;Pneus hors d'usage;6.82;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;25;;16 01 19;Matières plastiques;349;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;;16 01 20;Verre;64.9;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;;16 03 04;Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03;721;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;57;;16 03 04;Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03;1420;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;90;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;30.7;tonnes/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;28;;20 01 99;Autres fractions non spécifiées ailleurs.;10.4;tonnes/an
0005900792;SYDOM;Production de déchets non dangereux;2019;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;39;;19 07 03;Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.;7350;tonnes/an
0005900792;SYDOM;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;57;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;16;tonnes/an
0005900792;SYDOM;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;68;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;170;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;39;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;486;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);39;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;5050;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;5320;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;21;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;499;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);71;;19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;8520;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;59;;19 01 02;Déchets de déferraillage des mâchefers;1330;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;39;;19 12 02;Métaux ferreux;85.9;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;44;;19 12 02;Métaux ferreux;195;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;59;;19 12 02;Métaux ferreux;801;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;60;;19 12 03;Métaux non ferreux;77.2;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;92;;19 12 03;Métaux non ferreux;15.2;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;19 12 01;Papier et carton;82;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;25;;19 12 01;Papier et carton;4690;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;64;;19 12 01;Papier et carton;325;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;88;;19 12 01;Papier et carton;6159;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;92;;19 12 01;Papier et carton;1380;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;93;;19 12 01;Papier et carton;393;tonnes/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;92;;19 12 04;Matières plastiques et caoutchouc;2562.5;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;71;;20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;23;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;D10;D10 Incinération à terre;01;;20 03 01;Déchets municipaux en mélange;107;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;13;;02 01 02;Déchets de tissus animaux;85.2;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;18;;02 01 02;Déchets de tissus animaux;1280;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;38;;02 01 02;Déchets de tissus animaux;7800;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;39;;02 01 02;Déchets de tissus animaux;6870;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;54;;02 01 02;Déchets de tissus animaux;1480;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;69;;02 01 02;Déchets de tissus animaux;3390;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;ITALIE;02 01 02;Déchets de tissus animaux;24;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;SUISSE;02 01 02;Déchets de tissus animaux;25.1;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;38;;15 02 03;Absorbants, matériaux filtrants, chiffons d'essuyage et vêtements de protection autres que ceux visés à la rubrique 15 02 02.;0.3;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);01;;20 03 04;Boues de fosses septiques;15;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);01;;20 02 01;Déchets biodégradables;707;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;71;;20 01 40;Métaux;144;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;20 01 01;Papier et carton;5.0;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;20 01 02;Verre;0.4;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;;20 01 02;Verre;0.3;tonnes/an
0005900985;PROVALT JURA SNC;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;49;;20 01 39;Matières plastiques;0.18;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);21;;08 02 01;Déchets de produits de revêtement en poudre;8.17;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);21;;17 06 04;Matériaux d'isolation autres que ceux visés aux rubriques 17 06 01 et 17 06 03;0.1;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);21;;20 03 03;Déchets de nettoyage des rues;8.56;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;70;;12 01 01;Limaille et chutes de métaux ferreux;3650;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;12 01 02;Fines et poussières de métaux ferreux;5.16;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 01;Emballages en papier/carton;63.1;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;;15 01 01;Emballages en papier/carton;38.1;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;;15 01 02;Emballages en matières plastiques;24;tonnes/an
0005901066;JOHN DEERE SAS;Production de déchets non dangereux;2019;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 03;Emballages en bois;93;tonnes/an
